HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457097.15658,2015-03-15.6603425,bd,1.74,99.990,99.990,99.990,99.990,99.990,V
2457098.15306,2015-03-16.6567752,bd,1.58,15.574,>15.574,99.990,0.955,0.452,V
2457098.15465,2015-03-16.6583650,bd,1.74,15.424,>15.424,99.990,0.300,0.519,V
2457101.14869,2015-03-19.6526745,bd,1.50,15.856,>15.856,99.990,0.514,0.349,V
2457101.15031,2015-03-19.6542983,bd,1.57,15.656,>15.656,99.990,1.052,0.419,V
2457103.13751,2015-03-21.6413875,bd,1.51,16.813,16.351,0.143,1.105,0.144,V
2457103.13914,2015-03-21.6430153,bd,1.47,16.586,>16.586,99.990,0.713,0.178,V
2457115.12259,2015-04-02.6257453,bd,1.72,16.471,>16.471,99.990,0.420,0.198,V
2457115.12411,2015-04-02.6272559,bd,1.75,16.514,>16.514,99.990,0.706,0.190,V
2457117.11373,2015-04-04.6167559,bd,1.45,14.026,>14.026,99.990,2.523,1.883,V
2457117.11533,2015-04-04.6183571,bd,1.58,13.876,>13.876,99.990,2.567,2.160,V
2457119.10774,2015-04-06.6106349,bd,1.56,16.035,>16.035,99.990,0.726,0.296,V
2457119.10935,2015-04-06.6122480,bd,1.51,16.177,>16.177,99.990,0.711,0.259,V
2457125.12913,2015-04-12.6315877,bd,1.62,16.582,16.560,0.215,0.912,0.179,V
2457125.13069,2015-04-12.6331541,bd,1.64,16.581,16.529,0.209,0.938,0.179,V
2457131.10068,2015-04-18.6026829,bd,1.53,16.878,16.506,0.155,0.959,0.136,V
2457131.10225,2015-04-18.6042650,bd,1.55,16.986,16.704,0.169,0.799,0.123,V
2457136.05434,2015-04-23.5559567,bd,1.44,17.014,>17.014,99.990,0.572,0.120,V
2457136.05589,2015-04-23.5575032,bd,1.49,16.763,16.700,0.207,0.801,0.151,V
2457139.12495,2015-04-26.6263016,bd,1.70,16.859,16.548,0.165,0.922,0.138,V
2457139.12655,2015-04-26.6278991,bd,1.70,16.566,>16.566,99.990,0.660,0.181,V
2457149.03196,2015-05-06.5324857,bd,1.59,16.174,>16.174,99.990,0.693,0.260,V
2457149.03347,2015-05-06.5339925,bd,1.54,16.193,>16.193,99.990,-0.125,0.256,V
2457151.09497,2015-05-08.5953178,bd,1.58,16.618,>16.618,99.990,0.595,0.173,V
2457151.09672,2015-05-08.5970719,bd,1.77,16.572,>16.572,99.990,0.687,0.180,V
2457156.03558,2015-05-13.5355133,bd,1.59,16.907,>16.907,99.990,0.576,0.133,V
2457157.04847,2015-05-14.5483203,bd,1.59,16.946,>16.946,99.990,0.478,0.128,V
2457157.05007,2015-05-14.5499180,bd,1.56,17.006,16.897,0.198,0.668,0.121,V
2457161.03617,2015-05-18.5356733,bd,1.43,16.888,16.653,0.177,0.837,0.135,V
2457161.03773,2015-05-18.5372388,bd,1.42,16.848,>16.848,99.990,0.653,0.140,V
2457164.04809,2015-05-21.5473476,bd,1.50,17.015,16.897,0.197,0.669,0.120,V
2457164.04958,2015-05-21.5488484,bd,1.52,17.089,16.622,0.142,0.862,0.112,V
2457168.98020,2015-05-26.4790594,bd,1.50,17.039,>17.039,99.990,0.536,0.117,V
2457168.98177,2015-05-26.4806315,bd,1.46,16.847,16.512,0.161,0.953,0.140,V
2457172.03875,2015-05-29.5373453,bd,1.42,16.882,16.873,0.217,0.684,0.136,V
2457172.04027,2015-05-29.5388652,bd,1.46,16.927,16.817,0.198,0.719,0.130,V
2457178.06024,2015-06-04.5583681,bd,1.49,16.415,>16.415,99.990,0.619,0.208,V
2457178.06182,2015-06-04.5599462,bd,1.50,16.296,>16.296,99.990,0.759,0.233,V
2457185.09479,2015-06-11.5923708,bd,1.51,17.161,16.895,0.172,0.670,0.105,V
2457185.09632,2015-06-11.5939034,bd,1.55,16.837,16.743,0.201,0.771,0.141,V
2457185.11930,2015-06-11.6168771,bd,1.50,16.580,>16.580,99.990,0.653,0.179,V
2457185.12085,2015-06-11.6184317,bd,1.58,16.622,>16.622,99.990,0.428,0.172,V
2457189.01267,2015-06-15.5099707,bd,1.52,17.074,16.992,0.203,0.613,0.114,V
2457189.01421,2015-06-15.5115119,bd,1.58,16.991,16.675,0.164,0.820,0.123,V
2457192.00473,2015-06-18.5017975,bd,1.47,16.956,16.831,0.195,0.711,0.127,V
2457192.00609,2015-06-18.5031521,bd,1.46,16.999,16.517,0.141,0.948,0.122,V
2457194.05549,2015-06-20.5524203,bd,1.48,17.124,16.670,0.144,0.825,0.108,V
2457194.05702,2015-06-20.5539552,bd,1.55,17.002,16.383,0.124,1.073,0.121,V
2457196.95896,2015-06-23.4557106,bd,1.48,17.055,16.861,0.183,0.692,0.116,V
2457196.96045,2015-06-23.4571980,bd,1.47,17.056,16.774,0.169,0.749,0.115,V
2457200.89026,2015-06-27.3867736,bd,1.56,16.429,>16.429,99.990,0.348,0.206,V
2457200.89186,2015-06-27.3883689,bd,1.53,16.564,>16.564,99.990,0.187,0.182,V
2457200.92479,2015-06-27.4212942,bd,1.54,16.664,>16.664,99.990,0.620,0.166,V
2457200.92634,2015-06-27.4228458,bd,1.55,16.582,>16.582,99.990,0.839,0.179,V
2457201.06963,2015-06-27.5661266,bd,1.62,17.072,16.701,0.156,0.801,0.114,V
2457201.07118,2015-06-27.5676777,bd,1.55,17.113,16.743,0.156,0.770,0.110,V
2457201.09857,2015-06-27.5950687,bd,1.56,17.140,>17.140,99.990,0.488,0.107,V
2457201.10010,2015-06-27.5965946,bd,1.68,17.109,17.068,0.211,0.571,0.110,V
2457201.93839,2015-06-28.4348350,bd,1.58,16.566,>16.566,99.990,0.776,0.181,V
2457201.93982,2015-06-28.4362613,bd,1.60,16.527,>16.527,99.990,0.410,0.188,V
2457202.09576,2015-06-28.5921954,bd,1.68,17.096,>17.096,99.990,0.531,0.111,V
2457202.09725,2015-06-28.5936840,bd,1.85,17.021,16.776,0.175,0.747,0.119,V
2457202.98659,2015-06-29.4829782,bd,1.66,16.429,>16.429,99.990,0.751,0.206,V
2457202.98812,2015-06-29.4845041,bd,1.69,16.441,>16.441,99.990,0.564,0.204,V
2457203.90392,2015-06-30.4002298,bd,1.51,16.327,16.125,0.182,1.360,0.226,V
2457203.90544,2015-06-30.4017415,bd,1.53,16.340,>16.340,99.990,0.471,0.223,V
2457205.98369,2015-07-02.4798797,bd,1.54,16.191,>16.191,99.990,0.489,0.256,V
2457205.98521,2015-07-02.4813971,bd,1.43,16.048,>16.048,99.990,0.510,0.292,V
2457211.10668,2015-07-07.6026024,bd,1.68,16.670,>16.670,99.990,0.746,0.165,V
2457211.10823,2015-07-07.6041466,bd,1.65,16.628,>16.628,99.990,0.551,0.171,V
2457212.00956,2015-07-08.5054305,bd,1.48,17.044,16.690,0.158,0.809,0.117,V
2457212.01106,2015-07-08.5069319,bd,1.52,16.928,16.682,0.175,0.815,0.130,V
2457212.91298,2015-07-09.4088086,bd,1.51,16.948,16.888,0.208,0.674,0.128,V
2457212.91448,2015-07-09.4103090,bd,1.53,16.968,16.609,0.157,0.872,0.125,V
2457216.91864,2015-07-13.4142829,bd,1.47,17.067,16.653,0.150,0.837,0.114,V
2457216.92016,2015-07-13.4158059,bd,1.50,17.032,16.933,0.200,0.647,0.118,V
2457221.92447,2015-07-18.4199160,bd,1.52,17.001,16.733,0.171,0.778,0.122,V
2457221.92602,2015-07-18.4214634,bd,1.51,17.109,16.967,0.192,0.627,0.110,V
2457226.89824,2015-07-23.3935130,bd,1.57,16.793,>16.793,99.990,0.706,0.147,V
2457226.89983,2015-07-23.3950986,bd,1.59,16.897,16.856,0.211,0.694,0.134,V
2457227.99221,2015-07-24.4874474,bd,1.55,17.313,17.039,0.171,0.587,0.091,V
2457227.99363,2015-07-24.4888775,bd,1.50,16.981,16.603,0.155,0.877,0.124,V
2457230.87232,2015-07-27.3674818,bd,1.50,16.584,>16.584,99.990,0.892,0.178,V
2457230.87374,2015-07-27.3689070,bd,1.49,16.576,>16.576,99.990,0.794,0.180,V
2457232.93071,2015-07-29.4258256,bd,1.54,14.129,>14.129,99.990,-0.178,1.712,V
2457232.93213,2015-07-29.4272428,bd,1.65,14.032,>14.032,99.990,-0.400,1.871,V
2457233.98082,2015-07-30.4759151,bd,1.49,16.296,>16.296,99.990,0.628,0.233,V
2457233.98296,2015-07-30.4780547,bd,1.50,16.279,>16.279,99.990,0.587,0.236,V
2457238.04114,2015-08-03.5361668,bd,1.52,16.286,>16.286,99.990,0.609,0.235,V
2457238.04255,2015-08-03.5375701,bd,1.57,16.388,>16.388,99.990,0.592,0.214,V
2457239.97830,2015-08-05.4732893,bd,1.51,16.708,16.588,0.196,0.888,0.159,V
2457239.97969,2015-08-05.4746821,bd,1.52,17.042,16.703,0.161,0.799,0.117,V
2457243.03057,2015-08-08.5255320,bd,1.56,16.899,16.602,0.167,0.877,0.133,V
2457243.03196,2015-08-08.5269248,bd,1.56,16.871,16.598,0.170,0.880,0.137,V
2457243.95920,2015-08-09.4541534,bd,1.49,17.179,16.797,0.154,0.733,0.103,V
2457243.96061,2015-08-09.4555694,bd,1.54,16.997,16.693,0.166,0.807,0.122,V
2457245.98701,2015-08-11.4819603,bd,1.51,17.250,16.882,0.156,0.678,0.097,V
2457245.98846,2015-08-11.4834083,bd,1.49,17.081,16.970,0.198,0.625,0.113,V
2457264.95927,2015-08-30.4543978,bd,1.54,15.958,>15.958,99.990,0.652,0.318,V
2457264.96052,2015-08-30.4556524,bd,1.63,16.195,>16.195,99.990,0.764,0.255,V
2457264.96176,2015-08-30.4568949,bd,1.50,16.024,>16.024,99.990,0.243,0.299,V
2457265.87525,2015-08-31.3704038,bd,1.58,16.435,>16.435,99.990,0.853,0.205,V
2457265.87649,2015-08-31.3716451,bd,1.56,16.289,>16.289,99.990,0.841,0.234,V
2457265.87775,2015-08-31.3728988,bd,1.62,16.482,>16.482,99.990,0.969,0.196,V
2457268.77797,2015-09-03.2731960,bd,1.43,16.693,16.646,0.210,0.843,0.161,V
2457268.77888,2015-09-03.2741078,bd,1.48,16.890,>16.890,99.990,0.577,0.135,V
2457268.77980,2015-09-03.2750268,bd,1.49,16.724,>16.724,99.990,0.662,0.157,V
2457270.76255,2015-09-05.2578378,bd,1.50,16.697,16.400,0.167,1.056,0.161,V
2457270.76346,2015-09-05.2587456,bd,1.55,16.782,>16.782,99.990,0.347,0.149,V
2457270.76436,2015-09-05.2596491,bd,1.50,16.765,>16.765,99.990,0.552,0.151,V
2457272.81398,2015-09-07.3093346,bd,1.47,17.155,16.822,0.161,0.716,0.105,V
2457272.81525,2015-09-07.3105996,bd,1.47,17.151,16.610,0.133,0.871,0.106,V
2457272.81650,2015-09-07.3118523,bd,1.44,17.203,16.870,0.161,0.685,0.101,V
2457277.92777,2015-09-12.4233206,bd,1.50,17.121,>17.121,99.990,0.502,0.109,V
2457277.92902,2015-09-12.4245711,bd,1.42,17.168,16.808,0.157,0.725,0.104,V
2457277.93028,2015-09-12.4258327,bd,1.43,17.084,>17.084,99.990,0.376,0.113,V
2457284.92201,2015-09-19.417875,bd,1.54,16.942,16.363,0.128,1.094,0.128,V
2457284.92292,2015-09-19.4187876,bd,1.53,16.805,16.490,0.164,0.973,0.146,V
2457284.92386,2015-09-19.4197197,bd,1.55,16.832,16.731,0.200,0.778,0.142,V
2457296.86854,2015-10-01.3650777,bd,1.61,16.804,16.470,0.161,0.991,0.146,V
2457296.86979,2015-10-01.3663281,bd,1.60,16.720,16.619,0.200,0.863,0.157,V
2457296.87104,2015-10-01.3675833,bd,1.60,16.682,>16.682,99.990,0.812,0.163,V
2457297.77830,2015-10-02.2749006,bd,1.48,17.040,16.583,0.144,0.892,0.117,V
2457297.77955,2015-10-02.2761512,bd,1.54,17.121,16.779,0.160,0.745,0.109,V
2457297.78081,2015-10-02.2774070,bd,1.56,17.049,16.710,0.160,0.794,0.116,V
2457303.85410,2015-10-08.3511061,bd,1.52,17.069,16.909,0.189,0.661,0.114,V
2457303.85536,2015-10-08.3523605,bd,1.55,17.027,16.931,0.201,0.648,0.119,V
2457303.85660,2015-10-08.3536027,bd,1.57,17.081,16.611,0.142,0.870,0.113,V
2457305.85751,2015-10-10.3546600,bd,1.47,16.971,16.598,0.155,0.880,0.125,V
2457305.85876,2015-10-10.3559070,bd,1.44,17.112,16.851,0.172,0.697,0.110,V
2457305.86001,2015-10-10.3571523,bd,1.53,16.979,16.881,0.200,0.679,0.124,V
2457307.83483,2015-10-12.3321168,bd,1.49,17.105,16.962,0.192,0.629,0.110,V
2457307.83607,2015-10-12.3333612,bd,1.51,17.002,16.538,0.143,0.931,0.121,V
2457307.83733,2015-10-12.3346160,bd,1.54,17.200,17.087,0.198,0.561,0.101,V
2457309.82422,2015-10-14.3216502,bd,1.54,17.028,16.681,0.159,0.816,0.119,V
2457309.82546,2015-10-14.3228995,bd,1.49,17.157,16.829,0.162,0.712,0.105,V
2457309.82672,2015-10-14.3241543,bd,1.51,17.026,16.793,0.177,0.736,0.119,V
2457311.79619,2015-10-16.2937738,bd,1.46,17.011,>17.011,99.990,0.573,0.120,V
2457311.79744,2015-10-16.2950211,bd,1.46,17.190,17.005,0.185,0.605,0.102,V
2457311.79869,2015-10-16.2962712,bd,1.45,16.980,16.681,0.166,0.816,0.124,V
2457315.72913,2015-10-20.2270121,bd,1.59,16.430,>16.430,99.990,0.442,0.206,V
2457315.73038,2015-10-20.2282671,bd,1.59,16.318,>16.318,99.990,0.973,0.228,V
2457315.73163,2015-10-20.2295208,bd,1.53,16.446,>16.446,99.990,0.705,0.203,V
2457319.76898,2015-10-24.2671873,bd,1.46,16.491,>16.491,99.990,0.519,0.194,V
2457319.77023,2015-10-24.2684421,bd,1.48,16.489,>16.489,99.990,0.574,0.195,V
2457319.77160,2015-10-24.2698137,bd,1.47,16.357,>16.357,99.990,1.021,0.220,V
2457321.74515,2015-10-26.2435158,bd,1.64,16.218,>16.218,99.990,0.999,0.250,V
2457321.74640,2015-10-26.2447723,bd,1.61,16.292,>16.292,99.990,0.347,0.233,V
2457321.74765,2015-10-26.2460238,bd,1.67,16.545,>16.545,99.990,0.881,0.185,V
2457324.79342,2015-10-29.2920480,bd,1.47,16.486,>16.486,99.990,0.850,0.195,V
2457324.79467,2015-10-29.2932990,bd,1.53,16.595,>16.595,99.990,0.653,0.177,V
2457324.79593,2015-10-29.2945528,bd,1.55,16.433,>16.433,99.990,0.845,0.205,V
2457327.72702,2015-11-01.2258912,bd,1.59,17.027,16.728,0.167,0.781,0.119,V
2457327.72827,2015-11-01.2271478,bd,1.59,17.018,16.658,0.158,0.832,0.120,V
2457327.72954,2015-11-01.2284084,bd,1.69,16.982,16.776,0.181,0.748,0.124,V
2457329.72234,2015-11-03.2213791,bd,1.68,16.902,>16.902,99.990,0.423,0.133,V
2457329.72359,2015-11-03.2226304,bd,1.64,16.935,>16.935,99.990,0.432,0.129,V
2457329.72484,2015-11-03.2238811,bd,1.63,17.050,16.826,0.178,0.714,0.116,V
2457332.77676,2015-11-06.2760596,bd,1.56,17.222,16.921,0.166,0.654,0.099,V
2457332.77801,2015-11-06.2773098,bd,1.59,17.002,16.757,0.175,0.761,0.121,V
2457332.77926,2015-11-06.2785633,bd,1.59,16.949,16.816,0.194,0.720,0.127,V
2457333.73987,2015-11-07.2392589,bd,1.53,17.030,16.890,0.193,0.673,0.118,V
2457333.74112,2015-11-07.2405116,bd,1.53,17.102,16.785,0.164,0.741,0.111,V
2457333.74238,2015-11-07.2417613,bd,1.53,17.063,16.640,0.149,0.847,0.115,V
2457351.70947,2015-11-25.2104094,bd,1.66,16.449,>16.449,99.990,0.577,0.202,V
2457351.71074,2015-11-25.2116741,bd,1.64,16.292,>16.292,99.990,0.605,0.234,V
2457351.71199,2015-11-25.2129295,bd,1.51,16.239,>16.239,99.990,0.910,0.245,V
2457353.69415,2015-11-27.1952569,bd,1.50,16.804,>16.804,99.990,0.727,0.146,V
2457353.69539,2015-11-27.1965030,bd,1.61,16.805,16.789,0.216,0.738,0.145,V
2457353.69664,2015-11-27.1977523,bd,1.54,16.704,16.611,0.201,0.870,0.160,V
2457357.69036,2015-12-01.1918034,bd,1.76,16.693,>16.693,99.990,0.516,0.161,V
2457357.69162,2015-12-01.1930576,bd,1.70,16.695,>16.695,99.990,0.343,0.161,V
2457357.69287,2015-12-01.1943103,bd,1.72,16.797,>16.797,99.990,0.682,0.147,V
2457464.15141,2016-03-16.6554871,bd,1.58,15.821,>15.821,99.990,0.184,0.360,V
2457464.15265,2016-03-16.6567319,bd,1.59,15.572,>15.572,99.990,0.186,0.453,V
2457464.15390,2016-03-16.6579851,bd,1.65,15.376,>15.376,99.990,0.059,0.542,V
2457465.14611,2016-03-17.6501420,bd,1.51,16.398,>16.398,99.990,0.806,0.212,V
2457465.14736,2016-03-17.6513943,bd,1.56,16.250,>16.250,99.990,0.693,0.243,V
2457465.14862,2016-03-17.6526564,bd,1.52,16.180,>16.180,99.990,0.269,0.259,V
2457466.14251,2016-03-18.6464946,bd,1.66,16.620,>16.620,99.990,0.196,0.173,V
2457466.14376,2016-03-18.6477461,bd,1.57,16.490,>16.490,99.990,0.646,0.194,V
2457466.14501,2016-03-18.6489965,bd,1.62,16.479,>16.479,99.990,0.918,0.197,V
2457467.14063,2016-03-19.6445678,bd,1.54,16.552,>16.552,99.990,0.713,0.184,V
2457467.14153,2016-03-19.6454650,bd,1.53,16.407,>16.407,99.990,0.916,0.210,V
2457467.14244,2016-03-19.6463715,bd,1.57,16.356,>16.356,99.990,0.712,0.220,V
2457468.15457,2016-03-20.6584489,bd,1.61,99.990,99.990,99.990,99.990,99.990,V
2457475.13616,2016-03-27.6396395,bd,1.71,16.475,>16.475,99.990,0.500,0.197,V
2457475.14884,2016-03-27.6523282,bd,1.69,15.408,>15.408,99.990,0.460,0.527,V
2457481.11903,2016-04-02.6221321,bd,1.67,16.707,16.675,0.213,0.821,0.159,V
2457481.12027,2016-04-02.6233755,bd,1.69,16.849,>16.849,99.990,0.662,0.140,V
2457481.12153,2016-04-02.6246299,bd,1.68,16.777,16.674,0.200,0.821,0.149,V
2457484.11223,2016-04-05.6151295,bd,1.55,16.869,>16.869,99.990,0.411,0.137,V
2457484.11348,2016-04-05.6163826,bd,1.50,16.829,>16.829,99.990,0.582,0.142,V
2457484.11472,2016-04-05.6176232,bd,1.60,16.830,>16.830,99.990,0.702,0.142,V
2457489.09504,2016-04-10.5975887,bd,1.48,16.765,16.537,0.178,0.931,0.151,V
2457489.09630,2016-04-10.5988452,bd,1.49,17.082,16.669,0.150,0.825,0.113,V
2457489.09755,2016-04-10.6000945,bd,1.48,16.890,>16.890,99.990,0.665,0.135,V
2457491.09594,2016-04-12.5983393,bd,1.60,16.813,15.796,0.086,1.843,0.145,V
2457491.09720,2016-04-12.5995975,bd,1.57,16.861,16.537,0.163,0.931,0.138,V
2457491.09845,2016-04-12.6008497,bd,1.57,16.953,16.924,0.214,0.652,0.127,V
2457491.12687,2016-04-12.6292631,bd,1.60,16.761,16.733,0.214,0.778,0.152,V
2457491.12812,2016-04-12.6305134,bd,1.62,16.942,16.760,0.186,0.758,0.128,V
2457492.08864,2016-04-13.5909618,bd,1.73,16.704,16.573,0.194,0.901,0.160,V
2457492.08989,2016-04-13.5922146,bd,1.82,16.746,>16.746,99.990,0.541,0.154,V
2457492.09117,2016-04-13.5934898,bd,1.77,16.858,16.686,0.187,0.812,0.139,V
2457493.11275,2016-04-14.6150004,bd,1.54,17.079,16.612,0.142,0.870,0.113,V
2457493.11409,2016-04-14.6163337,bd,1.61,16.916,>16.916,99.990,0.623,0.131,V
2457493.11539,2016-04-14.6176321,bd,1.62,17.071,>17.071,99.990,0.465,0.114,V
2457499.07208,2016-04-20.5738660,bd,1.50,16.250,>16.250,99.990,0.009,0.243,V
2457499.07334,2016-04-20.5751199,bd,1.45,16.187,>16.187,99.990,0.788,0.257,V
2457500.12309,2016-04-21.6247878,bd,1.52,16.383,>16.383,99.990,0.186,0.215,V
2457500.12434,2016-04-21.6260388,bd,1.47,16.543,>16.543,99.990,-0.042,0.185,V
2457500.12560,2016-04-21.6272949,bd,1.48,16.342,>16.342,99.990,0.554,0.223,V
2457504.05495,2016-04-25.5563311,bd,1.48,16.319,>16.319,99.990,1.081,0.228,V
2457504.05622,2016-04-25.5575958,bd,1.48,16.291,>16.291,99.990,0.361,0.234,V
2457504.05747,2016-04-25.5588479,bd,1.51,16.433,>16.433,99.990,0.582,0.205,V
2457506.08981,2016-04-27.5910175,bd,1.56,16.504,>16.504,99.990,0.371,0.192,V
2457506.09105,2016-04-27.5922685,bd,1.57,16.678,>16.678,99.990,0.538,0.164,V
2457506.09230,2016-04-27.5935136,bd,1.65,16.544,>16.544,99.990,0.791,0.185,V
2457513.12038,2016-05-04.6210034,bd,1.51,16.856,16.794,0.207,0.735,0.139,V
2457513.12163,2016-05-04.6222581,bd,1.61,16.898,16.533,0.157,0.935,0.134,V
2457513.12289,2016-05-04.6235199,bd,1.56,16.737,16.332,0.151,1.125,0.155,V
2457514.08943,2016-05-05.5899734,bd,1.51,17.029,16.569,0.144,0.904,0.118,V
2457514.09068,2016-05-05.5912269,bd,1.55,16.646,14.833,0.041,4.474,0.169,V
2457514.09194,2016-05-05.5924805,bd,1.49,17.074,>17.074,99.990,0.507,0.114,V
2457521.04692,2016-05-12.5468707,bd,1.45,17.142,16.823,0.163,0.716,0.107,V
2457521.04817,2016-05-12.5481208,bd,1.53,16.998,16.703,0.167,0.799,0.122,V
2457521.04944,2016-05-12.5493892,bd,1.57,17.074,17.004,0.206,0.606,0.114,V
2457526.00094,2016-05-17.5004716,bd,1.75,16.544,16.510,0.213,0.955,0.185,V
2457526.00219,2016-05-17.5017251,bd,1.79,16.328,>16.328,99.990,0.820,0.226,V
2457528.01967,2016-05-19.5190341,bd,1.55,16.295,>16.295,99.990,0.195,0.233,V
2457528.02093,2016-05-19.5202858,bd,1.55,16.439,>16.439,99.990,0.509,0.204,V
2457528.02220,2016-05-19.5215608,bd,1.53,16.390,>16.390,99.990,0.612,0.213,V
2457530.04701,2016-05-21.5462034,bd,1.42,16.235,>16.235,99.990,0.395,0.246,V
2457530.04827,2016-05-21.5474626,bd,1.50,16.368,>16.368,99.990,0.455,0.218,V
2457530.04953,2016-05-21.5487223,bd,1.52,16.256,>16.256,99.990,0.707,0.241,V
2457536.09129,2016-05-27.5899763,bd,1.45,16.714,>16.714,99.990,0.648,0.158,V
2457536.09254,2016-05-27.5912269,bd,1.51,16.596,>16.596,99.990,0.471,0.176,V
2457536.09379,2016-05-27.5924829,bd,1.50,16.568,>16.568,99.990,0.859,0.181,V
2457539.01302,2016-05-30.5114719,bd,1.49,16.866,16.595,0.171,0.883,0.138,V
2457539.01428,2016-05-30.5127246,bd,1.50,17.031,>17.031,99.990,0.527,0.118,V
2457539.01554,2016-05-30.5139905,bd,1.48,16.948,16.895,0.209,0.670,0.128,V
2457543.04520,2016-06-03.5433228,bd,1.56,17.148,16.530,0.124,0.937,0.106,V
2457543.04646,2016-06-03.5445892,bd,1.46,16.985,16.897,0.202,0.668,0.123,V
2457543.04773,2016-06-03.5458545,bd,1.48,17.013,16.609,0.151,0.872,0.120,V
2457550.93031,2016-06-11.4278276,bd,1.50,16.989,16.685,0.166,0.813,0.123,V
2457550.93156,2016-06-11.4290812,bd,1.48,16.997,>16.997,99.990,0.582,0.122,V
2457550.93282,2016-06-11.4303466,bd,1.47,16.928,16.493,0.147,0.970,0.130,V
2457555.92785,2016-06-16.4250126,bd,1.47,15.915,>15.915,99.990,1.385,0.330,V
2457555.92910,2016-06-16.4262635,bd,1.52,15.788,>15.788,99.990,0.695,0.371,V
2457555.93035,2016-06-16.4275128,bd,1.47,15.732,>15.732,99.990,0.638,0.391,V
2457557.91463,2016-06-18.4116510,bd,1.44,99.990,99.990,99.990,99.990,99.990,V
2457557.91588,2016-06-18.4129001,bd,1.70,99.990,99.990,99.990,99.990,99.990,V
2457558.90947,2016-06-19.4064315,bd,1.50,16.028,>16.028,99.990,0.485,0.298,V
2457558.91072,2016-06-19.4076784,bd,1.51,16.243,>16.243,99.990,0.980,0.244,V
2457558.91197,2016-06-19.4089274,bd,1.51,16.174,>16.174,99.990,0.717,0.260,V
2457562.00939,2016-06-22.5061438,bd,1.48,16.417,>16.417,99.990,0.407,0.208,V
2457562.01065,2016-06-22.5073949,bd,1.60,16.455,16.445,0.217,1.014,0.201,V
2457562.01190,2016-06-22.5086464,bd,1.50,16.464,>16.464,99.990,0.616,0.199,V
2457567.02894,2016-06-27.5253687,bd,1.51,15.968,>15.968,99.990,0.692,0.315,V
2457567.03019,2016-06-27.5266268,bd,1.49,15.916,>15.916,99.990,0.432,0.330,V
2457567.03144,2016-06-27.5278758,bd,1.47,15.833,>15.833,99.990,0.145,0.356,V
2457568.10223,2016-06-28.5985964,bd,1.53,15.583,>15.583,99.990,-0.090,0.448,V
2457568.10348,2016-06-28.5998502,bd,1.47,16.352,>16.352,99.990,0.644,0.221,V
2457568.10475,2016-06-28.6011165,bd,1.46,16.850,16.706,0.192,0.797,0.140,V
2457570.91958,2016-07-01.4157913,bd,1.64,17.000,16.921,0.204,0.654,0.122,V
2457570.92085,2016-07-01.4170622,bd,1.59,17.052,16.797,0.173,0.733,0.116,V
2457570.92215,2016-07-01.4183563,bd,1.55,17.100,16.926,0.187,0.651,0.111,V
2457576.06742,2016-07-06.5633491,bd,1.50,16.903,16.702,0.182,0.800,0.133,V
2457576.06868,2016-07-06.5646143,bd,1.54,17.158,16.834,0.163,0.708,0.105,V
2457576.06995,2016-07-06.5658790,bd,1.58,17.028,16.622,0.151,0.861,0.118,V
2457579.00691,2016-07-09.5026994,bd,1.55,16.877,>16.877,99.990,0.527,0.136,V
2457579.00816,2016-07-09.5039497,bd,1.50,17.262,16.745,0.136,0.769,0.096,V
2457579.00941,2016-07-09.5052020,bd,1.51,17.117,16.924,0.183,0.652,0.109,V
2457584.03283,2016-07-14.5283924,bd,1.58,17.084,16.842,0.176,0.703,0.113,V
2457584.03408,2016-07-14.5296476,bd,1.63,16.986,16.568,0.149,0.905,0.123,V
2457584.03533,2016-07-14.5308982,bd,1.75,17.035,16.869,0.188,0.686,0.118,V
2457586.94904,2016-07-17.4444983,bd,1.65,16.510,>16.510,99.990,0.720,0.191,V
2457586.95030,2016-07-17.4457572,bd,1.61,16.575,>16.575,99.990,0.681,0.180,V
2457586.95156,2016-07-17.4470129,bd,1.60,16.523,>16.523,99.990,0.632,0.189,V
2457587.83166,2016-07-18.3270826,bd,1.49,15.993,>15.993,99.990,0.791,0.307,V
2457587.83290,2016-07-18.3283243,bd,1.50,16.152,>16.152,99.990,0.429,0.266,V
2457587.83416,2016-07-18.3295783,bd,1.57,16.138,>16.138,99.990,0.703,0.269,V
2457591.95560,2016-07-22.4508799,bd,1.48,16.480,>16.480,99.990,0.690,0.196,V
2457591.95685,2016-07-22.4521306,bd,1.50,16.337,>16.337,99.990,0.780,0.224,V
2457591.95811,2016-07-22.4533902,bd,1.51,16.310,>16.310,99.990,0.601,0.230,V
2457595.99617,2016-07-26.4913342,bd,1.75,16.827,>16.827,99.990,0.527,0.143,V
2457595.99742,2016-07-26.4925901,bd,1.71,16.970,>16.970,99.990,0.463,0.125,V
2457595.99868,2016-07-26.4938526,bd,1.69,16.976,16.882,0.201,0.678,0.124,V
2457597.90463,2016-07-28.3997532,bd,1.69,17.167,16.963,0.182,0.629,0.104,V
2457597.90588,2016-07-28.4010047,bd,1.76,17.086,16.791,0.167,0.737,0.112,V
2457597.90714,2016-07-28.4022634,bd,1.75,17.104,16.592,0.137,0.885,0.111,V
2457601.95615,2016-08-01.4511909,bd,1.51,17.181,16.737,0.146,0.775,0.103,V
