HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458716.53150,2019-08-21.0264833,bp,1.57,16.571,>16.571,99.990,0.371,0.171,g
2458717.00045,2019-08-21.4954218,bD,1.47,17.334,17.051,0.169,0.549,0.085,g
2458717.00173,2019-08-21.4967040,bD,1.47,17.217,17.167,0.210,0.493,0.094,g
2458717.00299,2019-08-21.4979686,bD,1.47,17.244,17.047,0.183,0.551,0.092,g
2458717.53445,2019-08-22.0294333,bp,1.56,16.643,>16.643,99.990,0.550,0.160,g
2458717.99478,2019-08-22.4897671,bD,1.53,17.419,17.065,0.158,0.542,0.078,g
2458717.99605,2019-08-22.4910410,bD,1.49,17.312,16.954,0.158,0.600,0.086,g
2458717.99733,2019-08-22.4923160,bD,1.46,17.473,17.208,0.172,0.475,0.074,g
2458718.52151,2019-08-23.0165057,bp,1.50,16.814,16.772,0.211,0.710,0.137,g
2458718.52272,2019-08-23.0177236,bp,1.51,16.854,>16.854,99.990,0.507,0.132,g
2458718.52394,2019-08-23.0189373,bp,1.52,16.857,>16.857,99.990,0.582,0.131,g
2458718.99538,2019-08-23.4903774,bD,1.45,17.439,16.957,0.141,0.599,0.077,g
2458718.99665,2019-08-23.4916537,bD,1.45,17.448,17.096,0.159,0.527,0.076,g
2458718.99794,2019-08-23.4929394,bD,1.51,17.373,17.173,0.182,0.491,0.082,g
2458719.81261,2019-08-24.3076203,bH,1.43,16.812,16.641,0.187,0.801,0.137,g
2458719.81264,2019-08-24.3076468,bD,1.51,17.634,16.772,0.099,0.710,0.064,g
2458719.81387,2019-08-24.3088862,bH,1.44,16.635,>16.635,99.990,0.437,0.161,g
2458719.81390,2019-08-24.3089136,bD,1.51,17.726,17.067,0.119,0.541,0.059,g
2458719.81515,2019-08-24.3101606,bH,1.41,16.696,>16.696,99.990,0.449,0.152,g
2458719.81517,2019-08-24.3101825,bD,1.47,17.735,17.263,0.142,0.452,0.059,g
2458720.82227,2019-08-25.3172972,bD,1.52,17.652,17.118,0.134,0.516,0.063,g
2458720.82354,2019-08-25.3185651,bD,1.48,17.776,17.020,0.109,0.565,0.056,g
2458720.82481,2019-08-25.3198396,bD,1.49,17.756,17.130,0.123,0.511,0.057,g
2458721.78150,2019-08-26.2765445,bt,1.49,17.256,16.925,0.161,0.617,0.091,g
2458721.78271,2019-08-26.2777577,bt,1.53,17.186,>17.186,99.990,0.337,0.097,g
2458721.78392,2019-08-26.2789664,bt,1.46,17.185,16.938,0.175,0.609,0.097,g
2458722.79630,2019-08-27.2913662,bD,1.75,17.699,17.294,0.151,0.439,0.060,g
2458722.79758,2019-08-27.2926425,bD,1.66,17.606,16.961,0.121,0.597,0.066,g
2458722.79886,2019-08-27.2939216,bD,1.63,17.718,17.022,0.115,0.564,0.059,g
2458725.76693,2019-08-30.2620567,bt,1.44,17.240,16.992,0.174,0.580,0.092,g
2458725.76814,2019-08-30.2632725,bt,1.46,17.258,17.164,0.201,0.495,0.091,g
2458725.76936,2019-08-30.2644905,bt,1.47,17.177,>17.177,99.990,0.390,0.098,g
2458726.78598,2019-08-31.2811381,bl,1.45,17.013,16.965,0.210,0.595,0.114,g
2458727.63464,2019-09-01.1298123,bl,1.45,17.377,17.071,0.165,0.539,0.081,g
2458727.63586,2019-09-01.1310329,bl,1.46,17.439,17.273,0.188,0.447,0.077,g
2458727.63708,2019-09-01.1322511,bl,1.46,17.375,16.994,0.154,0.578,0.082,g
2458727.79537,2019-09-01.2905478,bt,1.38,17.283,17.234,0.210,0.464,0.089,g
2458727.79658,2019-09-01.2917657,bt,1.46,17.283,16.949,0.161,0.603,0.089,g
2458727.79780,2019-09-01.2929826,bt,1.53,17.182,16.996,0.185,0.578,0.097,g
2458728.50838,2019-09-02.0035763,bl,1.72,17.254,16.980,0.170,0.586,0.091,g
2458728.50960,2019-09-02.0047953,bl,1.73,17.128,16.983,0.192,0.584,0.102,g
2458728.51081,2019-09-02.0060123,bl,1.63,17.208,17.016,0.184,0.567,0.095,g
2458729.58439,2019-09-03.0796171,bH,1.38,17.354,16.968,0.154,0.592,0.083,g
2458729.58567,2019-09-03.0808975,bH,1.40,17.457,17.351,0.199,0.416,0.076,g
2458729.58694,2019-09-03.0821601,bH,1.41,17.319,17.077,0.175,0.536,0.086,g
2458730.39004,2019-09-03.8852891,bp,1.46,17.565,17.026,0.133,0.562,0.068,g
2458730.39124,2019-09-03.8864991,bp,1.48,17.524,16.984,0.133,0.584,0.071,g
2458730.39245,2019-09-03.8877028,bp,1.49,17.572,17.197,0.155,0.480,0.068,g
2458730.55855,2019-09-04.0538035,bl,1.46,17.187,>17.187,99.990,0.396,0.097,g
2458730.55976,2019-09-04.0550109,bl,1.46,17.160,>17.160,99.990,0.363,0.099,g
2458730.56096,2019-09-04.0562149,bl,1.47,17.196,16.992,0.182,0.579,0.096,g
2458730.95778,2019-09-04.4530421,bD,1.44,17.664,16.889,0.107,0.638,0.062,g
2458731.50208,2019-09-04.9973564,bl,1.57,16.851,>16.851,99.990,0.544,0.132,g
2458731.50329,2019-09-04.9985677,bl,1.55,16.717,>16.717,99.990,0.427,0.149,g
2458731.50451,2019-09-04.9997905,bl,1.63,16.806,>16.806,99.990,0.307,0.138,g
2458732.32164,2019-09-05.8169407,bp,1.62,17.168,>17.168,99.990,0.442,0.099,g
2458732.77921,2019-09-06.2745283,bD,2.43,17.043,>17.043,99.990,0.384,0.111,g
2458732.78049,2019-09-06.2758141,bD,2.46,17.051,>17.051,99.990,0.237,0.110,g
2458734.36506,2019-09-07.8604265,bp,1.52,16.553,>16.553,99.990,0.496,0.174,g
2458734.36633,2019-09-07.8617046,bp,1.51,16.613,>16.613,99.990,0.420,0.164,g
2458734.49185,2019-09-07.9872340,bl,2.10,16.384,>16.384,99.990,0.400,0.203,g
2458734.49306,2019-09-07.9884439,bl,2.12,16.384,>16.384,99.990,0.866,0.203,g
2458734.49428,2019-09-07.9896620,bl,2.09,16.178,>16.178,99.990,0.357,0.245,g
2458736.61960,2019-09-10.1150592,bl,2.12,15.125,>15.125,99.990,2.088,0.648,g
2458736.62082,2019-09-10.1162784,bl,1.66,15.056,>15.056,99.990,-0.003,0.690,g
2458736.91133,2019-09-10.4067962,bD,1.52,16.164,>16.164,99.990,0.617,0.248,g
2458736.91262,2019-09-10.4080887,bD,1.46,15.906,>15.906,99.990,1.036,0.315,g
2458738.48299,2019-09-11.9785271,bl,1.72,15.737,>15.737,99.990,0.527,0.368,g
2458738.48422,2019-09-11.9797581,bl,1.60,15.930,>15.930,99.990,0.612,0.308,g
2458738.83633,2019-09-12.3318706,bD,1.49,16.074,>16.074,99.990,0.785,0.270,g
2458739.48213,2019-09-12.9777024,bl,2.10,15.519,>15.519,99.990,-0.226,0.450,g
2458739.48335,2019-09-12.9789217,bl,2.08,15.498,>15.498,99.990,0.050,0.459,g
2458739.48457,2019-09-12.9801371,bl,2.06,15.676,>15.676,99.990,0.141,0.390,g
2458739.52843,2019-09-13.0240018,bl,1.62,16.027,>16.027,99.990,0.442,0.282,g
2458739.52965,2019-09-13.0252246,bl,1.56,15.586,>15.586,99.990,0.278,0.423,g
2458739.85632,2019-09-13.3519068,bD,1.50,16.075,>16.075,99.990,0.732,0.270,g
2458739.85761,2019-09-13.3531964,bD,1.51,16.185,>16.185,99.990,0.613,0.244,g
2458739.85891,2019-09-13.3544924,bD,1.49,16.042,>16.042,99.990,0.440,0.278,g
2458740.62980,2019-09-14.1254261,bH,2.07,15.647,>15.647,99.990,0.887,0.400,g
2458740.63108,2019-09-14.1267,bH,2.07,15.757,>15.757,99.990,0.060,0.362,g
2458740.63235,2019-09-14.1279739,bH,2.08,15.659,>15.659,99.990,0.187,0.396,g
2458740.91165,2019-09-14.4072797,bD,1.49,16.651,>16.651,99.990,0.316,0.159,g
2458740.91295,2019-09-14.4085756,bD,1.52,16.406,>16.406,99.990,0.238,0.199,g
2458740.91423,2019-09-14.4098594,bD,1.50,16.367,>16.367,99.990,0.429,0.206,g
2458741.68235,2019-09-15.1780174,bl,1.57,16.023,>16.023,99.990,-0.169,0.283,g
2458741.68357,2019-09-15.1792370,bl,1.58,15.973,>15.973,99.990,0.458,0.297,g
2458741.68479,2019-09-15.1804490,bl,1.43,15.923,>15.923,99.990,-0.168,0.310,g
2458742.44344,2019-09-15.9391413,bp,1.58,15.595,>15.595,99.990,0.486,0.420,g
2458742.44467,2019-09-15.9403718,bp,1.73,15.554,>15.554,99.990,1.814,0.436,g
2458742.44589,2019-09-15.9415873,bp,1.95,15.725,>15.725,99.990,0.589,0.372,g
2458743.41308,2019-09-16.9088221,bp,1.54,16.312,>16.312,99.990,0.224,0.217,g
2458743.45843,2019-09-16.9541767,bp,1.52,15.843,>15.843,99.990,0.768,0.334,g
2458743.45964,2019-09-16.9553875,bp,1.52,15.911,>15.911,99.990,0.914,0.314,g
2458743.46085,2019-09-16.9565994,bp,1.53,15.986,>15.986,99.990,0.072,0.293,g
2458743.92523,2019-09-17.4209901,bD,1.48,16.987,>16.987,99.990,0.403,0.116,g
2458743.92651,2019-09-17.4222755,bD,1.42,16.969,>16.969,99.990,0.397,0.118,g
2458743.92781,2019-09-17.4235708,bD,1.44,16.942,16.928,0.216,0.615,0.121,g
2458744.33845,2019-09-17.8342351,bp,1.46,17.064,>17.064,99.990,0.261,0.109,g
2458744.33966,2019-09-17.8354481,bp,1.54,16.987,>16.987,99.990,0.464,0.116,g
2458744.34086,2019-09-17.8366508,bp,1.51,16.918,>16.918,99.990,0.507,0.124,g
2458744.69894,2019-09-18.1947462,bl,1.51,16.375,>16.375,99.990,0.565,0.205,g
2458744.70016,2019-09-18.1959748,bl,1.46,16.378,>16.378,99.990,0.384,0.204,g
2458744.70138,2019-09-18.1971920,bl,1.45,16.452,>16.452,99.990,0.242,0.191,g
2458744.92059,2019-09-18.4164064,bD,1.48,17.143,16.909,0.177,0.625,0.101,g
2458744.92188,2019-09-18.4176894,bD,1.51,17.018,>17.018,99.990,0.434,0.113,g
2458744.92316,2019-09-18.4189747,bD,1.49,17.148,>17.148,99.990,0.398,0.100,g
2458745.91202,2019-09-19.4078853,bD,1.54,16.945,>16.945,99.990,0.376,0.121,g
2458745.91331,2019-09-19.4091756,bD,1.48,16.875,16.555,0.163,0.867,0.129,g
2458745.91460,2019-09-19.4104630,bD,1.49,16.858,>16.858,99.990,0.517,0.131,g
2458746.91513,2019-09-20.4110447,bD,1.94,99.990,99.990,99.990,99.990,99.990,g
2458747.60138,2019-09-21.0973209,bl,1.50,17.505,17.323,0.185,0.428,0.072,g
2458747.60258,2019-09-21.0985319,bl,1.41,17.436,17.084,0.158,0.533,0.077,g
2458747.60380,2019-09-21.0997497,bl,1.49,17.435,16.962,0.142,0.596,0.077,g
2458748.55200,2019-09-22.0479991,bl,1.46,17.447,16.992,0.144,0.580,0.076,g
2458748.55323,2019-09-22.0492252,bl,1.49,17.359,>17.359,99.990,0.394,0.083,g
2458748.55446,2019-09-22.0504596,bl,1.48,17.395,16.927,0.142,0.616,0.080,g
2458749.23931,2019-09-22.7353420,bp,1.63,17.370,16.993,0.155,0.579,0.082,g
2458749.24055,2019-09-22.7365822,bp,1.59,99.990,99.990,99.990,99.990,99.990,g
2458749.24190,2019-09-22.7379304,bp,1.64,99.990,99.990,99.990,99.990,99.990,g
2458750.41261,2019-09-23.9087100,bp,1.49,17.420,16.987,0.147,0.583,0.078,g
2458750.41382,2019-09-23.9099150,bp,1.49,99.990,99.990,99.990,99.990,99.990,g
2458750.57223,2019-09-24.0683354,bH,1.51,17.407,17.209,0.182,0.475,0.079,g
2458750.57350,2019-09-24.0696119,bH,1.50,17.464,17.011,0.144,0.570,0.075,g
2458750.57478,2019-09-24.0708813,bH,1.50,17.448,17.113,0.161,0.518,0.076,g
2458750.89395,2019-09-24.3900809,bD,1.50,17.689,17.005,0.117,0.573,0.061,g
2458750.89524,2019-09-24.3913642,bD,1.59,17.641,17.198,0.146,0.480,0.064,g
2458750.89653,2019-09-24.3926557,bD,1.55,17.822,17.240,0.128,0.462,0.054,g
2458751.68638,2019-09-25.1825459,bl,1.52,17.196,>17.196,99.990,0.464,0.096,g
2458751.68759,2019-09-25.1837637,bl,1.61,17.084,16.916,0.188,0.622,0.107,g
2458751.68881,2019-09-25.1849854,bl,1.59,17.263,17.155,0.199,0.499,0.090,g
2458752.73369,2019-09-26.2299134,bt,1.51,16.860,>16.860,99.990,0.366,0.131,g
2458752.73489,2019-09-26.2311255,bt,1.48,16.999,>16.999,99.990,0.539,0.115,g
2458752.73612,2019-09-26.2323489,bt,1.43,16.804,>16.804,99.990,0.631,0.138,g
2458753.68323,2019-09-27.1795141,bl,1.54,17.259,16.726,0.134,0.740,0.091,g
2458753.68445,2019-09-27.1807300,bl,1.52,17.220,16.984,0.176,0.584,0.094,g
2458753.68566,2019-09-27.1819467,bl,1.47,17.291,>17.291,99.990,0.381,0.088,g
2458754.67615,2019-09-28.1724923,bH,1.44,17.157,17.146,0.217,0.503,0.100,g
2458754.67741,2019-09-28.1737545,bH,1.41,17.193,16.819,0.155,0.680,0.096,g
2458754.67868,2019-09-28.1750187,bH,1.41,17.148,>17.148,99.990,0.321,0.100,g
2458755.63257,2019-09-29.1289703,bH,1.39,17.354,>17.354,99.990,0.389,0.083,g
2458755.63385,2019-09-29.1302472,bH,1.39,17.327,16.847,0.141,0.662,0.085,g
2458755.63514,2019-09-29.1315420,bH,1.40,17.331,17.098,0.177,0.526,0.085,g
2458756.52142,2019-09-30.0178760,bl,1.43,17.374,16.821,0.132,0.678,0.082,g
2458756.52264,2019-09-30.0190988,bl,1.45,17.376,17.197,0.186,0.480,0.081,g
2458756.52386,2019-09-30.0203206,bl,1.46,17.436,17.203,0.177,0.477,0.077,g
2458758.51037,2019-10-02.0069509,bl,1.49,15.471,>15.471,99.990,0.990,0.470,g
2458758.51159,2019-10-02.0081688,bl,1.48,15.858,>15.858,99.990,0.186,0.330,g
2458758.51281,2019-10-02.0093857,bl,1.52,15.714,>15.714,99.990,0.587,0.376,g
2458759.67419,2019-10-03.1708453,bl,1.50,99.990,99.990,99.990,99.990,99.990,g
2458759.67543,2019-10-03.1720807,bl,1.51,99.990,99.990,99.990,99.990,99.990,g
2458759.67665,2019-10-03.1733013,bl,1.62,99.990,99.990,99.990,99.990,99.990,g
2458761.72903,2019-10-05.2258292,bt,1.42,17.234,17.104,0.195,0.523,0.093,g
2458761.73026,2019-10-05.2270581,bt,1.49,17.197,16.989,0.181,0.582,0.096,g
2458761.73148,2019-10-05.2282711,bt,1.46,17.124,17.098,0.214,0.526,0.103,g
2458762.68682,2019-10-06.1836721,bt,1.46,16.844,>16.844,99.990,0.593,0.133,g
2458762.68802,2019-10-06.1848782,bt,1.45,16.877,>16.877,99.990,0.257,0.129,g
2458762.68923,2019-10-06.1860847,bt,1.46,16.768,16.699,0.206,0.760,0.143,g
2458762.70823,2019-10-06.2050825,bt,1.44,16.841,>16.841,99.990,0.376,0.133,g
2458763.66744,2019-10-07.1643582,bH,1.45,16.260,>16.260,99.990,0.688,0.228,g
2458763.66870,2019-10-07.1656185,bH,1.42,16.202,>16.202,99.990,0.613,0.240,g
2458763.66997,2019-10-07.1668939,bH,1.45,16.267,>16.267,99.990,0.974,0.226,g
2458764.65389,2019-10-08.1508815,bH,1.45,16.441,>16.441,99.990,0.396,0.193,g
2458764.65516,2019-10-08.1521490,bH,1.47,16.177,>16.177,99.990,0.758,0.246,g
2458764.65642,2019-10-08.1534146,bH,1.52,16.471,16.425,0.210,0.977,0.187,g
2458768.82447,2019-10-12.3217556,bD,1.45,16.365,>16.365,99.990,0.779,0.207,g
2458768.82576,2019-10-12.3230459,bD,1.51,16.109,>16.109,99.990,0.576,0.261,g
2458768.82705,2019-10-12.3243311,bD,1.49,16.141,>16.141,99.990,0.610,0.254,g
2458769.85000,2019-10-13.3473513,bD,1.50,16.466,>16.466,99.990,0.421,0.188,g
2458769.85128,2019-10-13.3486398,bD,1.48,16.576,>16.576,99.990,0.470,0.170,g
2458769.85258,2019-10-13.3499348,bD,1.58,16.531,>16.531,99.990,0.529,0.177,g
2458770.83884,2019-10-14.3362848,bD,1.47,16.799,>16.799,99.990,0.589,0.139,g
2458770.84014,2019-10-14.3375768,bD,1.55,16.626,>16.626,99.990,0.427,0.162,g
2458770.84143,2019-10-14.3388633,bD,1.47,16.650,16.614,0.212,0.821,0.159,g
2458772.78272,2019-10-16.2803045,bt,1.48,15.833,>15.833,99.990,-0.265,0.337,g
2458772.84174,2019-10-16.3393291,bD,1.48,16.721,>16.721,99.990,0.310,0.149,g
2458772.84303,2019-10-16.3406194,bD,1.40,16.008,>16.008,99.990,0.046,0.287,g
2458772.84432,2019-10-16.3419089,bD,1.44,15.657,>15.657,99.990,0.383,0.396,g
2458773.74407,2019-10-17.2417304,bt,1.61,16.288,>16.288,99.990,-0.018,0.222,g
2458773.74529,2019-10-17.2429464,bt,1.62,16.211,>16.211,99.990,0.704,0.238,g
2458773.74651,2019-10-17.2441631,bt,1.58,16.142,>16.142,99.990,0.808,0.254,g
2458775.28841,2019-10-18.7861847,bp,1.66,17.388,>17.388,99.990,0.269,0.081,g
2458775.28962,2019-10-18.7873887,bp,1.65,17.366,17.352,0.217,0.416,0.082,g
2458775.29082,2019-10-18.7885916,bp,1.64,17.478,16.838,0.121,0.668,0.074,g
2458775.73707,2019-10-19.2348818,bt,1.49,16.796,>16.796,99.990,0.612,0.139,g
2458776.30423,2019-10-19.8020802,bp,1.56,17.462,16.904,0.131,0.629,0.075,g
2458776.30543,2019-10-19.8032900,bp,1.54,17.456,17.346,0.198,0.418,0.076,g
2458776.30664,2019-10-19.8044988,bp,1.61,17.497,17.199,0.166,0.479,0.073,g
2458777.81921,2019-10-21.3171802,bD,1.54,17.721,16.916,0.104,0.622,0.059,g
2458777.82050,2019-10-21.3184686,bD,1.54,17.748,16.947,0.105,0.605,0.058,g
2458777.82179,2019-10-21.3197555,bD,1.50,17.599,17.084,0.136,0.533,0.066,g
2458778.81481,2019-10-22.3128636,bD,1.44,17.667,17.062,0.125,0.543,0.062,g
2458778.81610,2019-10-22.3141429,bD,1.50,17.658,17.126,0.134,0.512,0.063,g
2458778.81738,2019-10-22.3154321,bD,1.42,17.677,17.439,0.176,0.384,0.062,g
2458779.69110,2019-10-23.1892167,bt,1.47,17.423,16.751,0.118,0.724,0.078,g
2458779.69231,2019-10-23.1904320,bt,1.47,17.495,17.259,0.176,0.453,0.073,g
2458780.61563,2019-10-24.1138325,bH,1.51,99.990,99.990,99.990,99.990,99.990,g
2458780.61689,2019-10-24.1150888,bH,1.44,14.879,>14.879,99.990,1.609,0.812,g
2458780.61815,2019-10-24.1163519,bH,1.39,15.362,>15.362,99.990,0.470,0.520,g
2458781.61607,2019-10-25.1143447,bl,1.47,17.263,>17.263,99.990,0.412,0.090,g
2458781.61728,2019-10-25.1155638,bl,1.44,17.103,>17.103,99.990,0.308,0.105,g
2458781.61850,2019-10-25.1167796,bl,1.43,17.132,>17.132,99.990,0.456,0.102,g
2458782.61212,2019-10-26.1104737,bl,1.45,17.158,16.909,0.174,0.626,0.100,g
2458782.61332,2019-10-26.1116788,bl,1.45,17.204,>17.204,99.990,0.440,0.095,g
2458782.61453,2019-10-26.1128861,bl,1.46,17.280,>17.280,99.990,0.410,0.089,g
2458783.70369,2019-10-27.2021395,bt,1.58,17.344,>17.344,99.990,0.201,0.084,g
2458783.70491,2019-10-27.2033613,bt,1.50,17.169,17.062,0.199,0.544,0.099,g
2458783.70613,2019-10-27.2045767,bt,1.50,17.310,>17.310,99.990,0.419,0.086,g
2458784.71410,2019-10-28.2126313,bt,1.46,17.255,17.177,0.204,0.489,0.091,g
2458784.71532,2019-10-28.2138464,bt,1.46,17.276,17.067,0.181,0.541,0.089,g
2458784.71652,2019-10-28.2150619,bt,1.48,17.241,>17.241,99.990,0.414,0.092,g
2458786.28029,2019-10-29.7789456,bp,1.48,99.990,99.990,99.990,99.990,99.990,g
2458786.28149,2019-10-29.7801554,bp,1.46,99.990,99.990,99.990,99.990,99.990,g
2458786.28269,2019-10-29.7813583,bp,1.48,17.535,17.308,0.178,0.433,0.070,g
2458789.78755,2019-11-02.2865042,bD,1.42,17.496,17.016,0.141,0.567,0.073,g
2458789.78883,2019-11-02.2877921,bD,1.47,17.503,17.146,0.158,0.503,0.072,g
2458789.79012,2019-11-02.2890783,bD,1.44,17.554,16.914,0.122,0.623,0.069,g
2458791.55079,2019-11-04.0498965,bH,1.47,16.807,>16.807,99.990,0.243,0.137,g
2458791.55205,2019-11-04.0511601,bH,1.55,16.621,>16.621,99.990,0.512,0.163,g
2458791.55333,2019-11-04.0524336,bH,1.47,16.753,>16.753,99.990,0.266,0.144,g
2458792.58617,2019-11-05.0853623,bl,1.52,16.382,>16.382,99.990,0.865,0.203,g
2458792.58738,2019-11-05.0865817,bl,1.53,16.491,>16.491,99.990,0.863,0.184,g
2458792.58860,2019-11-05.0878010,bl,1.51,16.391,>16.391,99.990,0.426,0.202,g
2458795.55819,2019-11-08.0576351,bH,1.43,16.118,>16.118,99.990,0.548,0.259,g
2458795.55945,2019-11-08.0589041,bH,1.47,16.241,>16.241,99.990,0.489,0.232,g
2458795.56073,2019-11-08.0601837,bH,1.43,16.182,>16.182,99.990,0.708,0.244,g
2458795.73321,2019-11-08.2326788,bD,1.40,15.946,>15.946,99.990,0.657,0.304,g
2458795.73450,2019-11-08.2339699,bD,1.44,16.139,>16.139,99.990,0.494,0.254,g
2458795.73580,2019-11-08.2352709,bD,1.45,16.367,>16.367,99.990,0.654,0.206,g
2458796.29350,2019-11-08.7930094,bp,2.04,14.634,>14.634,99.990,-0.381,1.018,g
2458796.76450,2019-11-09.2640546,bD,1.55,16.773,>16.773,99.990,0.653,0.142,g
2458796.76578,2019-11-09.2653462,bD,1.46,16.762,>16.762,99.990,0.649,0.143,g
2458796.76708,2019-11-09.2666379,bD,1.44,16.977,>16.977,99.990,0.333,0.118,g
2458797.25308,2019-11-09.7526795,bp,2.13,15.730,>15.730,99.990,0.124,0.371,g
2458797.25429,2019-11-09.7538837,bp,2.08,15.704,>15.704,99.990,0.117,0.380,g
2458797.25550,2019-11-09.7551011,bp,2.06,15.952,>15.952,99.990,-0.101,0.302,g
2458798.76773,2019-11-11.2674575,bD,1.48,16.555,>16.555,99.990,0.603,0.173,g
2458798.76902,2019-11-11.2687546,bD,1.50,16.605,>16.605,99.990,0.343,0.166,g
2458798.77031,2019-11-11.2700405,bD,1.47,16.615,>16.615,99.990,0.359,0.164,g
2458799.28757,2019-11-11.7873560,bp,1.59,15.297,>15.297,99.990,-0.163,0.552,g
2458800.75935,2019-11-13.2592579,bD,1.43,16.576,>16.576,99.990,0.351,0.170,g
2458800.76064,2019-11-13.2605474,bD,1.46,16.653,>16.653,99.990,0.706,0.158,g
2458800.76193,2019-11-13.2618336,bD,1.50,16.746,>16.746,99.990,0.529,0.145,g
2458801.28212,2019-11-13.7820702,bp,1.56,16.369,>16.369,99.990,0.356,0.206,g
2458801.28333,2019-11-13.7832802,bp,1.54,16.430,>16.430,99.990,0.534,0.194,g
2458801.28454,2019-11-13.7844913,bp,1.55,16.372,>16.372,99.990,0.931,0.205,g
2458801.75907,2019-11-14.2590634,bD,1.49,16.938,>16.938,99.990,0.526,0.122,g
2458801.76037,2019-11-14.2603581,bD,1.59,16.709,16.647,0.207,0.797,0.150,g
2458801.76165,2019-11-14.2616486,bD,1.53,16.872,>16.872,99.990,0.178,0.129,g
2458802.66331,2019-11-15.1633783,bt,1.56,16.361,>16.361,99.990,0.637,0.207,g
2458802.66453,2019-11-15.1646013,bt,1.50,16.362,>16.362,99.990,0.844,0.207,g
2458802.66576,2019-11-15.1658230,bt,1.50,16.294,>16.294,99.990,0.495,0.220,g
2458803.75100,2019-11-16.2511579,bD,1.46,14.431,>14.431,99.990,0.130,1.227,g
2458803.75229,2019-11-16.2524460,bD,1.48,16.623,>16.623,99.990,0.207,0.163,g
2458803.75357,2019-11-16.2537327,bD,1.53,99.990,99.990,99.990,99.990,99.990,g
2458804.65780,2019-11-17.1580498,bt,1.53,17.248,16.754,0.139,0.722,0.092,g
2458804.65903,2019-11-17.1592728,bt,1.48,17.076,16.805,0.171,0.689,0.107,g
2458804.66025,2019-11-17.1604921,bt,1.49,17.173,17.074,0.200,0.538,0.098,g
2458805.65061,2019-11-18.1509459,bt,1.46,17.586,17.037,0.132,0.556,0.067,g
2458805.65185,2019-11-18.1521768,bt,1.51,17.439,17.177,0.172,0.489,0.077,g
2458805.65307,2019-11-18.1533923,bt,1.51,17.276,16.984,0.168,0.584,0.089,g
2458806.56188,2019-11-19.0622884,bl,1.50,16.908,>16.908,99.990,0.483,0.125,g
2458806.56310,2019-11-19.0635137,bl,1.47,17.096,>17.096,99.990,0.353,0.105,g
2458806.56433,2019-11-19.0647340,bl,1.49,16.970,16.726,0.175,0.741,0.118,g
2458807.56157,2019-11-20.0620665,bH,1.37,16.802,16.721,0.203,0.744,0.138,g
2458807.56285,2019-11-20.0633420,bH,1.38,16.917,16.778,0.193,0.706,0.124,g
2458807.56412,2019-11-20.0646082,bH,1.40,16.889,>16.889,99.990,0.240,0.128,g
2458807.72244,2019-11-20.2229425,bD,1.45,17.667,17.091,0.129,0.530,0.062,g
2458807.72373,2019-11-20.2242362,bD,1.44,17.587,17.079,0.137,0.535,0.067,g
2458807.72501,2019-11-20.2255222,bD,1.49,17.734,17.199,0.134,0.479,0.059,g
2458808.56542,2019-11-21.0660013,bH,1.40,16.714,>16.714,99.990,0.684,0.150,g
2458808.56670,2019-11-21.0672760,bH,1.39,16.752,>16.752,99.990,0.524,0.145,g
2458808.56796,2019-11-21.0685424,bH,1.40,16.830,>16.830,99.990,0.439,0.135,g
2458808.61056,2019-11-21.1111498,bt,1.40,14.467,>14.467,99.990,-2.158,1.187,g
2458808.61178,2019-11-21.1123704,bt,1.51,15.601,>15.601,99.990,-0.039,0.418,g
2458808.61300,2019-11-21.1135899,bt,1.50,16.895,>16.895,99.990,0.252,0.127,g
2458809.31660,2019-11-21.8172487,bp,1.54,17.025,>17.025,99.990,0.428,0.112,g
2458809.31781,2019-11-21.8184648,bp,1.59,16.986,>16.986,99.990,0.287,0.117,g
2458809.31904,2019-11-21.8196840,bp,1.58,17.078,>17.078,99.990,0.485,0.107,g
2458810.64167,2019-11-23.1424363,bt,1.50,17.436,17.088,0.159,0.530,0.077,g
2458810.64289,2019-11-23.1436545,bt,1.48,17.420,16.895,0.135,0.634,0.078,g
2458810.64411,2019-11-23.1448738,bt,1.49,17.363,17.094,0.171,0.528,0.082,g
2458813.70597,2019-11-26.2069896,bD,1.50,17.676,16.910,0.108,0.625,0.062,g
2458813.70726,2019-11-26.2082759,bD,1.52,17.753,16.932,0.103,0.612,0.058,g
2458813.70855,2019-11-26.2095688,bD,1.54,17.717,17.075,0.121,0.537,0.059,g
2458817.74882,2019-11-30.2501854,bD,1.56,16.359,>16.359,99.990,0.461,0.208,g
2458818.60967,2019-12-01.1111057,bt,2.05,16.972,>16.972,99.990,0.522,0.118,g
2458818.61088,2019-12-01.1123212,bt,1.71,17.021,>17.021,99.990,0.374,0.113,g
2458818.61210,2019-12-01.1135394,bt,1.63,17.148,>17.148,99.990,0.306,0.100,g
2458819.60871,2019-12-02.1102218,bt,1.49,17.150,>17.150,99.990,0.384,0.100,g
2458819.60993,2019-12-02.1114487,bt,1.49,17.118,17.068,0.209,0.541,0.103,g
2458819.61114,2019-12-02.1126621,bt,1.51,17.129,>17.129,99.990,0.432,0.102,g
2458820.53851,2019-12-03.0401076,bt,2.35,16.620,>16.620,99.990,0.263,0.163,g
2458820.53972,2019-12-03.0413223,bt,2.33,16.724,>16.724,99.990,0.531,0.148,g
