mjd filter flux_Jy e_flux_Jy
59062.31334490003 r.ztf 3.240187192001278e-05 1.1215133074466884e-05
59062.415428199805 g.ztf 1.4208035311818455e-05 8.020363633432364e-06
59063.311770800035 r.ztf 3.686400772118e-05 1.2923313747372546e-05
59066.31417819997 g.ztf 1.4391134648753478e-05 1.1396496372054984e-05
59066.39520830009 g.ztf 2.069289744505033e-05 1.168887514903017e-05
59066.44976849994 r.ztf 2.5854599693736337e-05 1.8251073108952552e-05
59069.35453699995 g.ztf 6.6218716504020505e-06 5.470769253663502e-06
59072.317893499974 r.ztf 2.436206794425149e-05 6.587201733384118e-06
59072.340185199864 g.ztf 1.5035381083071157e-05 4.08999215877552e-06
59075.33646989986 g.ztf 8.793969601047359e-06 3.6543655402978884e-06
59078.291909699794 r.ztf 3.0868666239323405e-05 6.627704927986233e-06
59078.31130790012 r.ztf 3.484289953809476e-05 6.19249681159308e-06
59078.373969899956 g.ztf 1.7552176879416398e-05 4.407313163195812e-06
59079.31200229982 r.ztf 2.8832987576656227e-05 6.395195688547497e-06
59080.33310189983 r.ztf 3.256650750547898e-05 8.054847015919325e-06
59081.295509300195 g.ztf 1.2132360781525762e-05 3.849434650204118e-06
59081.3453819002 g.ztf 2.1119345777528804e-05 4.681828646032167e-06
59081.36597219994 r.ztf 2.580226748516376e-05 7.841281277660279e-06
59085.214213000145 r.ztf 2.1677450806727237e-05 9.649182112068833e-06
59085.25421300018 g.ztf 1.697122522308273e-05 3.332794485611838e-06
59087.265856499784 r.ztf 2.1678686097550238e-05 8.010739510383713e-06
59088.3203125 g.ztf 1.3400190642868136e-05 5.759336529983985e-06
59088.36376160011 r.ztf 2.5493020252746574e-05 8.930384119605856e-06
59089.31819440005 g.ztf 7.5196294375433444e-06 8.1696488619685e-06
59091.29920140002 g.ztf 1.8709361853391313e-05 8.399248713262401e-06
59096.294097200036 r.ztf 3.706982505409424e-05 1.0047757824159913e-05
59096.31940970011 r.ztf 2.2103151738128174e-05 1.094935449280204e-05
59097.2704977002 r.ztf 2.3892078516001915e-05 1.0188690230868085e-05
59097.317291699816 g.ztf 1.6862290319611242e-05 9.259433143349012e-06
59097.33368059993 g.ztf 4.290588725000172e-06 8.87863486429696e-06
59098.22716439981 g.ztf 1.7030309437217567e-05 6.692959157060863e-06
59098.31107639987 r.ztf 2.754287828764078e-05 9.633947320582783e-06
59099.211666699965 r.ztf 2.7688931805918683e-05 7.667111445087162e-06
59099.36312500015 g.ztf 1.801409937202791e-05 8.085048646348185e-06
59106.21064809989 r.ztf 3.0679181764938335e-05 8.921726303415791e-06
59106.27729169978 g.ztf 2.115876204585818e-05 7.885735481407217e-06
59107.25659719994 r.ztf 2.6692593353755633e-05 8.986396612129969e-06
59107.26947919978 r.ztf 2.2082444089496462e-05 1.0174220759041379e-05
59108.285786999855 g.ztf 1.5587287280905077e-05 5.3157734648591916e-06
59109.18561339984 r.ztf 3.5337037645370684e-05 9.083152625319898e-06
59109.22593750013 g.ztf 1.0558506367674783e-05 4.353442253654003e-06
59110.16631940007 g.ztf 1.702020517460458e-05 4.598029522647873e-06
59110.23483800003 r.ztf 3.0555846662762883e-05 1.1717688644973314e-05
59110.249895799905 r.ztf 2.0458128206441584e-05 9.640291530171478e-06
59110.307685200125 g.ztf 1.162198826174212e-05 8.302928464832714e-06
59111.16709489981 g.ztf 1.5580084624745033e-05 4.083159651252977e-06
59111.24569439981 r.ztf 2.6067180169674593e-05 6.730776633206474e-06
59113.146574100014 r.ztf 2.4183124951448967e-05 6.1280516300692415e-06
59113.19629629981 g.ztf 1.8643024464917567e-05 3.224691292198789e-06
59113.197233799845 g.ztf 1.7388592180199927e-05 3.382171875543957e-06
59114.22756939987 g.ztf 1.2984734288613601e-05 3.2894727050273803e-06
59114.280451400205 r.ztf 2.0228035772687198e-05 5.9515414033191485e-06
59115.243564799894 g.ztf 1.3819171384478948e-05 3.5775164052627396e-06
59117.22957180021 g.ztf 1.7118354296964665e-05 4.808289015469961e-06
59117.27861109981 g.ztf 1.392223949263631e-05 4.751139177349914e-06
59121.19957179995 r.ztf 1.859535242933768e-05 1.1249460735508453e-05
59122.26997689996 g.ztf 1.958746095097629e-05 1.3140737845655611e-05
59123.170925899874 g.ztf 1.9534054928865933e-05 1.1227649188257102e-05
59123.17185189994 g.ztf 1.0534405678348512e-05 1.2088603344724318e-05
59123.288587999996 r.ztf 4.561659799640954e-05 2.172178917840575e-05
59123.28952550003 r.ztf 3.447710495031999e-05 2.2512408178554325e-05
59124.12768519996 g.ztf 2.3927688282830835e-05 1.0682781107168716e-05
59124.236273100134 r.ztf 3.2989550954517786e-05 1.3452084166302343e-05
59125.20697919978 g.ztf 7.456689643759905e-06 7.415915816601532e-06
59125.207916699816 g.ztf 1.3846056825594075e-05 8.100732187789106e-06
59125.257962999865 r.ztf 3.4936360512822536e-05 1.0890157671864159e-05
59125.26831019996 r.ztf 1.8858753093670644e-05 1.0862291101341334e-05
59128.16692129988 g.ztf 1.5482987992764998e-05 4.2216928928906134e-06
59128.24620370008 r.ztf 9.275784388873536e-06 1.0167402415768205e-05
59128.24815970007 r.ztf 2.033542147386331e-05 9.783537565292284e-06
59129.19866900006 r.ztf 1.214753508401553e-05 7.706073903020243e-06
59130.18605320016 g.ztf 2.4111614635062345e-05 3.94843974245163e-06
59130.186979200225 g.ztf 1.770843700544075e-05 3.5685033292108124e-06
59130.20334490016 r.ztf 2.550815778100024e-05 5.834248374952338e-06
59130.204768499825 r.ztf 2.2704442411943466e-05 6.05228732099748e-06
59131.18754629977 g.ztf 1.067466144071826e-05 3.5522718646200504e-06
59134.15122690005 r.ztf 2.463580375703178e-05 6.818436420131211e-06
59135.18334490014 r.ztf 1.2139330065508428e-05 7.63661101869079e-06
59135.18427080009 r.ztf 3.183759796537481e-05 6.512122618386193e-06
59135.22712960001 g.ztf 8.633229253205373e-06 3.795467306487101e-06
59135.22805560008 g.ztf 9.23609415429821e-06 3.902992236682898e-06
59136.13182870019 g.ztf 1.3373564720570034e-05 4.201073895662337e-06
59136.15160880005 r.ztf 3.2765498190998135e-05 6.299237524141168e-06
59137.178611100186 r.ztf 1.903658942693596e-05 6.620174878697164e-06
59137.17954860022 r.ztf 2.365801181352151e-05 5.9725278082237514e-06
59137.21358799981 g.ztf 8.393125415173514e-06 3.989029512997886e-06
59137.22600689996 g.ztf 1.0658196506361857e-05 4.752785084155893e-06
59138.1175694 r.ztf 2.9256980829517315e-05 6.627100236477414e-06
59138.20754629979 g.ztf 1.4158647582360778e-05 5.6667067709344875e-06
59139.19739580015 g.ztf 1.346420190369909e-05 3.726650592256582e-06
59139.24651619978 r.ztf 2.2363342315013462e-05 7.93300823290668e-06
59139.24745369982 r.ztf 2.4227689112785163e-05 7.672324839340746e-06
59140.11540509993 r.ztf 2.1499096500671212e-05 5.625476156552419e-06
59140.158425900154 g.ztf 1.1477285268190652e-05 3.359113613819287e-06
59141.16151619982 r.ztf 2.9395455683037523e-05 1.0451278280326348e-05
59141.207071799785 g.ztf 1.2254561201823272e-05 4.0761366567893735e-06
59141.20800929982 g.ztf 1.3360289224756972e-05 3.814063845793101e-06
59142.11493059993 g.ztf 8.025241214466384e-06 4.443097414710564e-06
59142.130358799826 r.ztf 2.2895068014574967e-05 6.123886555377654e-06
59143.13628470013 r.ztf 1.9387725811014917e-05 6.17142222276604e-06
59143.196064800024 g.ztf 1.069579352512171e-05 3.7997888167696964e-06
59143.19700230006 g.ztf 1.120113843807882e-05 3.3444780978165173e-06
59144.15688659996 g.ztf 1.6901194522734678e-05 7.4753707437516485e-06
59145.15155090019 r.ztf 2.0432922490436622e-05 7.880523068279382e-06
59145.16083330009 r.ztf 1.8521025215816198e-05 6.7682597415554804e-06
59145.190543999895 g.ztf 1.2460469687103305e-05 4.4040654971791775e-06
59145.19148149993 g.ztf 1.7211991032220523e-05 5.844824409865416e-06
59147.279930599965 r.ztf 3.174804851237752e-05 2.765281602174813e-05
59149.11857639998 r.ztf 3.5142105410080394e-05 1.9815905925962528e-05
59149.17273150012 g.ztf 2.4947484804072447e-05 1.2413524303495845e-05
59150.23170140013 r.ztf 1.6124255819816286e-05 1.8445242839304154e-05
59151.114062500186 r.ztf 2.350012379112194e-05 1.0458717897010377e-05
59152.20057869982 r.ztf 1.7984623083113516e-05 1.133732779234411e-05
59152.241157399956 g.ztf 1.1255515988723863e-05 1.3409322444993737e-05
59154.15140049998 r.ztf 3.139699666354148e-05 1.0143206240646676e-05
59155.14815969998 g.ztf 1.689824491620475e-05 7.740520532369172e-06
59156.11737270001 g.ztf 8.238768208187053e-06 5.42895144567333e-06
59156.11829859996 g.ztf 1.4340411007409926e-05 5.122607756808124e-06
59156.16466439981 r.ztf 2.3035517087866858e-05 8.436418880046563e-06
59157.16576390015 g.ztf 1.4589419807513063e-05 5.844850927747003e-06
59158.11994209979 r.ztf 2.994231795860241e-05 8.444993272678861e-06
59158.120879599825 r.ztf 1.9625229771501622e-05 8.578516776373975e-06
59158.156365700066 g.ztf 6.8564738902535935e-06 6.128887562687734e-06
59158.15729170013 g.ztf 1.4346392609174105e-05 5.57842394747776e-06
59164.130891200155 r.ztf 3.4466967510113284e-05 8.282427905226697e-06
59164.13182870019 r.ztf 1.590601843160507e-05 7.926681415630932e-06
59165.09694440011 r.ztf 2.4822308008560376e-05 7.02887325716562e-06
59165.15479170019 g.ztf 1.0491190738557425e-05 4.167408382715896e-06
59167.10189810023 r.ztf 3.5813078088956516e-05 1.0089598180197242e-05
59167.102858799975 r.ztf 2.044574409950603e-05 8.46855099220534e-06
59167.13077550009 g.ztf 1.892562485269168e-05 4.714470125503288e-06
59167.131713000126 g.ztf 1.0799126065009527e-05 4.663871648103559e-06
59168.11245370004 r.ztf 3.0121679306508802e-05 8.707457213762056e-06
59168.16256939992 g.ztf 6.95012969863764e-06 4.515403863330245e-06
59169.11853010021 g.ztf 1.3171011092234586e-05 5.221749835548998e-06
59169.13260419993 r.ztf 2.5503745152566095e-05 1.0555142177115157e-05
59170.117581000086 r.ztf 2.3785695471886193e-05 6.785931151756683e-06
59170.164791699965 g.ztf 7.088180876455753e-06 5.32135602228448e-06
59171.13133100001 g.ztf 1.2841833453327722e-05 3.89041754360969e-06
59173.080891199876 r.ztf 1.9453691046103612e-05 7.879793186284456e-06
59177.0933681 r.ztf 1.0651264264059749e-05 1.1430081230563113e-05
59178.121157399844 g.ztf 8.221502474183443e-06 6.750977994262817e-06
59182.13956019981 g.ztf 2.2731052597040726e-05 1.1697479963424438e-05
59184.14995370014 g.ztf -5.362554475441423e-07 1.283302558326086e-05
59185.14083330007 r.ztf 2.835678698295629e-05 1.2188002060906732e-05
59188.134178199805 g.ztf 1.4861277163479595e-05 7.022851379747358e-06
59189.12506939983 g.ztf 1.4334478539429895e-05 6.3394200745841796e-06
59189.18379630009 r.ztf 1.8973972202444898e-05 1.3144943996878815e-05
59195.09809029987 r.ztf 2.7743012619616413e-05 2.856299314072214e-05
59195.09902779991 r.ztf 3.279243027329806e-05 1.6492356429357523e-05
59200.099965299945 r.ztf 1.833986979874672e-05 1.854241246690592e-05
59203.12021989981 r.ztf 1.9419694139769872e-05 1.6216619249224593e-05
59204.13482639985 r.ztf 2.5442271877825532e-05 1.9007870858523287e-05
59216.0965741002 r.ztf -4.778428106492525e-06 4.818389118829377e-05
59218.07929399982 r.ztf 1.926892552109421e-05 2.310306715390784e-05
59218.081747699995 r.ztf 8.044119912149882e-06 1.8965316683244185e-05
59218.08418980008 r.ztf 2.762511274845931e-05 2.328885479509197e-05
59219.07932869997 r.ztf 2.0362170569053987e-05 1.8279413474673972e-05
59219.08178240014 r.ztf 1.435665172742927e-05 1.470633970973686e-05
59219.08422450023 r.ztf 2.5449825996049063e-06 1.5227437311436387e-05
59219.086678199936 r.ztf 9.02878036402959e-06 1.3571216873289448e-05
59220.09312500013 r.ztf 2.996888802029368e-05 1.447027109654749e-05
59220.09807869978 r.ztf 2.7321992499186875e-05 1.6214902988584396e-05
59275.5505903 r.ztf 5.2012960825981965e-05 2.7269632928889267e-05
59275.55296299979 r.ztf 2.3086996990735072e-05 3.2010247739907616e-05
59276.549340299796 r.ztf 2.793326004333476e-05 2.570037778218453e-05
59276.551689799875 r.ztf 1.0427066731022111e-05 2.854419459321795e-05
59278.55070600007 r.ztf 2.4133740334586676e-05 3.21834301662588e-05
59278.553090299945 r.ztf 2.702801559007846e-05 3.958561181891923e-05
59280.540856500156 r.ztf 3.0355530018849817e-05 4.4309548928704357e-05
59280.54572919989 r.ztf 4.4287950867902026e-05 2.0768456754132453e-05
59280.54815969989 r.ztf 1.7896622460831898e-05 2.6495352641421306e-05
59280.5505903 r.ztf 1.795047732768331e-05 4.089832130252134e-05
59282.543599499855 r.ztf 1.4511059799227455e-05 1.2963208492056679e-05
59282.548460599966 r.ztf 1.6009533428569042e-05 1.4374107699148533e-05
59295.517419000156 r.ztf 1.8985631426394036e-05 1.5885191898605714e-05
59295.51984950015 r.ztf 2.944348572483905e-05 1.327977706232058e-05
59295.52472219989 r.ztf 3.848791677096405e-05 1.3066274268409297e-05
59295.5271528 r.ztf 2.202535763797688e-05 1.3558981151891467e-05
59317.4430670999 r.ztf 2.808875568455606e-05 1.0879715300498343e-05
59317.49399309978 g.ztf 1.0776882661957974e-05 5.276320875193462e-06
59321.49034720007 r.ztf 1.1538979846741041e-05 6.445923642171259e-06
59325.44407409988 g.ztf 1.127259170998307e-05 5.850132473655423e-06
59325.48260420002 r.ztf 2.3218981342888377e-05 7.966852804670665e-06
59329.44741899986 r.ztf 1.912671967393744e-05 1.5859629815282153e-05
59329.474988400005 g.ztf 1.3150488575585344e-06 1.137225863952874e-05
59335.4771412001 r.ztf 2.405836715451889e-05 1.4162688325193197e-05
59340.422280100174 r.ztf 1.3946515065262688e-05 7.188354877326933e-06
59340.44398149988 g.ztf 9.715786069453657e-06 4.662543181793388e-06
59342.44487270014 r.ztf 1.8892723284768373e-05 6.093372005003124e-06
59342.466608799994 g.ztf 6.07570976888538e-06 3.1203579231182206e-06
59345.42567129992 g.ztf 1.2423218522075224e-05 4.876245697866027e-06
59349.461064800154 r.ztf 2.176795854056226e-05 8.108882634397015e-06
59353.40582180023 g.ztf 6.455363011804177e-06 5.8327252973222035e-06
59353.4618286998 r.ztf 3.1959493976473594e-05 6.7236845862783845e-06
59356.38075229991 r.ztf 2.886676808961247e-05 1.3422453922125107e-05
59356.447800899856 g.ztf 1.0085939252468009e-05 4.449740411190659e-06
59359.42099539982 r.ztf 1.8763135762740205e-05 1.282185201451563e-05
59359.45989579987 g.ztf 1.5790973703558107e-05 8.52959264678894e-06
59364.3831944 g.ztf 6.257116243669973e-06 8.83336031556202e-06
59364.44796299981 r.ztf 2.0013670685633515e-05 9.772706961481688e-06
59367.399236099795 r.ztf 2.0520228507296025e-05 7.981649459910595e-06
59367.44090279983 g.ztf 1.1999966043710916e-05 6.031828008381103e-06
59369.40339120012 g.ztf 1.45969472401649e-05 3.6410407329488775e-06
59369.44222219987 r.ztf 1.5527607678264634e-05 6.241377063726015e-06
59371.408321800176 g.ztf 1.3809246632620901e-05 3.22427949291908e-06
59371.44193289988 r.ztf 2.0041405132932786e-05 5.161819710502115e-06
59374.40554400021 g.ztf 6.649410046744117e-06 3.413737121324592e-06
59376.38085650001 g.ztf 1.1019388055832599e-05 4.588504169706261e-06
59376.44126159977 r.ztf 1.573411328751399e-05 6.398512846869724e-06
59378.4025347 r.ztf 1.2340969607588455e-05 6.690555592209001e-06
59378.42298609996 g.ztf 1.5323833408343407e-05 3.097073626615769e-06
59382.42053239979 g.ztf 6.5659327287141346e-06 3.717969542525583e-06
59382.443460599985 r.ztf 2.01814487427498e-05 6.347053292346206e-06
59385.41439810023 g.ztf 9.590528015016516e-06 4.183825467415612e-06
59387.36172450008 g.ztf 5.389436534530533e-06 9.184297451575978e-06
59391.42041670019 g.ztf 2.1018477960902672e-05 9.714941450478658e-06
59393.33912040014 g.ztf 1.16738593211126e-06 9.726121235392869e-06
59396.39504629979 r.ztf 2.0550769896386015e-05 8.566704871291718e-06
59401.38231479982 g.ztf 1.0897227626563697e-05 3.914030409290266e-06
59403.3504050998 r.ztf 1.2803633377224862e-05 6.501793363887804e-06
59403.37826390006 g.ztf 1.3607287048289066e-05 3.3303355819304656e-06
59405.45609949995 g.ztf 3.920350892690707e-06 4.547901992230818e-06
59408.375393500086 g.ztf 1.1570441845240108e-05 4.480521043049249e-06
59410.37412039982 g.ztf 1.1668833397693357e-05 4.0659379360846125e-06
59410.39437500015 r.ztf 1.5509405918013737e-05 6.5748111792081974e-06
59412.35366899986 g.ztf 1.011373192860864e-05 3.932072800962199e-06
59415.37873840006 r.ztf 1.8948350514125102e-05 7.3160617770818165e-06
59415.434456000105 g.ztf 6.867322397440645e-06 3.418289062497483e-06
59426.327326400205 g.ztf 6.866678414956768e-06 4.281345689248354e-06
59428.2976505002 g.ztf 8.229813045053084e-06 3.590582035377443e-06
59430.3108680998 g.ztf 1.3154618743169542e-05 4.0368063172013135e-06
59430.340057900175 r.ztf 9.872040739293847e-06 5.817867482896882e-06
59435.384108799975 g.ztf 9.652532200448318e-06 3.3120331715134366e-06
59438.319837999996 r.ztf 2.054848397668775e-05 6.348310904851064e-06
59438.37037040014 g.ztf 1.335783195314737e-05 4.389103861785399e-06
59440.289780099876 g.ztf 7.092230801759671e-06 3.4229054504508934e-06
59442.29533560015 g.ztf 3.975782869352854e-06 5.221828885670844e-06
59442.34806710016 r.ztf 1.8914766739285028e-05 6.452727302089758e-06
59453.21266200021 g.ztf 1.3486834650695219e-05 3.7343024728545843e-06
59453.27431710018 r.ztf 3.17709645796388e-06 6.9984139159807875e-06
59455.23403939977 g.ztf 9.294494745219283e-06 3.416103854186153e-06
59455.25347220013 r.ztf 1.869796299460683e-05 6.1096186232522915e-06
59459.23487270018 r.ztf 1.7104869010961834e-05 5.9441915983376485e-06
59461.226956000086 g.ztf 9.068231386075436e-06 4.2042459257412326e-06
59463.213993099984 g.ztf 1.0088957951250599e-05 3.6064294445189953e-06
59465.19083329989 r.ztf 2.237642496580414e-05 6.814939115880935e-06
59469.19190970017 r.ztf 1.8812595170946102e-05 7.515179262584774e-06
59469.2364236 g.ztf 1.103129239348255e-05 3.1995869429596046e-06
59471.26129630022 g.ztf 1.0710765393934273e-05 5.782981723430424e-06
59473.37469909992 g.ztf 7.552469830908016e-06 4.6987376625420495e-06
59484.19221059978 g.ztf 9.633787566816395e-06 2.886727930565183e-06
59487.21686339984 g.ztf 7.99143648463109e-06 4.9595408487379585e-06
59490.14988429984 r.ztf 1.1477676440182946e-05 6.543533792519708e-06
59502.185046299826 r.ztf 2.473638836670113e-05 1.1375154812550243e-05
59510.129965300206 r.ztf -5.660993584459694e-06 1.4105882248913863e-05
59512.143194399774 r.ztf 1.5021258202616805e-05 6.235313354146375e-06
59512.1863425998 g.ztf 1.1944113300840989e-05 4.647566384509938e-06
59522.13200230012 g.ztf 7.449141592332846e-06 3.805030640517477e-06
59522.15356480004 r.ztf 1.1220148271472868e-05 6.2815735032283315e-06
59524.12531250017 g.ztf 7.0734027941241035e-06 3.2227203446422434e-06
59526.11697919993 r.ztf 1.3391738471812364e-05 6.4196921592725334e-06
59526.17620369978 g.ztf 7.696334364953213e-06 3.582726355534762e-06
59529.145393500105 r.ztf 1.8461822688082617e-05 9.98470200492448e-06
59529.22746529989 g.ztf 9.6968869983514e-06 9.349668276118779e-06
59537.11041670013 g.ztf 4.5651695277812876e-05 3.476271247137579e-05
59540.1389583 r.ztf 2.683915279140784e-05 1.5488837900129063e-05
59542.15192130022 r.ztf 1.7607375765373847e-05 9.132566058007188e-06
59641.54600689979 r.ztf -9.132820784584953e-06 1.2817579073934967e-05
59641.548402800225 r.ztf 2.019158920623746e-05 1.4635051637553948e-05
59641.55081020016 r.ztf 1.2939535111303935e-05 1.8485535233168e-05
59641.55320600001 r.ztf 2.0641645186326566e-05 1.8959427347429524e-05
59673.471817099955 g.ztf -4.434018191010183e-06 1.0113522448984966e-05
59683.46869210014 g.ztf 8.370152773890709e-06 1.253874633365052e-05
59689.47538190009 g.ztf 1.2681717396660634e-05 1.2760614595224414e-05
59694.477638899814 r.ztf 3.3794149916767366e-06 1.4136565564603698e-05
59697.46664350014 g.ztf 1.0298321200835378e-05 4.114413567629303e-06
59700.46646990022 g.ztf 8.118611876715742e-06 5.860613997538737e-06
59702.47135420004 g.ztf 6.453360858077749e-06 4.392093904773605e-06
59708.38619210012 r.ztf 1.2646308972936578e-05 1.4214462703466745e-05
59708.47052079998 r.ztf 1.665020384929015e-05 8.26465701002868e-06
59710.46266200021 g.ztf 6.394773316763526e-06 5.4383718542433814e-06
59712.40606479999 r.ztf 1.69755789894286e-05 1.2000139648417437e-05
59712.46207180014 g.ztf 7.712025500077183e-06 6.244346600364977e-06
59714.46027779998 g.ztf 1.4774257860611469e-05 9.816136624588662e-06
59718.45833329996 r.ztf 1.3863628300484342e-05 1.1320574261806044e-05
59721.42997690011 r.ztf 1.4250889906876885e-05 7.947542393230609e-06
59723.423796299845 g.ztf 8.965837193814262e-06 5.219765464645637e-06
59723.4521643999 r.ztf 1.6394280349884955e-05 7.486187389525906e-06
59725.457870400045 g.ztf 1.0721832828309696e-05 3.100160820517061e-06
59727.41302079987 r.ztf 7.620232008475121e-06 7.497342166438258e-06
59727.445543999784 g.ztf 7.658310285755215e-06 4.451764446413262e-06
59731.458194400184 r.ztf 1.30473323552733e-05 6.8303080367838295e-06
59735.40436339984 r.ztf 1.7601420766630142e-05 5.356912841782384e-06
59735.445995400194 g.ztf 1.023583852337251e-05 3.4829201592594226e-06
59737.42097220011 g.ztf 1.613020734194136e-05 3.435009372286812e-06
59739.40450230008 g.ztf 9.642795242442568e-06 3.357764910208865e-06
59743.421076400205 g.ztf 1.0492219331203245e-05 9.177550923532477e-06
59748.36380789988 r.ztf 2.7852473416987775e-07 1.0169969920801353e-05
59748.39931710018 g.ztf -1.078753637915943e-05 8.046217323120546e-06
59750.403680600226 g.ztf 1.4994037799053571e-05 6.300547471984042e-06
59752.41560189985 r.ztf 1.307493562869029e-05 7.422373571717329e-06
59752.435300900135 g.ztf 5.244584858415296e-06 4.362729516889865e-06
59755.36030089995 r.ztf 1.3378268270766607e-05 6.121487780248091e-06
59755.41207179986 g.ztf 1.1132766205204297e-05 3.6588836611083077e-06
59757.4031134001 g.ztf 9.733552119044445e-06 3.4916280607967174e-06
59759.40081019979 r.ztf 1.0569784000158744e-05 6.325261225525146e-06
59761.416493100114 r.ztf 1.0011155159527202e-05 5.280260450461806e-06
59764.372858799994 r.ztf 1.0430558816787815e-05 5.44284676586682e-06
59764.39962959988 g.ztf 9.814033881860816e-06 3.867935611693925e-06
59766.36081020022 r.ztf 1.2979059159117259e-05 5.76343545533268e-06
59766.40027779993 g.ztf 5.64780263256207e-06 3.5276926014020944e-06
59769.35765049979 g.ztf 1.0134869588388081e-05 4.901278151522265e-06
59769.39899310004 g.ztf 9.326471889560364e-06 3.460493932542584e-06
59771.378888899926 g.ztf -5.0144118353072464e-06 7.03422204195268e-06
59773.35804399988 r.ztf -9.00020426426106e-06 1.4013691157271107e-05
59773.37994210003 r.ztf -1.9192634404901997e-07 1.4299389497201519e-05
59778.37937500002 r.ztf 1.2800843580879664e-05 1.0163893053237105e-05
59782.35820600018 r.ztf 1.9268599251496694e-05 9.101312265841853e-06
59786.36171300011 r.ztf 2.671374309914043e-06 5.612954225080139e-06
59788.38628470013 r.ztf 1.3652288529683982e-05 6.252063677081295e-06
59790.316770799924 g.ztf 1.1285015980333731e-05 4.760262045858499e-06
59793.2954051001 g.ztf 1.1296182077704568e-05 3.4128694616302963e-06
59793.31687500002 r.ztf 1.0562691866510538e-05 6.84448195012773e-06
59795.31535879988 g.ztf 9.106775512568634e-06 3.504347613640818e-06
59798.33313659998 g.ztf 1.1486858040872384e-05 3.792321328570426e-06
59798.33890049998 r.ztf 1.4709462587139934e-05 6.407701765133035e-06
59800.414791699965 r.ztf 8.78125632940325e-06 7.459815303401854e-06
59805.31054400001 r.ztf -1.0374773807931366e-06 1.8435131350062245e-05
59807.2956019002 r.ztf -7.104531725718957e-07 7.897970398627162e-06
59811.330868099816 r.ztf 7.443755300549863e-06 6.413656747500769e-06
59815.25756940013 g.ztf 4.29280562073755e-06 3.709010848575718e-06
59817.28383099986 g.ztf 4.697940819198722e-06 3.3727560916994457e-06
59823.31482640002 g.ztf 5.9716075863825395e-06 3.796525182991073e-06
59827.28730319999 g.ztf 9.061982487428543e-06 5.5467785978010596e-06
59840.21459490014 g.ztf 8.856661682377133e-06 3.550692861873783e-06
59842.21192129981 r.ztf 9.69560799606983e-06 6.287893150396561e-06
59842.28851850005 g.ztf -3.695664101467493e-07 3.945719088647839e-06
59847.15221060021 g.ztf 1.1995962824983436e-05 4.318635224877251e-06
59849.208715300076 g.ztf 1.1950888379466437e-05 4.071462244278242e-06
59853.27681710012 g.ztf 6.780282236800438e-06 2.9831583827691344e-06
59857.1891319002 r.ztf -4.620918096492785e-06 1.5307660649182398e-05
59857.248680599965 g.ztf 1.4062261454967934e-05 7.742357556218615e-06
59859.1978703998 g.ztf -7.116955494199918e-06 1.0165502848155701e-05
59859.23734949995 r.ztf 1.3545202474510809e-05 1.37665303426384e-05
59864.143194399774 g.ztf 1.2332672030581157e-05 7.10226864479602e-06
59866.14957180014 r.ztf 3.560668457340814e-06 7.407419858555377e-06
59869.13070600014 g.ztf 5.041880027379974e-06 4.694445831640336e-06
59873.16244209977 r.ztf 2.451577901785784e-07 7.973318743460265e-06
59873.19841440022 g.ztf 1.2939999752231025e-05 4.782493807778361e-06
59877.12739579985 r.ztf 1.0420674661774387e-05 8.119396426469217e-06
59879.199560199864 g.ztf 1.216531531787157e-05 5.220112664701531e-06
59881.139525500126 g.ztf 7.646164753534137e-06 4.705484437241966e-06
59883.18237269996 g.ztf 7.538188456780794e-06 5.638810714429803e-06
59888.12471059989 r.ztf -3.200182851458711e-06 1.3437335454632414e-05
59890.14175930014 g.ztf 3.638002468182481e-06 7.5639291451541615e-06
59895.13809029991 r.ztf 9.484204866900446e-06 8.487689090207149e-06
59895.166516200174 g.ztf 5.2949786470880155e-06 7.3245434508105154e-06
59897.13454859983 g.ztf 5.021710042781429e-06 5.864161339468991e-06
59897.17151620006 r.ztf -2.7993634522589517e-09 9.966207740605579e-06
59903.179166700225 g.ztf 2.0527106481701842e-05 1.866286667713713e-05
59907.10165510001 r.ztf 1.1600071235525654e-05 1.080386167023702e-05
59907.11008099979 g.ztf 1.065651466725058e-05 6.491318885909325e-06
59914.18069439987 g.ztf -3.6726081646332217e-06 1.333934949286553e-05
59923.13194439979 r.ztf 1.9474482564559767e-05 1.3773698378445518e-05
59933.13454859983 r.ztf 2.6985906677711127e-05 4.006893491821783e-05
58620.207431 UVW2.uvot 0.00041304750199015766 1.7938425087824787e-05
58624.082121 UVW2.uvot 0.00036982817978026435 2.409215065963388e-05
58627.206135 UVW2.uvot 0.0003372873086588651 2.1972302544981596e-05
58630.323578 UVW2.uvot 0.000328095293113115 2.1373496300618366e-05
58633.585617 UVW2.uvot 0.00034040818970099807 1.847967479772735e-05
58636.198801 UVW2.uvot 0.0003104559588128311 1.6853663723299472e-05
58639.852783 UVW2.uvot 0.0002992264636608183 1.6244050250914658e-05
58642.438617 UVW2.uvot 0.00028840315031266115 1.565648709303785e-05
58645.426164 UVW2.uvot 0.0002857590543374943 1.5512947556583158e-05
58648.79502 UVW2.uvot 0.0002488857318282375 1.621345499361841e-05
58653.776044 UVW2.uvot 0.00023988329190194847 1.3022498746725404e-05
58675.554914 UVW2.uvot 0.00017218685749860092 1.1216970310185589e-05
58680.326873 UVW2.uvot 0.0001541700452949555 1.0043279991956033e-05
