# MJD Lν eLν filter
5.822848324069986120e+04 9.039098044132646361e+40 1.113709713373475667e+41
5.823148298610001802e+04 -5.100736446288223669e+40 8.601209825131647222e+40
5.823450130790006369e+04 1.067069972841249106e+41 1.301196989020155002e+41
5.823740170140005648e+04 -2.742488524563861064e+41 5.143982484470662384e+41
5.825245989579986781e+04 1.144834525302735631e+41 6.814637602489258551e+40
5.825542225689999759e+04 5.154009743620555500e+37 9.864773806127231472e+40
5.826146222219988704e+04 -5.832393805152417928e+39 7.422669689336110117e+40
5.826146312499977648e+04 -5.627059945075631587e+40 7.439993591539523224e+40
5.826646087960014120e+04 3.220111082475153389e+40 2.191953793115007210e+41
5.826646179400011897e+04 -9.338174174071226961e+40 2.304296866817070395e+41
5.826746186339994892e+04 1.764953756596175791e+41 2.893249394785760446e+41
5.827147915509995073e+04 1.298272615818382496e+41 2.157480389587168947e+41
5.827239858799986541e+04 -9.799196347704844451e+40 1.793289227754052035e+41
5.827345446760021150e+04 1.564295917308914811e+41 1.327367222056467532e+41
5.827444030090002343e+04 1.937349559449463980e+41 1.324618526635658835e+41
5.827545692129991949e+04 6.219269537693342150e+39 9.413891074165613673e+40
5.827641468749986961e+04 -1.106783895349421797e+40 9.779894729974375605e+40
5.827842189810005948e+04 1.001822557864529736e+41 6.341500137712160647e+40
5.827944563659979030e+04 -3.886336458696386835e+40 8.120651649534281517e+40
5.828042031250009313e+04 1.964802873634936738e+40 6.582701783231230447e+40
5.828342106480011716e+04 1.759076756343473234e+41 6.547380201031244614e+40
5.828741931710019708e+04 -1.856757873914491495e+40 8.432755546290784687e+40
5.829644403940020129e+04 1.877340209088110722e+41 1.969957819249143919e+41
5.830044336810009554e+04 -8.726757653276346262e+40 2.473700775140026967e+41
5.831337271990021691e+04 6.459128867667215078e+39 7.472815023687528211e+40
5.831637643520021811e+04 -5.428530469281015035e+40 7.225812186592153211e+40
5.831937884260016290e+04 -7.602665995597498484e+40 9.233601142061916497e+40
5.832644334489991888e+04 -1.036571024929794385e+41 3.116046355651895150e+41
5.832941846060007811e+04 2.791405833072056339e+41 2.520020529874804012e+41
5.834131135419989005e+04 -3.338806883606073437e+40 1.380957703846093738e+41
5.835033739579981193e+04 2.207512887051979551e+41 8.602174761983898255e+40
5.836224975690012798e+04 8.989704187686083720e+40 1.181601064307180148e+41
5.836527697920008359e+04 2.240952253527125689e+40 7.042989624002617489e+40
5.836825206020008773e+04 -1.163775839362564646e+41 7.625575147030330429e+40
5.837125258099986240e+04 1.421030544766626979e+41 6.060394991361639227e+40
5.837426850689994171e+04 -9.076472743307948062e+39 8.131460180009381413e+40
5.838016886569978669e+04 -1.145100315881773490e+41 1.326609817559391318e+41
5.838914693289995193e+04 -1.247689427976564732e+41 9.120263108011840707e+40
5.840014505789987743e+04 -2.470114659409731708e+40 6.486462031850080868e+40
5.843614751160005108e+04 -1.042037172470880066e+41 2.341514050616484431e+41
5.846912223380012438e+04 -1.669408193992478185e+41 1.878952445319587469e+41
5.847214410880021751e+04 1.907298616369948914e+41 3.775859678791570880e+41
5.860746966439997777e+04 5.926925596013239293e+42 2.208029839638253213e+41
5.861746280089999345e+04 5.788882211810555108e+42 2.061362092459212856e+41
5.862846062499983236e+04 5.137932380499679451e+42 2.222534413635985173e+41
5.863446128469984978e+04 4.832458670721982591e+42 1.730459249440520863e+41
5.863447854170016944e+04 4.902155782079843421e+42 1.967062626403486267e+41
5.863746174769988284e+04 4.540974657262714102e+42 1.705486137326500209e+41
5.864044583329977468e+04 4.188639659305069781e+42 1.469354488332478353e+41
5.865045974540011957e+04 3.636923704530526163e+42 2.271586129668034826e+41
5.865339575230004266e+04 3.380551141207925969e+42 2.591793879388361507e+41
5.866242439810000360e+04 3.055989155450519267e+42 1.247024327414535770e+41
5.866546076390008238e+04 2.849006892157479676e+42 1.177560889172854742e+41
5.866844324069982395e+04 2.683574278871613945e+42 1.061462113680143745e+41
5.867442800930002704e+04 2.528851847347418475e+42 1.090617067544229360e+41
5.868044542820007337e+04 2.323901651719313742e+42 2.994373469958460151e+41
5.868832100690016523e+04 2.320975271964177799e+42 1.257986150405004082e+41
5.869133015049993992e+04 2.280718892598687792e+42 1.001404181141713624e+41
5.869433018520008773e+04 2.036204293976050456e+42 1.034208755559866358e+41
5.870944190970016643e+04 1.676427173553771836e+42 2.766601135506093471e+41
5.871220445600012317e+04 1.694639072292991662e+42 1.961324334829315370e+41
5.872531784720021096e+04 1.253097786218192538e+42 8.736375891188412857e+40
5.873230373839987442e+04 1.157739707075269078e+42 9.952120500372490282e+40
5.874727775460015982e+04 9.713893136225908478e+41 1.175844533079566318e+41
5.875020871530008299e+04 8.191436307117769904e+41 1.672923698224944393e+41
5.875425594910001382e+04 8.698135707644868439e+41 9.906178957659715656e+40
5.875719053239980713e+04 8.672572863776021668e+41 9.202432041764455191e+40
5.876424100690009072e+04 9.848617955680695997e+41 1.746910587536164955e+41
5.877810702549992129e+04 7.419434759875395588e+41 1.026456553987426773e+41
5.878112262730021030e+04 5.598315081733904889e+41 1.585448544797745087e+41
5.878810621530003846e+04 6.704337707193419406e+41 1.212622552247566955e+41
5.879415004630014300e+04 6.733147541623567200e+41 1.804785162471271483e+41
5.880508959490014240e+04 5.583456718261988270e+41 1.514176446352055602e+41
5.882909239580016583e+04 8.230295749618984298e+41 3.702039659725968353e+41
5.883312447920023260e+04 4.052376680123792296e+41 1.864971129264495083e+41
5.883711741899977642e+04 4.317620643088576228e+41 1.718024761029225817e+41
5.894148609950020909e+04 1.791500235002399199e+41 1.745534309078456809e+41
5.896447549769980833e+04 1.428179262093187918e+41 9.098369693721398977e+40
5.896744229169981554e+04 3.356386768257654024e+41 9.127883558829892617e+40
5.897047792819980532e+04 4.289677171680973257e+41 7.696863415638619830e+40
5.898642417819984257e+04 3.796102256960321110e+41 7.648342801010477702e+40
5.899246577550005168e+04 2.773464122348753678e+41 6.800510317844197237e+40
5.899535197919979692e+04 4.670995406928552178e+41 9.265851323137686630e+40
5.899842412040010095e+04 3.257429798980694838e+41 6.406228960737759280e+40
5.900140130789997056e+04 3.669801811657187677e+41 1.299083095165624574e+41
5.901046379629988223e+04 5.160807807563276372e+41 1.518963812164912897e+41
5.901338984949979931e+04 2.093959910540370329e+41 1.016948710841541459e+41
5.901933793980022892e+04 3.551634313605647340e+41 7.068883806240213503e+40
5.902235652780020609e+04 2.632296178537663700e+41 7.889010074271090751e+40
5.903133576390008238e+04 4.341234276003928997e+41 1.355912022333118909e+41
5.903424782409984618e+04 7.541595052753522447e+41 3.702043298841073420e+41
5.904026417820015922e+04 2.626057859203445315e+41 9.549600873091492663e+40
5.904333778940001503e+04 2.742770639446118269e+41 7.559361450107985744e+40
5.904635704859998077e+04 3.006056337060395576e+41 7.033012837922360374e+40
5.904933270830009133e+04 4.601567711006477541e+41 7.137117831502981504e+40
5.905537974540004507e+04 3.690870355192622321e+41 7.134628957608985082e+40
5.906032770830020308e+04 3.455172640959581471e+41 1.243439175549422916e+41
5.906241542819980532e+04 3.041958103321694420e+41 1.717169869785719518e+41
5.906631417819997296e+04 3.081159900014796218e+41 2.440004105255275063e+41
5.906639520830009133e+04 4.430375184372989527e+41 2.502602766529655425e+41
5.906935453699994832e+04 1.417750989775559375e+41 1.171298529131746112e+41
5.907234018519985693e+04 3.219093866140189857e+41 8.756724287952949661e+40
5.907533646989986300e+04 1.882799873534863222e+41 7.824042257666626381e+40
5.907837396989996341e+04 3.757942989124141326e+41 9.436112521136431849e+40
5.908129550930020196e+04 2.597553594273906429e+41 8.241687658008089094e+40
5.908134538190020248e+04 4.521678304907315357e+41 1.002385359805133580e+41
5.908525421300018206e+04 3.633560514007940986e+41 7.135554613789327092e+40
5.908832031250000000e+04 2.868997550859206254e+41 1.233081143356134467e+41
5.908931819440005347e+04 1.609962053126660117e+41 1.749132023643402493e+41
5.909129920140001923e+04 4.005697737150213059e+41 1.798289638530801810e+41
