HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459608.53575,2022-01-29.0327046,bm,1.65,16.938,15.720,0.071,1.871,0.122,g
2459609.53730,2022-01-30.0341730,bm,2.15,16.825,15.774,0.083,1.780,0.136,g
2459609.53853,2022-01-30.0354101,bm,2.11,16.873,15.707,0.075,1.894,0.130,g
2459609.53979,2022-01-30.0366613,bm,2.13,16.884,15.891,0.087,1.599,0.129,g
2459609.56776,2022-01-30.0646350,bm,2.04,16.973,15.790,0.073,1.755,0.119,g
2459609.56901,2022-01-30.0658837,bm,2.06,16.923,15.694,0.070,1.916,0.124,g
2459609.57026,2022-01-30.0671305,bm,2.04,16.922,15.880,0.084,1.615,0.124,g
2459610.93303,2022-01-31.4298060,bq,1.48,17.330,15.655,0.047,1.986,0.085,g
2459610.93427,2022-01-31.4310375,bq,1.54,17.348,15.621,0.044,2.049,0.084,g
2459610.93550,2022-01-31.4322733,bq,1.54,17.308,15.645,0.047,2.004,0.087,g
2459613.07662,2022-02-02.5732379,bA,1.73,17.605,15.666,0.037,1.967,0.066,g
2459613.07788,2022-02-02.5744938,bA,1.74,17.624,15.740,0.038,1.837,0.065,g
2459613.07914,2022-02-02.5757560,bA,1.72,17.563,15.654,0.038,1.988,0.069,g
2459614.04406,2022-02-03.5406112,bA,1.75,17.649,15.680,0.036,1.941,0.064,g
2459614.04533,2022-02-03.5418694,bA,1.79,17.646,15.659,0.035,1.980,0.064,g
2459614.04659,2022-02-03.5431396,bA,1.78,17.663,15.659,0.034,1.979,0.063,g
2459616.53655,2022-02-06.0329322,bm,2.05,16.727,15.773,0.091,1.783,0.149,g
2459616.53781,2022-02-06.0341880,bm,2.07,16.808,15.614,0.073,2.063,0.138,g
2459616.53905,2022-02-06.0354276,bm,2.08,16.864,15.715,0.076,1.878,0.131,g
2459618.90854,2022-02-08.4047444,bA,1.72,17.063,15.678,0.061,1.944,0.109,g
2459618.90980,2022-02-08.4060094,bA,1.75,16.972,15.731,0.070,1.852,0.118,g
2459618.91107,2022-02-08.4072748,bA,1.75,17.069,15.728,0.064,1.857,0.108,g
2459619.96944,2022-02-09.4655753,bq,1.47,17.333,15.668,0.047,1.962,0.085,g
2459619.97068,2022-02-09.4668109,bq,1.51,17.331,15.744,0.051,1.830,0.085,g
2459619.97190,2022-02-09.4680377,bq,1.49,17.329,15.714,0.049,1.881,0.085,g
2459620.95817,2022-02-10.4542384,bq,1.53,17.465,15.811,0.048,1.721,0.075,g
2459620.95942,2022-02-10.4554908,bq,1.53,17.491,15.684,0.041,1.933,0.074,g
2459621.52839,2022-02-11.0244253,bm,1.58,16.970,15.766,0.072,1.793,0.119,g
2459621.52963,2022-02-11.0256670,bm,1.70,16.957,15.741,0.071,1.835,0.120,g
2459621.53087,2022-02-11.0269069,bm,1.73,16.991,15.793,0.072,1.749,0.116,g
2459622.55232,2022-02-12.0482917,bm,2.20,16.909,15.898,0.087,1.589,0.126,g
2459622.55357,2022-02-12.0495355,bm,2.23,16.849,15.711,0.077,1.886,0.133,g
2459622.55480,2022-02-12.0507701,bm,2.19,16.964,15.781,0.073,1.769,0.119,g
2459624.89188,2022-02-14.3877069,bA,1.74,16.131,15.600,0.134,2.089,0.256,g
2459624.89314,2022-02-14.3889710,bA,1.97,16.195,15.533,0.119,2.222,0.242,g
2459624.89439,2022-02-14.3902247,bA,1.65,16.261,15.646,0.124,2.003,0.227,g
2459625.50293,2022-02-14.9987259,bm,2.40,99.990,99.990,99.990,99.990,99.990,g
2459631.49730,2022-02-20.9927797,bm,1.61,15.903,>15.903,99.990,1.016,0.316,g
2459631.49857,2022-02-20.9940333,bm,1.62,16.064,15.562,0.138,2.163,0.273,g
2459631.49979,2022-02-20.9952719,bm,1.58,15.897,15.887,0.217,1.603,0.318,g
2459632.59195,2022-02-22.0873692,bm,1.56,16.403,15.971,0.147,1.485,0.199,g
2459632.59319,2022-02-22.0886040,bm,1.59,16.295,15.720,0.129,1.870,0.220,g
2459632.59444,2022-02-22.0898472,bm,1.59,16.226,15.738,0.140,1.839,0.235,g
2459633.74606,2022-02-23.2414254,bi,1.45,16.332,15.410,0.094,2.489,0.213,g
2459633.74729,2022-02-23.2426556,bi,1.42,16.319,15.468,0.100,2.361,0.216,g
2459633.74853,2022-02-23.2438998,bi,1.39,16.378,15.576,0.105,2.137,0.204,g
2459633.80439,2022-02-23.2997530,bi,1.40,16.487,15.661,0.102,1.975,0.185,g
2459633.80562,2022-02-23.3009855,bi,1.42,16.486,15.853,0.122,1.656,0.185,g
2459633.80686,2022-02-23.3022274,bi,1.37,16.420,15.832,0.127,1.688,0.196,g
2459635.01320,2022-02-24.5085091,bq,1.81,17.206,15.721,0.056,1.868,0.096,g
2459635.01442,2022-02-24.5097300,bq,1.79,17.182,15.588,0.050,2.113,0.098,g
2459635.01566,2022-02-24.5109650,bq,1.82,17.187,15.759,0.059,1.805,0.097,g
2459635.96969,2022-02-25.4649545,bq,1.43,17.322,15.722,0.050,1.867,0.086,g
2459636.99311,2022-02-26.4883328,bA,1.81,17.631,15.738,0.038,1.840,0.065,g
2459636.99437,2022-02-26.4895873,bA,1.81,17.574,15.634,0.037,2.026,0.068,g
2459636.99563,2022-02-26.4908548,bA,1.83,17.624,15.682,0.036,1.937,0.065,g
2459637.80852,2022-02-27.3037010,bE,1.49,17.182,15.841,0.064,1.673,0.098,g
2459637.80980,2022-02-27.3049866,bE,1.48,17.298,15.876,0.059,1.620,0.088,g
2459637.81108,2022-02-27.3062605,bE,1.46,17.189,15.785,0.060,1.761,0.097,g
2459638.82101,2022-02-28.3161552,bE,1.61,17.090,15.665,0.059,1.969,0.106,g
2459638.82740,2022-02-28.3225402,bE,1.50,17.199,15.694,0.055,1.916,0.096,g
2459638.82869,2022-02-28.3238320,bE,1.51,17.114,15.771,0.063,1.786,0.104,g
2459638.82999,2022-02-28.3251293,bE,1.53,17.122,15.785,0.064,1.761,0.103,g
2459640.89587,2022-03-02.3909296,bA,1.70,17.597,15.760,0.040,1.803,0.067,g
2459640.89712,2022-03-02.3921817,bA,1.69,17.585,15.710,0.039,1.888,0.067,g
2459640.89838,2022-03-02.3934481,bA,1.70,17.555,15.699,0.039,1.908,0.069,g
2459643.68428,2022-03-05.1792438,bE,1.45,17.169,15.690,0.056,1.924,0.099,g
2459643.68558,2022-03-05.1805429,bE,1.47,17.254,15.695,0.052,1.914,0.091,g
2459643.68686,2022-03-05.1818263,bE,1.49,17.249,15.683,0.052,1.937,0.092,g
2459643.71638,2022-03-05.2113400,bE,1.46,17.271,15.779,0.055,1.773,0.090,g
2459643.71768,2022-03-05.2126373,bE,1.47,17.247,15.778,0.056,1.773,0.092,g
2459643.71898,2022-03-05.2139366,bE,1.47,17.254,15.652,0.050,1.992,0.091,g
2459644.52540,2022-03-06.0203313,bm,1.64,16.724,15.687,0.084,1.929,0.149,g
2459644.52664,2022-03-06.0215758,bm,1.63,16.928,15.722,0.072,1.868,0.123,g
2459644.52788,2022-03-06.0228212,bm,1.65,16.953,15.593,0.062,2.104,0.121,g
2459646.87933,2022-03-08.3741906,bi,1.41,17.286,15.698,0.051,1.909,0.089,g
2459646.88057,2022-03-08.3754336,bi,1.41,17.033,14.836,0.030,4.225,0.114,g
2459646.88182,2022-03-08.3766839,bi,1.39,17.191,15.670,0.054,1.960,0.097,g
2459646.91636,2022-03-08.4112371,bA,1.81,17.474,15.803,0.047,1.733,0.075,g
2459646.91764,2022-03-08.4125094,bA,1.85,17.185,15.669,0.054,1.961,0.097,g
2459646.91891,2022-03-08.4137714,bA,1.80,16.569,15.905,0.119,1.578,0.172,g
2459647.94240,2022-03-09.4372478,bq,1.47,17.439,15.794,0.048,1.746,0.077,g
2459647.94364,2022-03-09.4384885,bq,1.50,17.462,15.692,0.043,1.920,0.075,g
2459647.94489,2022-03-09.4397304,bq,1.46,17.450,15.693,0.043,1.918,0.076,g
2459649.88297,2022-03-11.3777672,bA,1.69,17.266,15.667,0.050,1.964,0.090,g
2459649.88423,2022-03-11.3790317,bA,1.70,17.243,15.789,0.057,1.755,0.092,g
2459649.88552,2022-03-11.3803121,bA,1.71,17.212,15.685,0.054,1.932,0.095,g
2459651.66960,2022-03-13.1643515,bq,1.52,16.634,15.630,0.087,2.032,0.161,g
2459651.67084,2022-03-13.1655945,bq,1.52,16.530,15.686,0.101,1.931,0.178,g
2459652.93969,2022-03-14.4344215,bA,1.73,16.938,15.732,0.072,1.850,0.122,g
2459652.94096,2022-03-14.4356857,bA,1.75,16.893,15.623,0.068,2.045,0.127,g
2459652.94222,2022-03-14.4369497,bA,1.79,16.837,15.817,0.086,1.711,0.134,g
2459654.97161,2022-03-16.4663061,bA,1.78,16.437,15.598,0.101,2.093,0.193,g
2459654.97287,2022-03-16.4675680,bA,1.99,16.498,15.589,0.095,2.111,0.183,g
2459654.97413,2022-03-16.4688300,bA,2.01,16.375,15.957,0.149,1.504,0.205,g
2459659.63838,2022-03-21.1330182,bE,1.44,16.253,15.501,0.110,2.290,0.229,g
2459659.63968,2022-03-21.1343196,bE,1.47,16.138,15.616,0.135,2.059,0.255,g
2459659.64097,2022-03-21.1356159,bE,1.47,16.129,15.700,0.148,1.904,0.257,g
2459661.61725,2022-03-23.1118835,bi,2.36,16.499,15.728,0.108,1.857,0.183,g
2459661.61849,2022-03-23.1131222,bi,2.41,16.460,15.707,0.109,1.894,0.190,g
2459661.61973,2022-03-23.1143619,bi,1.78,16.609,15.796,0.104,1.744,0.165,g
2459661.64393,2022-03-23.1385584,bi,1.56,16.595,15.574,0.086,2.140,0.167,g
2459661.64517,2022-03-23.1398050,bi,1.52,16.575,15.051,0.054,3.462,0.171,g
2459661.64640,2022-03-23.1410387,bi,1.56,16.644,15.585,0.083,2.119,0.160,g
2459665.08059,2022-03-26.5752137,bA,1.79,17.281,15.687,0.050,1.927,0.089,g
2459665.08185,2022-03-26.5764793,bA,1.79,17.310,15.764,0.053,1.797,0.087,g
2459666.77600,2022-03-28.2706381,bA,1.69,17.498,15.665,0.040,1.968,0.073,g
2459666.77726,2022-03-28.2718950,bA,1.70,17.505,15.737,0.043,1.841,0.073,g
2459666.77852,2022-03-28.2731604,bA,1.73,17.408,15.722,0.046,1.869,0.079,g
2459666.82242,2022-03-28.3170554,bA,1.71,17.497,15.651,0.040,1.993,0.073,g
2459666.82369,2022-03-28.3183197,bA,1.67,17.589,15.715,0.039,1.878,0.067,g
2459666.82495,2022-03-28.3195849,bA,1.72,17.573,15.807,0.043,1.727,0.068,g
2459667.69306,2022-03-29.1876975,bE,1.47,17.416,15.774,0.048,1.781,0.079,g
2459667.69436,2022-03-29.1889958,bE,1.47,17.405,15.705,0.046,1.897,0.080,g
2459667.69567,2022-03-29.1903075,bE,1.48,17.400,15.725,0.047,1.861,0.080,g
2459667.74135,2022-03-29.2359849,bi,1.38,17.253,15.683,0.051,1.936,0.091,g
2459667.74259,2022-03-29.2372255,bi,1.38,17.214,15.612,0.050,2.067,0.095,g
2459667.74383,2022-03-29.2384652,bi,1.39,17.262,15.718,0.053,1.873,0.091,g
2459668.77642,2022-03-30.2710664,bE,1.53,17.385,15.738,0.048,1.839,0.081,g
2459668.77772,2022-03-30.2723644,bE,1.52,17.362,15.791,0.051,1.753,0.083,g
2459668.77900,2022-03-30.2736438,bE,1.49,17.327,15.780,0.052,1.771,0.085,g
2459669.73912,2022-03-31.2337736,bE,1.49,17.254,15.730,0.054,1.855,0.091,g
2459669.74043,2022-03-31.2350792,bE,1.49,17.329,15.748,0.051,1.823,0.085,g
2459669.74173,2022-03-31.2363797,bE,1.50,17.360,15.684,0.047,1.933,0.083,g
2459669.78105,2022-03-31.2756974,bi,1.42,17.204,15.729,0.056,1.855,0.096,g
2459669.78229,2022-03-31.2769391,bi,1.39,17.321,15.768,0.052,1.789,0.086,g
2459669.78354,2022-03-31.2781892,bi,1.37,17.159,15.647,0.054,2.001,0.100,g
2459670.64734,2022-04-01.1420070,bE,1.48,17.310,15.847,0.057,1.665,0.087,g
2459670.64864,2022-04-01.1433063,bE,1.49,17.219,15.698,0.054,1.909,0.094,g
2459670.64995,2022-04-01.1446153,bE,1.49,17.245,15.648,0.050,1.999,0.092,g
2459670.66615,2022-04-01.1608228,bi,1.44,17.239,15.697,0.053,1.911,0.093,g
2459670.66738,2022-04-01.1620532,bi,1.40,17.203,15.719,0.056,1.872,0.096,g
2459670.66862,2022-04-01.1632881,bi,1.37,17.269,15.627,0.048,2.038,0.090,g
2459672.88450,2022-04-03.3791896,bA,2.03,17.586,15.767,0.041,1.791,0.067,g
2459672.88577,2022-04-03.3804562,bA,1.85,17.562,15.785,0.042,1.763,0.069,g
2459672.88702,2022-04-03.3817134,bA,1.81,17.559,15.768,0.042,1.789,0.069,g
2459673.92891,2022-04-04.4236160,bq,1.47,17.272,15.685,0.051,1.933,0.090,g
2459673.93015,2022-04-04.4248508,bq,1.49,17.358,15.899,0.057,1.586,0.083,g
2459673.93139,2022-04-04.4260925,bq,1.50,17.290,15.702,0.051,1.901,0.088,g
2459675.91389,2022-04-06.4086230,bq,1.58,17.292,15.651,0.048,1.994,0.088,g
2459675.91512,2022-04-06.4098542,bq,1.60,17.317,15.898,0.059,1.589,0.086,g
2459675.91638,2022-04-06.4111186,bq,1.64,17.303,15.717,0.051,1.875,0.087,g
2459679.76096,2022-04-10.2557760,bA,2.18,16.567,15.630,0.092,2.033,0.172,g
2459679.76222,2022-04-10.2570386,bA,2.12,16.584,15.948,0.122,1.516,0.169,g
2459679.76348,2022-04-10.2582947,bA,2.11,16.291,15.603,0.116,2.084,0.221,g
2459679.84415,2022-04-10.3389719,bq,1.48,17.135,16.056,0.081,1.373,0.102,g
2459679.84539,2022-04-10.3402099,bq,1.52,17.046,15.576,0.056,2.136,0.111,g
2459679.84663,2022-04-10.3414553,bq,1.52,17.138,15.957,0.074,1.505,0.101,g
2459680.90502,2022-04-11.3998722,bq,1.50,17.050,15.714,0.064,1.880,0.110,g
2459680.90626,2022-04-11.4011081,bq,1.52,17.087,15.615,0.056,2.061,0.106,g
2459683.03107,2022-04-13.5259715,bA,1.69,16.394,15.891,0.138,1.598,0.201,g
2459683.03231,2022-04-13.5272143,bA,1.66,16.486,15.916,0.130,1.562,0.185,g
2459683.03358,2022-04-13.5284887,bA,1.73,16.525,15.627,0.096,2.039,0.178,g
2459686.70806,2022-04-17.2030887,bq,-99,99.990,99.990,99.990,99.990,99.990,g
2459686.81162,2022-04-17.3066549,bq,-99,99.990,99.990,99.990,99.990,99.990,g
2459686.81286,2022-04-17.3078971,bq,-99,99.990,99.990,99.990,99.990,99.990,g
2459686.81409,2022-04-17.3091225,bq,-99,99.990,99.990,99.990,99.990,99.990,g
2459686.84207,2022-04-17.3371020,bq,-99,99.990,99.990,99.990,99.990,99.990,g
2459686.84329,2022-04-17.3383298,bq,-99,99.990,99.990,99.990,99.990,99.990,g
2459686.84453,2022-04-17.3395659,bq,-99,99.990,99.990,99.990,99.990,99.990,g
2459689.96256,2022-04-20.4577087,bA,1.72,16.822,15.706,0.078,1.896,0.136,g
2459689.96379,2022-04-20.4589377,bA,1.67,16.814,15.641,0.074,2.012,0.137,g
2459689.96505,2022-04-20.4602020,bA,1.63,16.869,15.646,0.071,2.002,0.130,g
2459691.37435,2022-04-21.8695532,bm,1.78,16.343,16.013,0.162,1.428,0.211,g
2459691.37620,2022-04-21.8714069,bm,1.78,15.935,15.434,0.138,2.433,0.307,g
2459691.37749,2022-04-21.8726883,bm,1.70,15.978,15.528,0.145,2.234,0.295,g
2459692.84049,2022-04-23.3357592,bq,1.50,17.368,15.766,0.050,1.793,0.082,g
2459692.84173,2022-04-23.3369916,bq,1.48,17.284,15.651,0.048,1.993,0.089,g
2459692.84297,2022-04-23.3382334,bq,1.49,17.372,15.665,0.045,1.968,0.082,g
2459693.62997,2022-04-24.1252754,bi,1.41,17.253,15.757,0.055,1.808,0.092,g
2459693.63123,2022-04-24.1265300,bi,1.36,17.215,15.640,0.051,2.015,0.095,g
2459693.63246,2022-04-24.1277590,bi,1.38,17.310,15.713,0.050,1.883,0.087,g
2459693.69753,2022-04-24.1928303,bi,1.36,17.219,15.608,0.049,2.075,0.094,g
2459693.69877,2022-04-24.1940754,bi,1.37,17.305,15.747,0.052,1.825,0.087,g
2459693.70001,2022-04-24.1953159,bi,1.41,17.352,15.779,0.051,1.772,0.084,g
2459694.55339,2022-04-25.0487403,bi,1.66,17.142,15.885,0.069,1.607,0.101,g
2459694.55464,2022-04-25.0499795,bi,1.65,17.144,15.680,0.057,1.941,0.101,g
2459694.55587,2022-04-25.0512200,bi,1.64,17.104,15.750,0.063,1.820,0.105,g
2459696.27398,2022-04-26.7694033,bm,1.57,16.973,15.815,0.075,1.714,0.118,g
2459696.27522,2022-04-26.7706475,bm,1.60,16.842,15.621,0.071,2.048,0.133,g
2459696.27645,2022-04-26.7718753,bm,1.53,16.734,15.540,0.073,2.208,0.147,g
2459696.33894,2022-04-26.8343680,bm,1.56,16.866,15.772,0.080,1.782,0.130,g
2459696.34020,2022-04-26.8356258,bm,1.55,16.847,15.389,0.057,2.537,0.133,g
2459696.34145,2022-04-26.8368840,bm,1.53,16.874,15.468,0.060,2.359,0.130,g
2459697.75328,2022-04-28.2487777,bE,1.49,17.176,15.606,0.051,2.078,0.098,g
2459697.75456,2022-04-28.2500604,bE,1.50,17.102,15.747,0.063,1.826,0.105,g
2459697.75585,2022-04-28.2513456,bE,1.50,17.076,15.651,0.059,1.992,0.108,g
2459700.51120,2022-05-01.0068371,bi,1.39,17.112,15.588,0.054,2.114,0.104,g
2459700.51244,2022-05-01.0080766,bi,1.40,17.208,15.742,0.057,1.834,0.095,g
2459700.51366,2022-05-01.0093078,bi,1.39,17.104,15.717,0.061,1.876,0.105,g
2459701.86180,2022-05-02.3575123,bq,1.58,17.196,15.762,0.058,1.801,0.096,g
2459701.86303,2022-05-02.3587459,bq,1.55,17.234,15.752,0.056,1.816,0.093,g
2459701.86428,2022-05-02.3599928,bq,1.57,17.225,15.641,0.051,2.011,0.094,g
2459702.64745,2022-05-03.1432120,bi,1.44,17.351,15.806,0.053,1.728,0.084,g
2459702.64869,2022-05-03.1444490,bi,1.42,17.304,15.783,0.054,1.767,0.087,g
2459702.64993,2022-05-03.1456928,bi,1.40,17.242,15.674,0.052,1.951,0.092,g
2459702.73511,2022-05-03.2308743,bi,1.42,17.110,15.793,0.065,1.750,0.104,g
2459702.73634,2022-05-03.2321032,bi,1.46,17.154,15.758,0.060,1.807,0.100,g
2459702.73759,2022-05-03.2333506,bi,1.44,17.220,15.782,0.058,1.767,0.094,g
2459703.74147,2022-05-04.2372954,bE,1.51,16.966,15.637,0.064,2.018,0.119,g
2459703.74276,2022-05-04.2385848,bE,1.50,16.947,15.694,0.069,1.916,0.121,g
2459703.74406,2022-05-04.2398881,bE,1.54,17.160,15.713,0.058,1.884,0.100,g
2459704.69703,2022-05-05.1929049,bE,1.47,17.272,15.666,0.050,1.965,0.090,g
2459704.69831,2022-05-05.1941935,bE,1.43,17.313,15.719,0.050,1.874,0.087,g
2459704.69961,2022-05-05.1954893,bE,1.45,17.344,15.743,0.050,1.831,0.084,g
2459704.72927,2022-05-05.2251458,bi,1.38,16.588,15.510,0.083,2.269,0.173,g
2459704.73050,2022-05-05.2263725,bi,1.37,16.397,15.628,0.109,2.037,0.202,g
2459704.73174,2022-05-05.2276152,bi,1.40,16.761,15.728,0.084,1.857,0.144,g
2459705.60653,2022-05-06.1024571,bi,1.47,16.939,15.990,0.091,1.459,0.122,g
2459705.60776,2022-05-06.1036863,bi,1.43,17.034,15.725,0.065,1.862,0.112,g
2459705.60900,2022-05-06.1049317,bi,1.47,17.211,15.891,0.065,1.599,0.095,g
2459706.72973,2022-05-07.2257283,bE,1.50,17.232,15.699,0.053,1.908,0.093,g
2459706.73101,2022-05-07.2270171,bE,1.53,17.285,15.661,0.049,1.975,0.089,g
2459706.73231,2022-05-07.2283133,bE,1.48,17.232,15.752,0.056,1.815,0.093,g
2459708.85025,2022-05-09.3463869,bq,1.53,17.158,15.667,0.055,1.965,0.100,g
2459708.85154,2022-05-09.3476663,bq,1.52,17.120,15.671,0.058,1.957,0.103,g
2459708.85283,2022-05-09.3489633,bq,1.50,17.188,15.694,0.055,1.916,0.097,g
2459709.72475,2022-05-10.2209341,bi,1.42,16.910,15.781,0.077,1.768,0.125,g
2459709.72598,2022-05-10.2221695,bi,1.41,16.936,15.734,0.072,1.847,0.122,g
2459709.72722,2022-05-10.2234057,bi,1.44,16.941,15.708,0.070,1.891,0.122,g
2459713.66136,2022-05-14.1578113,bi,1.59,15.934,>15.934,99.990,1.270,0.307,g
2459713.66262,2022-05-14.1590612,bi,1.60,15.851,15.565,0.168,2.157,0.332,g
2459713.66387,2022-05-14.1603125,bi,1.66,15.853,>15.853,99.990,1.541,0.331,g
2459714.63641,2022-05-15.1329223,bi,1.53,15.895,15.314,0.128,2.719,0.319,g
2459714.63765,2022-05-15.1341673,bi,1.69,15.888,15.408,0.141,2.493,0.321,g
2459714.63890,2022-05-15.1354160,bi,1.58,15.983,15.640,0.160,2.015,0.294,g
2459716.66677,2022-05-17.1634366,bi,1.51,16.091,15.910,0.186,1.570,0.266,g
2459716.66802,2022-05-17.1646806,bi,1.50,16.175,16.102,0.205,1.316,0.246,g
2459716.66926,2022-05-17.1659208,bi,1.43,15.898,15.750,0.191,1.819,0.318,g
2459716.67740,2022-05-17.1740626,bE,1.55,16.182,15.325,0.099,2.693,0.245,g
2459716.67869,2022-05-17.1753517,bE,1.51,16.050,15.494,0.131,2.304,0.276,g
2459716.68000,2022-05-17.1766601,bE,1.63,16.162,15.760,0.151,1.804,0.249,g
2459718.81924,2022-05-19.3160556,bq,1.42,16.439,15.432,0.087,2.440,0.193,g
2459718.82055,2022-05-19.3173712,bq,1.50,16.543,15.973,0.130,1.483,0.175,g
2459718.82188,2022-05-19.3186966,bq,1.41,16.575,15.658,0.094,1.982,0.170,g
2459719.63891,2022-05-20.1357831,bE,1.48,16.797,15.645,0.076,2.004,0.139,g
2459719.64020,2022-05-20.1370770,bE,1.48,16.702,15.648,0.083,1.998,0.152,g
2459719.64149,2022-05-20.1383665,bE,1.48,16.869,15.873,0.087,1.625,0.130,g
2459720.24505,2022-05-20.7419732,bm,2.43,16.770,15.850,0.094,1.660,0.142,g
2459720.24629,2022-05-20.7432188,bm,2.43,16.855,15.743,0.078,1.831,0.132,g
2459720.24754,2022-05-20.7444630,bm,2.43,16.699,15.685,0.086,1.932,0.152,g
2459721.80789,2022-05-22.3049353,bq,1.58,17.203,15.812,0.061,1.718,0.096,g
2459721.80921,2022-05-22.3062473,bq,1.54,17.109,15.585,0.054,2.120,0.104,g
2459721.81051,2022-05-22.3075503,bq,1.51,17.155,15.738,0.059,1.841,0.100,g
2459722.63142,2022-05-23.1285254,bE,1.45,17.157,15.661,0.055,1.975,0.100,g
2459722.63271,2022-05-23.1298240,bE,1.45,17.143,15.653,0.055,1.990,0.101,g
2459722.63402,2022-05-23.1311317,bE,1.45,17.191,15.731,0.057,1.852,0.097,g
2459724.23850,2022-05-24.7357277,bm,1.51,16.820,15.756,0.082,1.810,0.136,g
2459724.23973,2022-05-24.7369650,bm,1.55,16.710,15.975,0.111,1.480,0.150,g
2459724.24156,2022-05-24.7387895,bm,1.49,16.894,15.825,0.082,1.698,0.127,g
2459725.78165,2022-05-26.2789940,bq,1.67,16.962,15.542,0.059,2.203,0.120,g
2459725.78289,2022-05-26.2802359,bq,1.62,17.010,15.727,0.067,1.860,0.114,g
2459725.78412,2022-05-26.2814721,bq,1.56,17.008,15.665,0.063,1.969,0.114,g
2459726.51489,2022-05-27.0123001,bi,1.43,17.358,15.761,0.050,1.801,0.083,g
2459726.51613,2022-05-27.0135431,bi,1.41,17.287,15.677,0.050,1.947,0.089,g
2459726.51736,2022-05-27.0147711,bi,1.45,17.319,15.751,0.051,1.819,0.086,g
2459727.78224,2022-05-28.2797493,bq,1.54,17.147,15.699,0.058,1.907,0.101,g
2459727.78346,2022-05-28.2809686,bq,1.54,17.136,15.651,0.056,1.993,0.102,g
2459727.78469,2022-05-28.2822048,bq,1.51,17.143,15.623,0.054,2.045,0.101,g
2459729.42169,2022-05-29.9193299,bm,2.42,16.685,16.039,0.121,1.395,0.154,g
2459729.42292,2022-05-29.9205695,bm,2.41,16.610,15.811,0.105,1.720,0.165,g
2459729.42416,2022-05-29.9218074,bm,2.48,16.583,16.124,0.143,1.289,0.169,g
2459731.76821,2022-06-01.2660586,bq,1.49,17.202,15.746,0.057,1.827,0.096,g
2459731.76945,2022-06-01.2672995,bq,1.48,17.125,15.703,0.059,1.901,0.103,g
2459731.77070,2022-06-01.2685491,bq,1.50,17.247,15.688,0.052,1.926,0.092,g
2459733.77478,2022-06-03.2727876,bq,1.55,17.206,15.781,0.059,1.769,0.095,g
2459733.77602,2022-06-03.2740309,bq,1.56,17.345,15.816,0.053,1.714,0.084,g
2459733.77725,2022-06-03.2752547,bq,1.51,17.164,15.667,0.055,1.965,0.099,g
2459736.85418,2022-06-06.3524538,bA,2.03,17.271,15.724,0.053,1.864,0.090,g
2459736.85544,2022-06-06.3537074,bA,2.03,17.291,15.633,0.047,2.026,0.088,g
2459736.85669,2022-06-06.3549618,bA,2.03,17.211,15.677,0.053,1.946,0.095,g
2459741.46333,2022-06-10.9620037,bE,1.53,16.404,15.733,0.118,1.850,0.199,g
2459741.46461,2022-06-10.9632922,bE,1.57,16.523,15.677,0.100,1.947,0.179,g
2459741.46590,2022-06-10.9645798,bE,1.57,16.389,15.961,0.148,1.499,0.202,g
2459742.59857,2022-06-12.0973541,bE,1.53,16.217,15.820,0.152,1.706,0.237,g
2459742.59986,2022-06-12.0986390,bE,1.48,16.202,15.513,0.116,2.263,0.240,g
2459742.60117,2022-06-12.0999414,bE,1.57,16.199,15.674,0.135,1.952,0.241,g
2459742.62638,2022-06-12.1251678,bE,1.58,16.111,15.574,0.134,2.140,0.261,g
2459742.62767,2022-06-12.1264557,bE,1.51,16.065,16.016,0.210,1.424,0.272,g
2459742.62898,2022-06-12.1277613,bE,1.57,16.237,15.800,0.147,1.738,0.233,g
2459746.72663,2022-06-16.2257746,bq,1.54,16.452,15.867,0.128,1.634,0.191,g
2459746.72787,2022-06-16.2270094,bq,1.52,16.458,15.637,0.103,2.020,0.190,g
2459746.72910,2022-06-16.2282510,bq,1.51,16.367,15.719,0.121,1.873,0.206,g
2459747.60382,2022-06-17.1030437,bi,1.46,16.414,15.838,0.129,1.679,0.198,g
2459747.60506,2022-06-17.1042854,bi,1.49,16.368,16.021,0.159,1.418,0.206,g
2459747.60630,2022-06-17.1055283,bi,1.45,16.216,15.666,0.132,1.966,0.237,g
2459748.63109,2022-06-18.1304057,bi,2.00,99.990,99.990,99.990,99.990,99.990,g
2459748.63234,2022-06-18.1316533,bi,1.60,99.990,99.990,99.990,99.990,99.990,g
2459748.63357,2022-06-18.1328905,bi,1.47,99.990,99.990,99.990,99.990,99.990,g
2459749.71950,2022-06-19.2189172,bq,1.46,17.316,15.677,0.048,1.947,0.086,g
2459749.72073,2022-06-19.2201451,bq,1.49,17.250,15.542,0.045,2.204,0.092,g
2459749.72196,2022-06-19.2213752,bq,1.46,17.354,15.791,0.052,1.752,0.083,g
2459750.56170,2022-06-20.0611935,bi,1.44,16.037,15.884,0.190,1.608,0.280,g
2459750.56293,2022-06-20.0624281,bi,1.41,15.893,15.493,0.152,2.304,0.319,g
2459750.56416,2022-06-20.06365,bi,1.42,15.841,15.250,0.127,2.884,0.335,g
2459750.58480,2022-06-20.0843033,bi,1.44,14.002,>14.002,99.990,0.680,1.820,g
