HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2456622.15528,2013-11-25.6579703,ba,1.87,15.603,>15.603,99.990,1.444,0.440,V
2456622.15664,2013-11-25.6593365,ba,1.76,15.379,14.926,0.144,4.109,0.542,V
2456625.15019,2013-11-28.6526371,ba,2.29,16.333,15.350,0.089,2.780,0.225,V
2456625.15156,2013-11-28.6540048,ba,2.33,16.588,15.494,0.080,2.434,0.178,V
2456640.06238,2013-12-13.5635015,ba,1.69,14.322,>14.322,99.990,0.513,1.433,V
2456640.06374,2013-12-13.5648693,ba,1.72,14.342,>14.342,99.990,3.734,1.407,V
2456653.12680,2013-12-26.6267120,ba,2.11,16.887,15.425,0.057,2.593,0.135,V
2456659.06215,2014-01-01.5614950,ba,2.33,16.632,15.266,0.062,3.004,0.171,V
2456659.06346,2014-01-01.5628075,ba,2.37,16.319,15.323,0.087,2.850,0.228,V
2456668.05542,2014-01-10.5539329,bd,2.50,16.932,15.697,0.070,2.019,0.130,V
2456668.05674,2014-01-10.5552597,bd,2.50,16.895,15.803,0.080,1.832,0.134,V
2456675.95701,2014-01-18.4548357,ba,1.68,16.129,15.755,0.155,1.913,0.271,V
2456675.95837,2014-01-18.4561945,ba,1.77,15.950,15.305,0.121,2.898,0.320,V
2456682.97553,2014-01-25.4727672,ba,1.73,17.054,15.448,0.050,2.538,0.116,V
2456682.97718,2014-01-25.4744137,ba,1.75,17.010,15.424,0.051,2.597,0.121,V
2456701.90081,2014-02-13.3966971,ba,2.43,15.807,15.577,0.177,2.255,0.365,V
2456701.90221,2014-02-13.3980990,ba,2.40,15.945,15.565,0.154,2.280,0.321,V
2456735.86990,2014-03-19.3641504,ba,1.65,16.079,15.705,0.155,2.004,0.284,V
2456735.87120,2014-03-19.3654545,ba,1.64,16.062,15.102,0.091,3.494,0.289,V
2456741.89155,2014-03-25.3857689,ba,1.81,17.109,15.493,0.049,2.434,0.110,V
2456741.89290,2014-03-25.3871266,ba,1.71,17.086,15.495,0.050,2.431,0.112,V
2456751.92380,2014-04-04.4180958,ba,1.65,17.154,15.580,0.051,2.249,0.106,V
2456751.92512,2014-04-04.4194210,ba,1.71,17.155,15.383,0.043,2.698,0.105,V
2456756.73967,2014-04-09.2340625,ba,1.85,15.372,15.091,0.169,3.529,0.545,V
2456758.82271,2014-04-11.3171539,ba,2.42,16.285,15.461,0.102,2.510,0.235,V
2456758.82404,2014-04-11.3184768,ba,2.40,16.251,15.321,0.093,2.854,0.243,V
2456764.99407,2014-04-17.4886981,ba,2.14,16.313,15.474,0.101,2.480,0.229,V
2456764.99541,2014-04-17.4900439,ba,2.05,16.224,15.427,0.105,2.588,0.249,V
2456778.77123,2014-05-01.2664896,ba,2.49,16.906,15.524,0.061,2.367,0.133,V
2456778.77257,2014-05-01.2678246,ba,2.41,17.008,15.422,0.051,2.599,0.121,V
2456781.76409,2014-05-04.2595111,ba,1.63,16.949,15.463,0.056,2.504,0.128,V
2456781.76543,2014-05-04.2608439,ba,1.63,17.083,15.540,0.053,2.333,0.113,V
2456783.87925,2014-05-06.3747905,ba,1.82,16.923,15.523,0.060,2.368,0.131,V
2456783.88057,2014-05-06.3761142,ba,1.81,16.975,15.462,0.054,2.507,0.124,V
2456794.86657,2014-05-17.3628366,ba,1.65,16.684,15.548,0.077,2.315,0.163,V
2456794.86797,2014-05-17.3642478,ba,1.66,16.663,15.623,0.084,2.161,0.166,V
2456796.84823,2014-05-19.3446479,ba,1.81,17.077,15.482,0.050,2.461,0.113,V
2456796.84959,2014-05-19.3460018,ba,1.77,17.088,15.511,0.051,2.395,0.112,V
2456798.84295,2014-05-21.3395148,ba,1.77,17.152,15.421,0.044,2.601,0.106,V
2456798.84428,2014-05-21.34085,ba,1.70,17.161,15.502,0.047,2.416,0.105,V
2456799.85003,2014-05-22.3466789,ba,2.01,17.143,15.549,0.050,2.314,0.107,V
2456799.85139,2014-05-22.3480355,ba,2.02,17.134,15.557,0.051,2.298,0.108,V
2456802.83382,2014-05-25.3306920,ba,2.06,17.141,15.509,0.049,2.401,0.107,V
2456802.83517,2014-05-25.3320394,ba,2.06,17.154,15.549,0.050,2.315,0.106,V
2456805.84334,2014-05-28.3404559,ba,2.13,17.166,15.522,0.048,2.370,0.104,V
2456805.84468,2014-05-28.3417956,ba,2.12,17.060,15.506,0.052,2.406,0.115,V
2456808.82182,2014-05-31.3191837,ba,2.19,16.741,15.429,0.065,2.585,0.154,V
2456808.82317,2014-05-31.3205343,ba,2.26,16.629,15.444,0.073,2.547,0.171,V
2456813.82916,2014-06-05.3269414,ba,1.99,15.839,15.627,0.180,2.153,0.354,V
2456813.83048,2014-06-05.3282699,ba,2.08,15.762,15.391,0.156,2.676,0.380,V
2456817.80715,2014-06-09.3052788,ba,1.71,16.330,15.548,0.107,2.317,0.225,V
2456817.80848,2014-06-09.3066046,ba,1.66,16.336,15.435,0.095,2.569,0.224,V
2456819.83119,2014-06-11.3294990,ba,1.79,16.312,15.697,0.124,2.018,0.229,V
2456819.83259,2014-06-11.3308952,ba,1.73,16.233,15.550,0.117,2.311,0.246,V
2456821.83798,2014-06-13.3364718,ba,1.79,15.615,15.474,0.193,2.477,0.435,V
2456821.83939,2014-06-13.3378746,ba,1.74,15.185,15.013,0.187,3.791,0.647,V
2456823.81610,2014-06-15.3147672,ba,1.81,16.701,15.368,0.064,2.731,0.160,V
2456823.81753,2014-06-15.3161931,ba,1.81,16.603,15.571,0.085,2.268,0.175,V
2456826.79640,2014-06-18.2953287,ba,1.67,17.100,15.483,0.049,2.460,0.111,V
2456826.79779,2014-06-18.2967175,ba,1.67,17.109,15.427,0.046,2.589,0.110,V
2456829.79977,2014-06-21.2989729,ba,1.66,17.066,15.525,0.053,2.366,0.115,V
2456829.80114,2014-06-21.3003490,ba,1.65,17.096,15.545,0.052,2.323,0.111,V
2456832.78961,2014-06-24.2890862,ba,1.71,17.109,15.523,0.051,2.369,0.110,V
2456832.79101,2014-06-24.2904916,ba,1.74,17.017,15.501,0.054,2.419,0.120,V
2456835.78203,2014-06-27.2817761,ba,2.47,17.085,15.523,0.052,2.370,0.113,V
2456835.78343,2014-06-27.2831820,ba,2.40,16.962,15.445,0.054,2.548,0.126,V
2456846.76716,2014-07-08.2679008,ba,2.38,16.528,15.515,0.086,2.387,0.188,V
2456846.76855,2014-07-08.2692934,ba,2.40,16.496,15.403,0.080,2.646,0.194,V
2456848.74655,2014-07-10.2474664,ba,2.45,15.665,15.314,0.159,2.873,0.416,V
2456848.74793,2014-07-10.2488502,ba,2.44,15.775,15.253,0.136,3.040,0.376,V
2456850.75476,2014-07-12.2558597,ba,2.29,15.332,>15.332,99.990,1.318,0.565,V
2456850.75619,2014-07-12.2572820,ba,2.16,15.226,>15.226,99.990,1.747,0.623,V
2456851.75177,2014-07-13.2529511,ba,2.14,16.263,15.635,0.123,2.138,0.240,V
2456851.75319,2014-07-13.2543684,ba,2.11,16.356,15.694,0.119,2.024,0.220,V
2456972.15331,2014-11-10.6567296,ba,2.02,99.990,99.990,99.990,99.990,99.990,V
2456973.14946,2014-11-11.6528230,ba,1.69,15.969,15.230,0.111,3.104,0.314,V
2456973.15091,2014-11-11.6542745,ba,1.62,15.662,14.963,0.115,3.972,0.417,V
2456984.12876,2014-11-22.6313061,ba,1.66,16.887,15.070,0.041,3.599,0.135,V
2456984.13021,2014-11-22.6327581,ba,1.64,16.890,15.219,0.047,3.137,0.135,V
2456989.11432,2014-11-27.6164668,ba,1.61,17.075,15.252,0.041,3.042,0.114,V
2456989.11573,2014-11-27.6178765,ba,1.62,16.988,15.230,0.043,3.104,0.123,V
2456991.11172,2014-11-29.6137011,ba,1.63,16.931,15.281,0.048,2.962,0.130,V
2456991.11320,2014-11-29.6151846,ba,1.58,16.955,15.203,0.044,3.182,0.127,V
2456991.14782,2014-11-29.6497984,ba,1.66,16.970,15.142,0.041,3.364,0.125,V
2456991.14928,2014-11-29.6512625,ba,1.63,16.865,15.223,0.048,3.125,0.138,V
2456992.14836,2014-11-30.6502493,ba,1.61,16.945,15.209,0.044,3.165,0.128,V
2456992.14980,2014-11-30.6516953,ba,1.63,16.923,15.164,0.043,3.298,0.131,V
2456994.11811,2014-12-02.6198327,ba,1.65,16.973,15.169,0.041,3.284,0.125,V
2456994.11952,2014-12-02.6212415,ba,1.68,16.993,15.192,0.042,3.212,0.122,V
2456994.14921,2014-12-02.6509318,ba,1.67,16.798,15.067,0.044,3.606,0.147,V
2456994.15065,2014-12-02.6523678,ba,1.65,16.832,15.192,0.048,3.215,0.142,V
2457000.11235,2014-12-08.6135523,ba,1.65,16.448,15.281,0.075,2.960,0.202,V
2457001.11275,2014-12-09.6138583,ba,1.65,16.410,15.196,0.072,3.203,0.210,V
2457002.10479,2014-12-10.6058099,ba,1.67,16.532,15.216,0.065,3.144,0.187,V
2457002.10619,2014-12-10.6072075,ba,1.59,16.680,15.284,0.060,2.954,0.163,V
2457003.09629,2014-12-11.5972149,ba,1.69,16.501,15.234,0.068,3.091,0.193,V
2457003.09777,2014-12-11.5986956,ba,1.69,16.542,15.170,0.062,3.280,0.186,V
2457009.10198,2014-12-17.6023549,ba,1.75,15.640,15.216,0.148,3.145,0.426,V
2457009.10342,2014-12-17.6037878,ba,1.69,15.088,>15.088,99.990,2.531,0.708,V
2457011.09732,2014-12-19.5975079,ba,1.65,17.091,15.329,0.043,2.835,0.112,V
2457011.09882,2014-12-19.5989980,ba,1.68,17.033,15.356,0.047,2.764,0.118,V
2457021.12217,2014-12-29.6214062,ba,1.63,17.143,15.325,0.041,2.845,0.107,V
2457021.12366,2014-12-29.6229012,ba,1.62,17.128,15.330,0.042,2.830,0.108,V
2457031.07241,2015-01-08.5707214,ba,1.64,16.444,15.254,0.073,3.036,0.203,V
2457031.07380,2015-01-08.5721157,ba,1.59,16.367,15.343,0.085,2.796,0.218,V
2457036.97805,2015-01-14.4758326,ba,1.64,17.022,15.318,0.045,2.864,0.119,V
2457036.97947,2015-01-14.4772525,ba,1.68,16.982,15.322,0.047,2.853,0.124,V
2457039.05122,2015-01-16.5488146,ba,1.76,17.065,15.296,0.043,2.920,0.115,V
2457039.05260,2015-01-16.5501972,ba,1.73,17.192,15.396,0.042,2.665,0.102,V
2457042.05090,2015-01-19.5482415,ba,1.66,17.124,15.367,0.043,2.737,0.109,V
2457043.03858,2015-01-20.5358366,ba,1.64,17.128,15.264,0.039,3.009,0.108,V
2457043.03999,2015-01-20.5372440,ba,1.62,17.145,15.370,0.043,2.728,0.106,V
2457046.03726,2015-01-23.5342653,ba,1.68,17.131,15.359,0.043,2.757,0.108,V
2457046.03866,2015-01-23.5356675,ba,1.62,17.217,15.401,0.041,2.651,0.100,V
2457049.03895,2015-01-26.5357126,ba,1.85,17.122,15.313,0.041,2.877,0.109,V
2457049.04038,2015-01-26.5371421,ba,1.85,17.187,15.388,0.042,2.684,0.102,V
2457051.02986,2015-01-28.5264656,ba,1.63,17.121,15.400,0.045,2.654,0.109,V
2457051.03127,2015-01-28.5278780,ba,1.58,17.094,15.427,0.047,2.589,0.112,V
2457053.03385,2015-01-30.5302965,ba,1.83,16.799,15.454,0.063,2.524,0.146,V
2457053.03528,2015-01-30.5317265,ba,1.77,16.862,15.433,0.059,2.575,0.138,V
2457055.02573,2015-02-01.5220271,ba,1.68,16.625,15.286,0.064,2.948,0.172,V
2457055.02714,2015-02-01.5234417,ba,1.67,16.484,15.398,0.080,2.658,0.196,V
2457055.96308,2015-02-02.4593114,ba,1.66,16.303,15.329,0.089,2.836,0.231,V
2457055.96447,2015-02-02.4606972,ba,1.62,16.210,15.200,0.086,3.192,0.252,V
2457065.00648,2015-02-11.5020950,ba,2.09,16.879,15.428,0.057,2.587,0.136,V
2457065.00788,2015-02-11.5034895,ba,2.10,16.854,15.354,0.055,2.768,0.139,V
2457070.00210,2015-02-16.4974165,ba,1.60,17.211,15.430,0.042,2.580,0.100,V
2457070.00365,2015-02-16.4989583,ba,1.64,17.206,15.354,0.040,2.768,0.101,V
2457072.00509,2015-02-18.5002936,ba,1.64,17.162,15.395,0.043,2.668,0.105,V
2457072.00657,2015-02-18.5017704,ba,1.63,17.182,15.470,0.045,2.489,0.103,V
2457077.00403,2015-02-23.4989775,ba,1.65,17.159,15.360,0.042,2.753,0.105,V
2457077.00543,2015-02-23.5003778,ba,1.63,17.161,15.395,0.043,2.666,0.105,V
2457080.91071,2015-02-27.4054818,ba,1.64,16.755,15.475,0.067,2.477,0.153,V
2457080.91212,2015-02-27.4069042,ba,1.61,16.814,15.414,0.060,2.621,0.144,V
2457084.98491,2015-03-03.4795259,ba,2.00,16.302,15.211,0.080,3.158,0.231,V
2457092.05616,2015-03-10.5505650,ba,2.10,16.515,15.423,0.080,2.600,0.190,V
2457092.05776,2015-03-10.5521693,ba,2.10,16.664,15.409,0.069,2.632,0.166,V
2457095.99611,2015-03-14.4904363,ba,2.11,17.039,15.466,0.051,2.498,0.117,V
2457095.99773,2015-03-14.4920597,ba,2.05,17.053,15.474,0.051,2.478,0.116,V
2457096.95133,2015-03-15.4456379,ba,1.69,17.122,15.446,0.047,2.543,0.109,V
2457096.95293,2015-03-15.4472351,ba,1.69,17.131,15.423,0.045,2.598,0.108,V
2457099.02599,2015-03-17.5202699,ba,1.67,17.137,15.430,0.045,2.581,0.107,V
2457100.03498,2015-03-18.5296534,ba,1.60,17.105,15.395,0.045,2.666,0.111,V
2457100.03660,2015-03-18.5312724,ba,1.63,17.136,15.353,0.042,2.773,0.107,V
2457100.93153,2015-03-19.4261865,ba,1.68,17.186,15.331,0.040,2.828,0.103,V
2457100.93315,2015-03-19.4278096,ba,1.64,17.149,15.466,0.046,2.498,0.106,V
2457103.94944,2015-03-22.4440871,ba,1.61,17.166,15.446,0.045,2.544,0.104,V
2457103.95100,2015-03-22.4456552,ba,1.64,17.098,15.388,0.045,2.684,0.111,V
2457106.90257,2015-03-25.3972092,ba,1.62,17.017,15.442,0.051,2.555,0.120,V
2457108.83531,2015-03-27.3299523,ba,1.62,16.754,15.394,0.063,2.669,0.153,V
2457108.83692,2015-03-27.3315634,ba,1.60,16.775,15.492,0.067,2.439,0.150,V
2457110.05321,2015-03-28.5478493,ba,1.65,17.138,15.407,0.044,2.635,0.107,V
2457110.05482,2015-03-28.5494585,ba,1.65,17.042,15.386,0.048,2.687,0.117,V
2457110.79716,2015-03-29.2918065,ba,1.65,16.527,15.419,0.079,2.609,0.188,V
2457110.79877,2015-03-29.2934174,ba,1.65,16.550,15.422,0.077,2.602,0.184,V
2457118.98500,2015-04-06.4797422,ba,1.71,16.117,15.378,0.111,2.709,0.274,V
2457118.98655,2015-04-06.4812944,ba,1.78,16.044,15.387,0.120,2.686,0.293,V
2457119.92388,2015-04-07.4186400,ba,1.75,16.454,15.508,0.092,2.402,0.201,V
2457119.92542,2015-04-07.4201812,ba,1.84,16.390,15.321,0.082,2.853,0.213,V
2457122.01513,2015-04-09.5099399,ba,1.80,16.632,15.434,0.073,2.573,0.171,V
2457122.01675,2015-04-09.5115583,ba,1.79,16.789,15.629,0.075,2.150,0.148,V
2457125.01486,2015-04-12.5097378,ba,2.03,16.857,15.571,0.067,2.267,0.139,V
2457125.01641,2015-04-12.5113017,ba,2.08,16.876,15.502,0.062,2.417,0.136,V
2457125.96027,2015-04-13.4551785,ba,1.70,16.981,15.451,0.053,2.531,0.124,V
2457125.96181,2015-04-13.4567234,ba,1.74,17.027,15.484,0.053,2.455,0.119,V
2457127.91605,2015-04-15.4110187,ba,1.84,14.875,>14.875,99.990,4.099,0.863,V
2457127.91761,2015-04-15.4125812,ba,1.68,16.944,15.451,0.055,2.534,0.128,V
2457130.86868,2015-04-18.3637479,ba,1.67,17.104,15.429,0.047,2.583,0.111,V
2457130.87028,2015-04-18.3653475,ba,1.65,17.119,15.483,0.048,2.458,0.109,V
2457132.88735,2015-04-20.3824975,ba,1.59,17.164,15.448,0.045,2.538,0.105,V
2457132.88894,2015-04-20.3840975,ba,1.65,17.073,15.450,0.049,2.534,0.114,V
2457136.73753,2015-04-24.2328416,ba,1.86,15.120,>15.120,99.990,3.056,0.687,V
2457136.73907,2015-04-24.2343815,ba,1.80,15.216,>15.216,99.990,2.014,0.629,V
2457136.75062,2015-04-24.2459268,ba,1.73,16.424,15.586,0.101,2.236,0.207,V
2457136.75219,2015-04-24.2474934,ba,1.81,15.001,>15.001,99.990,2.583,0.767,V
2457137.74098,2015-04-25.2363309,ba,2.04,16.478,15.336,0.077,2.815,0.197,V
2457137.74251,2015-04-25.2378635,ba,2.03,16.560,15.449,0.079,2.537,0.182,V
2457137.76014,2015-04-25.2554957,ba,1.72,16.819,15.496,0.065,2.430,0.144,V
2457137.76172,2015-04-25.2570730,ba,1.69,16.888,15.510,0.061,2.399,0.135,V
2457138.74486,2015-04-26.2402581,ba,2.10,16.537,15.485,0.083,2.455,0.186,V
2457138.74644,2015-04-26.2418260,ba,2.08,16.662,15.352,0.066,2.773,0.166,V
2457138.83509,2015-04-26.3304796,ba,1.68,16.811,15.406,0.060,2.639,0.145,V
2457138.83667,2015-04-26.3320643,ba,1.64,16.874,15.299,0.051,2.914,0.137,V
2457145.82073,2015-05-03.3164798,ba,1.83,16.104,15.542,0.131,2.329,0.278,V
2457145.82229,2015-05-03.3180488,ba,1.74,16.125,15.772,0.158,1.884,0.272,V
2457148.94024,2015-05-06.4361827,ba,1.60,16.336,15.575,0.109,2.260,0.224,V
2457148.94179,2015-05-06.4377247,ba,1.64,16.461,15.279,0.074,2.966,0.200,V
2457149.88953,2015-05-07.3855269,ba,1.64,16.670,15.508,0.075,2.402,0.165,V
2457149.89110,2015-05-07.3870916,ba,1.63,16.663,15.537,0.078,2.339,0.166,V
2457151.93792,2015-05-09.4340414,ba,1.74,16.731,15.498,0.070,2.424,0.156,V
2457151.93945,2015-05-09.4355730,ba,1.73,16.712,15.594,0.078,2.219,0.159,V
2457154.80708,2015-05-12.3033835,ba,1.69,15.445,15.057,0.153,3.640,0.509,V
2457154.80868,2015-05-12.3049875,ba,1.63,15.645,15.362,0.169,2.747,0.424,V
2457155.79734,2015-05-13.2937196,ba,1.63,17.122,15.490,0.049,2.442,0.109,V
2457155.79893,2015-05-13.2953006,ba,1.67,17.104,15.423,0.046,2.598,0.111,V
2457157.91469,2015-05-15.4112431,ba,1.71,17.035,15.523,0.054,2.368,0.118,V
2457160.80560,2015-05-18.3023304,ba,1.70,17.078,15.469,0.050,2.491,0.113,V
2457160.80722,2015-05-18.3039519,ba,1.68,17.120,15.398,0.045,2.658,0.109,V
2457162.89626,2015-05-20.3931487,ba,1.66,17.085,15.439,0.048,2.560,0.113,V
2457162.89786,2015-05-20.3947474,ba,1.68,17.029,15.366,0.047,2.739,0.118,V
2457164.82957,2015-05-22.3266092,ba,1.62,17.089,15.453,0.048,2.527,0.112,V
2457164.83122,2015-05-22.3282571,ba,1.59,17.170,15.431,0.044,2.580,0.104,V
2457167.84938,2015-05-25.3466530,ba,1.65,16.948,15.483,0.057,2.459,0.128,V
2457167.85095,2015-05-25.3482239,ba,1.67,16.992,15.411,0.051,2.627,0.123,V
2457172.78266,2015-05-30.2803248,ba,1.71,16.338,15.219,0.078,3.134,0.224,V
2457172.78426,2015-05-30.2819283,ba,1.65,16.475,15.555,0.094,2.301,0.197,V
2457175.87045,2015-06-02.3683767,ba,1.62,16.030,15.587,0.146,2.234,0.297,V
2457175.87206,2015-06-02.3699884,ba,1.66,16.292,15.461,0.102,2.511,0.233,V
2457177.86113,2015-06-04.3592317,ba,1.63,16.443,15.487,0.091,2.450,0.203,V
2457177.86271,2015-06-04.3608135,ba,1.58,16.392,15.826,0.130,1.793,0.213,V
2457178.78688,2015-06-05.2850640,ba,1.62,17.145,15.465,0.046,2.500,0.106,V
2457178.78850,2015-06-05.2866876,ba,1.61,17.100,15.486,0.049,2.453,0.111,V
2457182.76251,2015-06-09.2610295,ba,1.63,17.004,15.451,0.052,2.533,0.121,V
2457182.76407,2015-06-09.2625927,ba,1.59,17.133,15.440,0.046,2.558,0.108,V
2457185.84059,2015-06-12.3393781,ba,1.66,17.126,15.496,0.049,2.430,0.108,V
2457185.84206,2015-06-12.3408543,ba,1.67,17.063,15.523,0.053,2.370,0.115,V
2457186.83149,2015-06-13.3303754,ba,1.74,15.175,14.928,0.175,4.096,0.654,V
2457186.83302,2015-06-13.3319037,ba,1.71,14.309,>14.309,99.990,2.687,1.451,V
2457189.81284,2015-06-16.3119979,ba,1.65,17.013,15.394,0.049,2.669,0.120,V
2457189.81439,2015-06-16.3135516,ba,1.70,17.105,15.445,0.047,2.547,0.111,V
2457190.78706,2015-06-17.2863057,ba,1.98,15.582,>15.582,99.990,2.111,0.449,V
2457190.78854,2015-06-17.2877905,ba,1.73,16.143,15.326,0.103,2.841,0.268,V
2457191.83457,2015-06-18.3338898,ba,1.63,17.157,15.439,0.045,2.560,0.105,V
2457191.83593,2015-06-18.3352575,ba,1.66,17.091,15.415,0.047,2.617,0.112,V
2457193.81652,2015-06-20.3160251,ba,1.69,17.133,15.588,0.053,2.233,0.108,V
2457193.81806,2015-06-20.3175607,ba,1.65,17.043,15.459,0.051,2.513,0.117,V
2457195.79330,2015-06-22.2929965,ba,1.74,16.992,15.621,0.062,2.165,0.123,V
2457195.79482,2015-06-22.2945116,ba,1.76,17.016,15.459,0.052,2.514,0.120,V
2457200.77271,2015-06-27.2728587,ba,1.79,16.402,15.394,0.087,2.667,0.211,V
2457200.77427,2015-06-27.2744231,ba,1.72,16.423,15.563,0.099,2.282,0.207,V
2457205.77809,2015-07-02.2786811,ba,1.64,16.214,15.438,0.107,2.563,0.251,V
2457205.77963,2015-07-02.2802122,ba,1.66,16.275,15.398,0.098,2.657,0.237,V
2457208.75771,2015-07-05.2585680,ba,1.78,16.837,15.482,0.063,2.461,0.141,V
2457208.75990,2015-07-05.2607517,ba,2.07,16.956,15.456,0.055,2.520,0.127,V
2457212.77094,2015-07-09.2721482,ba,1.76,16.999,15.453,0.053,2.527,0.122,V
2457212.77243,2015-07-09.2736458,ba,1.80,17.103,15.499,0.050,2.424,0.111,V
2457354.13464,2015-11-27.6372162,ba,1.62,15.902,15.090,0.104,3.532,0.334,V
2457354.13588,2015-11-27.6384517,ba,1.64,15.695,15.334,0.157,2.821,0.405,V
2457354.13713,2015-11-27.6397057,ba,1.77,15.789,15.442,0.159,2.553,0.371,V
2457356.11597,2015-11-29.6183778,ba,2.06,16.167,15.341,0.102,2.804,0.262,V
2457356.11723,2015-11-29.6196422,ba,2.05,16.356,15.670,0.116,2.070,0.220,V
2457356.11849,2015-11-29.6208954,ba,2.02,16.218,15.393,0.102,2.670,0.250,V
2457360.15214,2015-12-03.6542031,ba,1.65,16.683,15.463,0.071,2.505,0.163,V
2457360.15339,2015-12-03.6554525,ba,1.65,16.600,15.366,0.070,2.739,0.176,V
2457360.15464,2015-12-03.6567045,ba,1.65,16.584,15.517,0.082,2.383,0.178,V
2457364.12530,2015-12-07.6270163,ba,1.66,16.940,15.413,0.054,2.623,0.129,V
2457364.12655,2015-12-07.6282634,ba,1.68,16.833,15.476,0.063,2.475,0.142,V
2457364.12780,2015-12-07.6295114,ba,1.69,16.845,15.518,0.064,2.381,0.140,V
2457366.10705,2015-12-09.6085849,ba,2.03,16.848,15.461,0.061,2.509,0.140,V
2457366.10830,2015-12-09.6098341,ba,1.85,16.868,15.431,0.058,2.579,0.137,V
2457366.10954,2015-12-09.6110765,ba,2.01,17.037,15.464,0.051,2.501,0.118,V
2457369.08905,2015-12-12.5903116,ba,1.68,17.021,15.492,0.053,2.437,0.119,V
2457369.09030,2015-12-12.5915663,ba,1.66,16.955,15.470,0.056,2.488,0.127,V
2457369.09156,2015-12-12.5928226,ba,1.68,16.895,15.447,0.058,2.540,0.134,V
2457374.06905,2015-12-17.5698513,ba,2.37,16.863,15.441,0.059,2.555,0.138,V
2457374.07030,2015-12-17.5711026,ba,2.33,16.877,15.580,0.066,2.249,0.136,V
2457380.05168,2015-12-23.5519210,ba,1.78,16.141,15.651,0.140,2.106,0.268,V
2457380.05293,2015-12-23.5531737,ba,1.73,16.068,15.253,0.103,3.037,0.287,V
2457380.05419,2015-12-23.5544261,ba,1.80,16.377,15.482,0.096,2.460,0.216,V
2457384.04208,2015-12-27.5419418,ba,2.15,15.969,15.141,0.102,3.371,0.314,V
2457384.04332,2015-12-27.5431840,ba,2.12,16.066,15.600,0.143,2.209,0.287,V
2457384.04458,2015-12-27.5444497,ba,2.12,16.048,15.451,0.126,2.531,0.292,V
2457391.16424,2016-01-03.6634366,ba,1.72,16.873,15.528,0.063,2.359,0.137,V
2457391.16549,2016-01-03.6646879,ba,1.68,16.853,15.322,0.053,2.851,0.139,V
2457391.16676,2016-01-03.6659531,ba,1.67,16.814,15.474,0.064,2.479,0.144,V
2457395.10830,2016-01-07.6071280,ba,1.78,16.954,15.406,0.052,2.638,0.127,V
2457395.10955,2016-01-07.6083792,ba,1.69,17.116,15.529,0.051,2.355,0.109,V
2457395.11080,2016-01-07.6096333,ba,1.71,17.034,15.494,0.053,2.433,0.118,V
2457397.02875,2016-01-09.5274028,ba,1.77,17.042,15.500,0.053,2.422,0.117,V
2457397.03000,2016-01-09.5286542,ba,1.80,17.043,15.423,0.049,2.597,0.117,V
2457397.03125,2016-01-09.5299081,ba,1.73,17.032,15.437,0.050,2.565,0.118,V
2457399.02331,2016-01-11.5217821,ba,1.72,17.165,15.534,0.049,2.345,0.105,V
2457399.02456,2016-01-11.5230358,ba,1.73,16.989,15.447,0.053,2.542,0.123,V
2457399.02582,2016-01-11.5242989,ba,1.66,17.067,15.550,0.054,2.310,0.114,V
2457401.99832,2016-01-14.4965284,ba,1.70,16.998,15.518,0.056,2.380,0.122,V
2457401.99958,2016-01-14.4977886,ba,1.73,17.061,15.436,0.049,2.569,0.115,V
2457402.00084,2016-01-14.4990541,ba,1.75,17.081,15.425,0.047,2.594,0.113,V
2457404.01816,2016-01-16.5161875,ba,1.67,17.069,15.461,0.050,2.508,0.114,V
2457404.01941,2016-01-16.5174386,ba,1.75,17.074,15.482,0.050,2.462,0.114,V
2457404.02066,2016-01-16.5186901,ba,1.84,17.085,15.505,0.051,2.408,0.113,V
2457406.98191,2016-01-19.4796901,ba,1.65,16.524,15.633,0.096,2.141,0.189,V
2457406.98316,2016-01-19.4809381,ba,1.63,16.420,15.593,0.102,2.221,0.207,V
2457406.98442,2016-01-19.4821937,ba,1.65,16.476,15.401,0.081,2.651,0.197,V
2457408.08481,2016-01-20.5824881,ba,2.00,16.972,15.420,0.052,2.606,0.125,V
2457408.08606,2016-01-20.5837365,ba,1.80,17.048,15.601,0.058,2.206,0.116,V
2457408.08752,2016-01-20.5851996,ba,1.71,17.058,15.434,0.049,2.572,0.115,V
2457409.00187,2016-01-21.4994774,ba,1.67,16.313,15.518,0.105,2.381,0.229,V
2457409.00313,2016-01-21.5007305,ba,1.61,16.460,15.465,0.088,2.499,0.200,V
2457409.00440,2016-01-21.5019966,ba,1.63,16.249,15.422,0.102,2.601,0.243,V
2457413.00399,2016-01-25.5012644,ba,1.77,16.212,15.665,0.132,2.080,0.251,V
2457413.00523,2016-01-25.5025030,ba,1.69,16.168,15.727,0.146,1.965,0.262,V
2457413.00648,2016-01-25.5037555,ba,1.77,16.340,15.528,0.104,2.360,0.223,V
2457418.08190,2016-01-30.5787689,ba,1.67,16.693,15.378,0.065,2.706,0.161,V
2457418.08315,2016-01-30.5800212,ba,1.59,16.726,15.445,0.067,2.545,0.157,V
2457418.08440,2016-01-30.5812753,ba,1.64,16.689,15.486,0.072,2.451,0.162,V
2457420.06751,2016-02-01.5642343,ba,1.66,16.961,15.497,0.057,2.427,0.126,V
