# host-subtracted and Galactic extinction correct AB magnitudes 
#filter MJD ab_mag ab_mag_err 
UVW2   57197.09738 16.98 0.04 
UVW2   57199.78981 17.01 0.04 
UVW2   57201.81959 17.17 0.04 
UVW2   57205.63738 17.23 0.04 
UVW2   57208.66380 17.41 0.04 
UVW2   57211.65857 17.53 0.04 
UVW2   57214.67309 17.68 0.04 
UVW2   57214.71246 17.75 0.06 
UVW2   57216.57857 17.83 0.05 
UVW2   57217.24869 17.83 0.04 
UVW2   57217.64337 17.77 0.06 
UVW2   57219.80333 18.05 0.07 
UVW2   57220.53855 18.05 0.07 
UVW2   57221.68491 18.05 0.06 
UVW2   57223.51332 18.24 0.05 
UVW2   57226.51908 18.51 0.04 
UVW2   57229.26717 18.61 0.05 
UVW2   57232.89631 18.85 0.06 
UVW2   57241.12440 19.12 0.05 
UVW2   57244.88391 19.36 0.07 
UVW2   57248.47213 19.48 0.06 
UVW2   57250.70544 19.42 0.11 
UVW2   57253.69794 19.44 0.12 
UVW2   57255.69504 19.64 0.07 
UVW2   57259.40358 19.86 0.10 
UVW2   57262.72911 19.77 0.07 
UVW2   57265.56180 19.97 0.21 
UVW2   57268.78625 19.60 0.08 
UVW2   57272.60615 19.59 0.07 
UVW2   57272.87666 19.52 0.09 
UVW2   57277.35826 19.23 0.05 
UVW2   57282.88088 19.18 0.06 
UVW2   57283.40954 19.20 0.06 
UVW2   57284.37207 19.15 0.05 
UVW2   57284.77255 19.17 0.06 
UVW2   57290.87327 19.05 0.05 
UVW2   57293.56728 18.91 0.05 
UVW2   57296.62740 18.85 0.05 
UVW2   57298.64493 18.88 0.05 
UVW2   57299.51571 18.85 0.05 
UVW2   57302.57331 18.89 0.05 
UVW2   57305.48972 18.68 0.05 
UVW2   57307.45223 18.62 0.05 
UVW2   57309.67833 18.65 0.07 
UVW2   57311.30859 18.54 0.06 
UVW2   57313.23872 18.61 0.06 
UVW2   57316.24104 18.61 0.05 
UVW2   57317.76894 18.73 0.06 
UVW2   57319.76388 18.78 0.06 
UVW2   57325.34163 18.87 0.05 
UVW2   57328.52988 18.65 0.05 
UVW2   57330.18644 18.61 0.05 
UVW2   57331.05913 18.58 0.05 
UVW2   57334.58384 18.65 0.05 
UVW2   57343.43778 18.68 0.05 
UVW2   57346.19375 18.69 0.05 
UVW2   57349.21930 18.60 0.05 
UVW2   57353.63154 18.65 0.11 
UVW2   57356.23171 18.54 0.05 
UVW2   57359.31979 18.63 0.05 
UVW2   57362.84050 18.57 0.06 
UVW2   57365.10073 18.63 0.06 
UVW2   57366.39260 18.57 0.18 
UVW2   57368.95557 18.68 0.05 
UVW2   57371.41838 18.75 0.05 
UVW2   57374.40706 18.84 0.06 
UVW2   57377.19795 18.77 0.05 
UVW2   57380.92358 18.86 0.06 
UVW2   57383.28536 18.86 0.07 
UVW2   57385.87197 18.79 0.12 
UVW2   57393.66405 18.90 0.05 
UVW2   57396.75714 19.04 0.06 
UVW2   57399.25113 18.92 0.05 
UVW2   57427.74665 19.46 0.07 
UVW2   57429.65008 19.57 0.09 
UVW2   57433.50684 19.68 0.09 
UVW2   57437.32190 19.67 0.08 
UVW2   57447.40973 19.60 0.07 
UVW2   57449.93360 19.55 0.09 
UVW2   57450.16587 19.68 0.13 
UVW2   57454.21822 19.69 0.08 
UVW2   57456.08112 19.53 0.07 
UVW2   57457.64416 19.69 0.10 
UVW2   57465.55880 19.67 0.07 
UVW2   57470.34041 19.69 0.06 
UVW2   57472.22581 19.69 0.14 
UVW2   57475.68122 19.83 0.07 
UVW2   57477.54963 19.75 0.10 
UVW2   57480.30161 19.89 0.07 
UVW2   57487.48049 20.03 0.14 
UVW2   57489.04097 19.84 0.11 
UVW2   57502.70870 19.90 0.09 
UVW2   57505.39684 19.96 0.09 
UVW2   57508.95985 19.90 0.08 
UVW2   57511.88613 20.01 0.09 
UVW2   57515.93043 20.04 0.08 
UVW2   57516.83562 19.97 0.10 
UVW2   57520.62117 20.16 0.13 
UVW2   57523.76588 20.06 0.08 
UVW2   57527.96124 19.95 0.11 
UVW2   57528.92635 20.55 0.25 
UVW2   57533.60585 20.64 0.27 
UVW2   57556.30436 20.23 0.05 
UVW2   57566.32150 20.31 0.10 
UVW2   57578.20617 20.49 0.09 
UVW2   57588.45144 20.67 0.07 
UVW2   57601.15797 20.67 0.08 
UVW2   57609.69924 20.72 0.09 
UVW2   57615.55013 20.59 0.10 
UVW2   57626.55867 20.99 0.10 
UVW2   57636.63584 20.91 0.09 
UVW2   57645.71072 20.94 0.14 
UVW2   57654.99298 21.06 0.10 
UVW2   57667.61406 21.11 0.11 
UVW2   57679.05406 20.88 0.12 
UVW2   57686.54779 20.87 0.07 
UVW2   57704.23244 21.33 0.13 
UVW2   57717.11305 21.44 0.19 
UVW2   57728.40871 21.33 0.15 
UVW2   57746.57799 21.23 0.16 
UVW2   57757.78119 21.07 0.13 
UVW2   57795.39920 21.14 0.12 
UVW2   57881.55664 21.66 0.24 
UVW2   58324.59407 22.89 0.57 
UVW2   59156.21521 23.64 0.90 
UVM2   57197.10052 16.60 0.03 
UVM2   57199.79484 16.69 0.03 
UVM2   57201.82276 16.83 0.04 
UVM2   57205.64220 16.93 0.03 
UVM2   57208.66732 17.11 0.03 
UVM2   57211.66251 17.29 0.03 
UVM2   57214.67712 17.36 0.05 
UVM2   57214.71575 17.49 0.06 
UVM2   57221.69196 17.87 0.05 
UVM2   57223.51949 18.04 0.04 
UVM2   57226.52256 18.24 0.04 
UVM2   57229.27069 18.34 0.04 
UVM2   57232.89954 18.62 0.05 
UVM2   57241.13162 18.96 0.05 
UVM2   57244.89084 19.07 0.06 
UVM2   57248.47718 19.20 0.05 
UVM2   57250.71050 19.16 0.09 
UVM2   57253.63408 19.10 0.12 
UVM2   57255.66468 19.37 0.09 
UVM2   57259.40844 19.46 0.08 
UVM2   57262.73216 19.52 0.06 
UVM2   57268.78928 19.44 0.09 
UVM2   57272.57011 19.23 0.10 
UVM2   57272.88133 19.27 0.09 
UVM2   57277.32949 18.99 0.06 
UVM2   57282.87421 18.91 0.07 
UVM2   57283.40502 18.70 0.06 
UVM2   57284.37616 18.65 0.04 
UVM2   57284.77536 18.71 0.06 
UVM2   57290.86655 18.73 0.06 
