# MJD Lν eLν filter
5.719709387099999731e+04 2.070946898683950863e+45 8.994008104130938608e+43
5.719978379799999675e+04 1.959606914749928871e+45 8.510464697753781235e+43
5.720181622400000197e+04 1.837252991778789125e+45 7.979088361897913296e+43
5.720563335899999947e+04 1.570973876417760527e+45 6.822652857424515106e+43
5.720866099299999769e+04 1.330972134999758855e+45 7.225423172468358338e+43
5.721165548600000329e+04 1.225092731676092718e+45 6.650637664833974399e+43
5.721466855699999724e+04 1.107054402240029290e+45 6.009845225744881920e+43
5.721470961399999942e+04 1.067011163609684538e+45 8.109448558485252355e+43
5.721978908999999840e+04 8.244588102015617631e+44 5.370868677406207219e+43
5.722167948500000057e+04 7.801335642280896117e+44 5.082115531377288920e+43
5.722350831699999981e+04 6.921001816974852992e+44 3.757191122944052258e+43
5.722651482299999770e+04 5.863662472657366948e+44 3.183195319523873325e+43
5.722926442300000053e+04 5.250116775093891188e+44 3.420145117156911410e+43
5.723289353899999696e+04 4.170315990056634647e+44 2.716717833412110398e+43
5.724111861599999975e+04 3.252137979441215687e+44 2.118578368290288914e+43
5.724487835199999972e+04 2.705010549927879614e+44 2.055849521816576986e+43
5.724846789200000057e+04 2.705010549927879614e+44 1.762156732985637735e+43
5.725070139799999743e+04 3.021126868072666574e+44 3.280146819834551011e+43
5.725366765299999679e+04 2.806525310637401864e+44 2.437716911463521197e+43
5.725568945299999905e+04 2.536115119946090409e+44 1.927486403611983220e+43
5.725939963600000192e+04 2.466998942106341276e+44 2.410659061690372693e+43
5.726272656399999687e+04 2.444381359855638603e+44 1.857767338441823735e+43
5.726555829500000254e+04 2.559581504228316028e+44 1.945321215718968769e+43
5.726878311699999904e+04 2.559581504228316028e+44 2.223224246535964272e+43
5.727260066599999845e+04 2.858702511768701238e+44 1.862278089397963690e+43
5.727287295199999789e+04 2.806525310637401864e+44 2.437716911463521197e+43
5.727735180299999774e+04 3.565898385305933604e+44 2.322974987650884305e+43
5.728287659300000087e+04 3.533206032405290694e+44 2.301677824951371355e+43
5.728340679700000328e+04 3.598893236826625960e+44 2.344469210570594055e+43
5.728436873999999807e+04 3.733953998705195798e+44 2.432453425977424767e+43
5.728476936900000146e+04 3.733953998705195798e+44 2.432453425977424767e+43
5.729086915099999896e+04 3.632193385950351580e+44 2.366162317086305353e+43
5.729356167499999719e+04 4.056663301598854293e+44 2.642679730236999256e+43
5.729662374399999680e+04 4.530738150175555514e+44 2.459593221963597767e+43
5.729863949200000206e+04 4.132082303244761863e+44 2.243175678837149299e+43
5.729951256100000319e+04 4.326821342623059801e+44 2.818671949924598168e+43
5.730257104599999730e+04 4.170315990056634647e+44 2.716717833412110398e+43
5.730548530700000265e+04 4.700769575440200772e+44 2.551897859140643860e+43
5.730744680900000094e+04 4.407262957244308624e+44 2.871074973942872380e+43
5.730967282800000248e+04 5.013822595959377041e+44 3.810582101669313432e+43
5.731130453500000294e+04 4.788163406769507561e+44 3.119209419017244738e+43
5.731323534500000096e+04 4.877182010731174399e+44 3.177199851748296623e+43
5.731623589599999832e+04 4.366856927581741190e+44 2.844752800364806392e+43
5.731772734700000001e+04 4.056663301598854293e+44 2.642679730236999256e+43
5.731975971900000150e+04 4.132082303244761863e+44 2.691810814604578960e+43
5.732272466600000189e+04 4.967855594102850288e+44 7.011914882088190505e+43
5.732533726500000193e+04 4.247847952935108794e+44 2.767225388886608801e+43
5.732852657400000317e+04 5.154291344561604164e+44 3.357720433598646331e+43
5.733018263399999705e+04 4.448042859298201490e+44 2.897640703594417565e+43
5.733105447499999718e+04 4.877182010731174399e+44 3.177199851748296623e+43
5.733457945599999948e+04 4.922310020252755460e+44 3.206598120019338962e+43
5.734343337299999985e+04 4.489200093138858754e+44 2.924452242915949385e+43
5.734618738999999914e+04 4.132082303244761863e+44 2.243175678837149299e+43
5.734921506899999804e+04 4.700769575440200772e+44 3.062277430968772533e+43
5.735356386300000304e+04 4.530738150175555514e+44 3.443430510749036973e+43
5.735622721199999796e+04 4.287152806116046045e+44 2.792830210158448129e+43
5.735931549400000222e+04 3.982620851868722377e+44 3.026852954090917767e+43
5.736283827400000155e+04 4.326821342623059801e+44 3.288450608245365354e+43
5.736509702000000107e+04 3.632193385950351580e+44 2.760522703267356988e+43
