HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2456877.61094,2014-08-08.1064980,bf,1.51,16.331,>16.331,99.990,-0.144,0.225,V
2456877.61238,2014-08-08.1079300,bf,1.48,16.364,>16.364,99.990,0.333,0.218,V
2456879.70608,2014-08-10.2016627,be,1.45,16.247,>16.247,99.990,-1.122,0.243,V
2456879.70768,2014-08-10.2032599,be,1.43,15.977,>15.977,99.990,-0.035,0.312,V
2456881.68776,2014-08-12.1833656,be,1.60,16.354,>16.354,99.990,-0.413,0.220,V
2456881.68939,2014-08-12.1850025,be,1.60,16.224,>16.224,99.990,-0.349,0.248,V
2456881.71384,2014-08-12.2094677,bf,1.52,16.193,>16.193,99.990,0.310,0.256,V
2456881.71546,2014-08-12.2110700,bf,1.58,16.223,>16.223,99.990,-0.091,0.249,V
2456882.69941,2014-08-13.1950347,be,1.41,16.510,>16.510,99.990,-0.400,0.191,V
2456882.70085,2014-08-13.1964744,be,1.43,16.488,>16.488,99.990,-0.308,0.195,V
2456882.70818,2014-08-13.2038065,bf,1.46,16.541,>16.541,99.990,0.336,0.186,V
2456882.70962,2014-08-13.2052527,bf,1.49,16.486,>16.486,99.990,0.084,0.195,V
2456884.71745,2014-08-15.2131178,bf,1.48,16.917,>16.917,99.990,-0.075,0.131,V
2456884.71896,2014-08-15.2146207,bf,1.49,16.707,>16.707,99.990,-0.001,0.159,V
2456884.73027,2014-08-15.2259337,be,1.48,16.812,>16.812,99.990,0.596,0.145,V
2456884.73170,2014-08-15.2273622,be,1.50,16.745,>16.745,99.990,0.139,0.154,V
2456886.69244,2014-08-17.1881399,be,1.72,17.059,>17.059,99.990,0.339,0.115,V
2456886.69398,2014-08-17.1896862,be,1.66,17.147,>17.147,99.990,0.050,0.106,V
2456886.70171,2014-08-17.1974107,bf,1.54,17.128,>17.128,99.990,0.051,0.108,V
2456886.70323,2014-08-17.1989317,bf,1.54,17.126,>17.126,99.990,0.084,0.108,V
2456891.70902,2014-08-22.2048539,bf,1.46,17.273,>17.273,99.990,0.110,0.095,V
2456891.71051,2014-08-22.2063427,bf,1.49,17.202,>17.202,99.990,0.171,0.101,V
2456895.70506,2014-08-26.2009991,bf,1.52,17.289,>17.289,99.990,0.137,0.093,V
2456895.70653,2014-08-26.2024743,bf,1.57,17.270,>17.270,99.990,-0.086,0.095,V
2456898.69750,2014-08-29.1935414,bf,1.54,14.637,>14.637,99.990,-2.074,1.072,V
2456902.56808,2014-09-02.0642648,bf,1.84,15.638,>15.638,99.990,0.126,0.426,V
2456903.66836,2014-09-03.1645820,be,1.47,16.427,>16.427,99.990,0.223,0.206,V
2456903.66993,2014-09-03.1661547,be,1.44,16.327,>16.327,99.990,-0.422,0.226,V
2456907.65974,2014-09-07.1561347,be,1.47,16.192,>16.192,99.990,-0.304,0.256,V
2456907.66140,2014-09-07.1577915,be,1.47,16.187,>16.187,99.990,-0.244,0.257,V
2456908.63416,2014-09-08.1305959,be,1.54,14.251,>14.251,99.990,-1.313,1.530,V
2456908.63560,2014-09-08.1320329,be,1.74,14.421,>14.421,99.990,-1.855,1.308,V
2456909.63325,2014-09-09.1297384,be,1.53,15.932,>15.932,99.990,0.023,0.325,V
2456909.63474,2014-09-09.1312203,be,1.50,15.962,>15.962,99.990,-0.519,0.316,V
2456909.84861,2014-09-09.3451005,bf,1.45,15.798,>15.798,99.990,0.548,0.368,V
2456909.85008,2014-09-09.3465729,bf,1.43,15.717,>15.717,99.990,-0.243,0.396,V
2456910.64543,2014-09-10.1419590,be,1.82,16.133,>16.133,99.990,0.268,0.270,V
2456910.64691,2014-09-10.1434418,be,1.77,16.210,>16.210,99.990,0.139,0.252,V
2456910.66883,2014-09-10.1653535,bf,1.58,16.140,>16.140,99.990,0.252,0.268,V
2456910.67027,2014-09-10.1667942,bf,1.57,16.255,>16.255,99.990,-0.531,0.242,V
2456911.64386,2014-09-11.1404274,be,1.58,15.958,>15.958,99.990,0.381,0.317,V
2456911.64528,2014-09-11.1418530,be,1.63,16.109,>16.109,99.990,0.175,0.276,V
2456911.65525,2014-09-11.1518167,bf,1.46,15.530,>15.530,99.990,-0.233,0.471,V
2456911.65668,2014-09-11.1532559,bf,1.47,15.691,>15.691,99.990,-0.493,0.406,V
2456912.66397,2014-09-12.1605922,bf,1.40,16.578,>16.578,99.990,0.341,0.179,V
2456912.66540,2014-09-12.1620150,bf,1.40,16.634,>16.634,99.990,0.122,0.170,V
2456916.63788,2014-09-16.1346964,be,1.43,16.299,>16.299,99.990,-0.096,0.232,V
2456916.63935,2014-09-16.1361696,be,1.45,16.411,>16.411,99.990,0.385,0.209,V
2456916.65900,2014-09-16.1558179,bf,1.56,15.949,>15.949,99.990,-0.227,0.320,V
2456916.66049,2014-09-16.1573112,bf,1.60,16.351,>16.351,99.990,-0.177,0.221,V
2456918.65644,2014-09-18.1533575,bf,1.42,17.239,>17.239,99.990,0.069,0.098,V
2456918.65795,2014-09-18.1548679,bf,1.40,17.224,>17.224,99.990,-0.075,0.099,V
2456920.62251,2014-09-20.1195340,be,1.46,17.023,>17.023,99.990,-0.081,0.119,V
2456920.62399,2014-09-20.1210113,be,1.49,17.118,>17.118,99.990,0.248,0.109,V
2456921.62269,2014-09-21.1197716,be,1.43,17.075,>17.075,99.990,-0.012,0.113,V
2456921.62415,2014-09-21.1212270,be,1.46,16.984,>16.984,99.990,0.004,0.123,V
2456921.64339,2014-09-21.1404740,bf,1.55,17.263,>17.263,99.990,0.129,0.095,V
2456921.64485,2014-09-21.1419363,bf,1.58,17.287,>17.287,99.990,0.275,0.093,V
2456922.62220,2014-09-22.1193344,be,1.44,17.038,>17.038,99.990,0.225,0.117,V
2456922.62364,2014-09-22.1207736,be,1.41,17.113,>17.113,99.990,0.055,0.110,V
2456922.64292,2014-09-22.1400545,bf,1.42,17.132,>17.132,99.990,0.435,0.108,V
2456922.64442,2014-09-22.1415585,bf,1.43,17.097,>17.097,99.990,0.193,0.111,V
2456929.49728,2014-09-28.9948194,bf,2.12,16.878,>16.878,99.990,0.175,0.136,V
2456929.49884,2014-09-28.9963768,bf,2.10,16.835,>16.835,99.990,-0.315,0.142,V
2456929.62027,2014-09-29.1178092,be,1.45,17.026,>17.026,99.990,-0.070,0.119,V
2456929.62180,2014-09-29.1193439,be,1.43,16.999,>16.999,99.990,0.174,0.122,V
2456932.61418,2014-10-02.1119034,bf,1.68,16.641,>16.641,99.990,0.014,0.169,V
2456932.61562,2014-10-02.1133449,bf,1.56,16.737,>16.737,99.990,-0.015,0.155,V
2456935.61220,2014-10-05.1101126,be,2.10,16.156,>16.156,99.990,0.045,0.265,V
2456936.67761,2014-10-06.1755885,bf,1.61,16.088,>16.088,99.990,0.137,0.282,V
2456936.67904,2014-10-06.1770194,bf,1.67,16.245,>16.245,99.990,0.330,0.244,V
2456936.68342,2014-10-06.1814030,be,1.57,16.097,>16.097,99.990,0.110,0.279,V
2456936.68485,2014-10-06.1828282,be,1.55,16.206,>16.206,99.990,-0.161,0.253,V
2456937.61048,2014-10-07.1085241,be,1.61,16.137,>16.137,99.990,-0.640,0.269,V
2456937.61779,2014-10-07.1158340,bf,1.74,16.060,>16.060,99.990,-0.082,0.289,V
2456938.59393,2014-10-08.0920344,be,1.50,15.908,>15.908,99.990,-0.144,0.332,V
2456938.59536,2014-10-08.0934650,be,1.49,15.968,>15.968,99.990,-0.011,0.315,V
2456938.61715,2014-10-08.1152526,bf,1.61,15.964,>15.964,99.990,-0.609,0.316,V
2456938.61858,2014-10-08.1166815,bf,1.69,16.005,>16.005,99.990,0.192,0.304,V
2456939.60371,2014-10-09.1018800,bf,1.52,16.197,>16.197,99.990,0.154,0.255,V
2456939.60515,2014-10-09.1033165,bf,1.61,16.152,>16.152,99.990,0.047,0.266,V
2456942.57443,2014-10-12.0727939,be,1.51,17.000,>17.000,99.990,0.144,0.122,V
2456942.57585,2014-10-12.0742182,be,1.48,16.979,>16.979,99.990,0.346,0.124,V
2456942.59778,2014-10-12.0961482,bf,1.56,17.030,>17.030,99.990,-0.164,0.118,V
2456942.59921,2014-10-12.0975765,bf,1.52,17.164,>17.164,99.990,0.199,0.105,V
2456946.52866,2014-10-16.0272915,be,1.46,15.034,>15.034,99.990,-0.371,0.744,V
2456946.53008,2014-10-16.0287155,be,1.43,16.267,>16.267,99.990,-0.156,0.239,V
2456947.50746,2014-10-17.0061599,bf,1.71,16.398,>16.398,99.990,0.162,0.212,V
2456947.50890,2014-10-17.0075959,bf,1.64,14.789,>14.789,99.990,-0.105,0.931,V
2456949.56196,2014-10-19.0608027,be,1.60,15.941,>15.941,99.990,-0.587,0.323,V
2456949.56342,2014-10-19.0622530,be,1.54,15.179,>15.179,99.990,-0.875,0.651,V
2456950.57606,2014-10-20.0749660,be,1.53,17.203,>17.203,99.990,0.210,0.101,V
2456950.57748,2014-10-20.0763922,be,1.50,16.895,>16.895,99.990,0.022,0.134,V
2456953.74237,2014-10-23.2414944,bf,1.65,15.914,>15.914,99.990,0.247,0.331,V
2456953.74415,2014-10-23.2432770,bf,1.48,15.785,>15.785,99.990,-0.157,0.372,V
2456955.57464,2014-10-25.0738910,be,1.52,17.038,>17.038,99.990,-0.006,0.117,V
2456955.57608,2014-10-25.0753336,be,1.51,16.999,>16.999,99.990,0.062,0.122,V
2456956.73349,2014-10-26.2328258,bf,1.62,16.913,>16.913,99.990,0.148,0.132,V
2456956.73548,2014-10-26.2348186,bf,1.53,16.817,>16.817,99.990,0.054,0.144,V
2456958.50444,2014-10-28.0039017,bf,1.61,16.844,>16.844,99.990,0.403,0.140,V
2456958.50589,2014-10-28.0053446,bf,1.55,16.877,>16.877,99.990,-0.255,0.136,V
2456961.54846,2014-10-31.0481313,be,1.53,16.742,>16.742,99.990,0.155,0.154,V
2456961.54989,2014-10-31.0495605,be,1.53,16.640,>16.640,99.990,0.148,0.169,V
2456962.60901,2014-11-01.1087596,bf,1.68,13.958,>13.958,99.990,-2.447,2.003,V
2456962.61044,2014-11-01.1101870,bf,1.63,13.879,>13.879,99.990,-1.662,2.154,V
2456965.62247,2014-11-04.1224265,bf,1.47,16.334,>16.334,99.990,0.150,0.224,V
2456965.62389,2014-11-04.1238429,bf,1.47,16.275,>16.275,99.990,0.147,0.237,V
2456966.64800,2014-11-05.1480263,bf,1.52,16.161,>16.161,99.990,-0.011,0.263,V
2456966.64941,2014-11-05.1494434,bf,1.58,16.211,>16.211,99.990,-0.200,0.252,V
2456967.55379,2014-11-06.0538828,be,1.52,16.051,>16.051,99.990,0.627,0.291,V
2456967.55521,2014-11-06.0552981,be,1.47,16.142,>16.142,99.990,-0.025,0.268,V
2456969.56672,2014-11-08.0669532,bf,1.52,16.323,>16.323,99.990,0.348,0.227,V
2456969.56815,2014-11-08.0683773,bf,1.59,16.297,>16.297,99.990,0.052,0.232,V
2456971.54412,2014-11-10.0444909,be,1.54,16.905,>16.905,99.990,0.238,0.133,V
2456971.54555,2014-11-10.0459188,be,1.52,16.883,>16.883,99.990,0.003,0.135,V
2456973.64920,2014-11-12.1497089,bf,1.53,16.933,>16.933,99.990,-0.168,0.129,V
2456973.65061,2014-11-12.1511223,bf,1.41,17.192,>17.192,99.990,0.023,0.102,V
2456975.53553,2014-11-14.0361637,be,1.72,17.088,>17.088,99.990,0.118,0.112,V
2456975.53695,2014-11-14.0375915,be,1.57,16.809,>16.809,99.990,0.431,0.145,V
2456977.56349,2014-11-16.0642677,bf,1.61,17.146,>17.146,99.990,0.150,0.106,V
2456977.56491,2014-11-16.0656873,bf,1.47,16.834,>16.834,99.990,0.372,0.142,V
2456979.54439,2014-11-18.0452954,be,1.70,16.933,>16.933,99.990,-0.048,0.129,V
2456979.54580,2014-11-18.0467112,be,1.75,16.964,>16.964,99.990,-0.013,0.126,V
2456982.55908,2014-11-21.0601888,bf,1.48,17.265,>17.265,99.990,0.095,0.095,V
2456982.56052,2014-11-21.0616211,bf,1.43,17.074,>17.074,99.990,0.116,0.114,V
2456984.52907,2014-11-23.0303003,be,1.82,17.083,>17.083,99.990,-0.129,0.113,V
2456984.53053,2014-11-23.0317604,be,1.83,17.016,>17.016,99.990,-0.038,0.120,V
2456985.55000,2014-11-24.0512980,bf,1.52,17.165,>17.165,99.990,0.077,0.104,V
2456985.55144,2014-11-24.0527375,bf,1.57,17.159,>17.159,99.990,0.038,0.105,V
2456989.52655,2014-11-28.0280938,be,1.98,16.210,>16.210,99.990,0.032,0.252,V
2456989.52799,2014-11-28.0295337,be,2.02,14.762,>14.762,99.990,-0.551,0.955,V
2456990.54071,2014-11-29.0423100,bf,2.13,14.023,>14.023,99.990,-0.345,1.887,V
2456990.54262,2014-11-29.0442231,bf,2.05,13.736,>13.736,99.990,1.200,2.459,V
2456991.58912,2014-11-30.0907939,bf,1.60,16.677,>16.677,99.990,0.318,0.164,V
2456991.59055,2014-11-30.0922168,bf,1.56,16.538,>16.538,99.990,0.035,0.186,V
2456992.54811,2014-12-01.0498336,be,1.44,16.617,>16.617,99.990,0.014,0.173,V
2456992.54954,2014-12-01.0512625,be,1.41,16.617,>16.617,99.990,0.434,0.173,V
2456994.53697,2014-12-03.0388157,bf,1.49,16.346,>16.346,99.990,-0.074,0.222,V
2456994.53840,2014-12-03.0402454,bf,1.67,16.308,>16.308,99.990,0.296,0.230,V
2456997.51919,2014-12-06.0211973,be,2.12,15.642,>15.642,99.990,-0.260,0.425,V
2456999.54088,2014-12-08.0430054,bf,1.67,16.319,>16.319,99.990,-0.183,0.228,V
2456999.54231,2014-12-08.0444361,bf,1.57,16.430,>16.430,99.990,0.329,0.206,V
2457000.54297,2014-12-09.0451523,be,1.79,16.940,>16.940,99.990,-0.157,0.129,V
2457000.54440,2014-12-09.0465771,be,1.86,16.894,>16.894,99.990,0.438,0.134,V
2457004.53415,2014-12-13.0365277,bf,1.57,16.158,>16.158,99.990,-0.093,0.264,V
2457004.53557,2014-12-13.0379531,bf,1.73,16.223,>16.223,99.990,-0.111,0.249,V
2457005.52001,2014-12-14.0224435,be,2.06,15.587,>15.587,99.990,-0.237,0.447,V
2457005.52147,2014-12-14.0239042,be,1.90,15.716,>15.716,99.990,0.322,0.397,V
2457008.57403,2014-12-17.0766092,bf,1.42,17.007,>17.007,99.990,-0.060,0.121,V
2457008.57546,2014-12-17.0780351,bf,1.44,16.971,>16.971,99.990,0.263,0.125,V
2457012.52367,2014-12-21.0264234,be,1.59,15.592,>15.592,99.990,0.406,0.445,V
2457012.52513,2014-12-21.0278859,be,1.56,15.637,>15.637,99.990,-0.085,0.427,V
2457014.54779,2014-12-23.0506247,bf,1.65,16.912,>16.912,99.990,-0.029,0.132,V
2457014.54923,2014-12-23.0520666,bf,1.66,16.872,>16.872,99.990,-0.086,0.137,V
2457016.53203,2014-12-25.0349460,be,2.10,16.200,>16.200,99.990,-0.084,0.254,V
2457016.53345,2014-12-25.0363714,be,2.04,16.298,>16.298,99.990,0.166,0.232,V
2457019.53782,2014-12-28.0408442,bf,2.11,16.299,>16.299,99.990,0.592,0.232,V
2457019.53944,2014-12-28.0424737,bf,2.06,16.541,>16.541,99.990,0.160,0.186,V
2457029.52779,2015-01-07.0311180,bf,2.26,99.990,99.990,99.990,99.990,99.990,V
2457029.52942,2015-01-07.0327501,bf,2.30,99.990,99.990,99.990,99.990,99.990,V
2457108.91624,2015-03-27.4182594,be,1.53,15.696,>15.696,99.990,-0.394,0.404,V
2457108.91767,2015-03-27.4196851,be,1.65,15.484,>15.484,99.990,-0.245,0.491,V
2457109.90964,2015-03-28.4115986,be,1.42,16.647,>16.647,99.990,-0.341,0.168,V
2457109.91107,2015-03-28.4130234,be,1.45,16.468,>16.468,99.990,0.016,0.198,V
2457112.90165,2015-03-31.4034222,be,1.46,16.834,>16.834,99.990,-0.107,0.142,V
2457113.89778,2015-04-01.3994960,be,1.58,16.743,>16.743,99.990,-0.062,0.154,V
2457113.89922,2015-04-01.4009333,be,1.58,16.923,>16.923,99.990,0.142,0.131,V
2457116.88872,2015-04-04.3902451,be,1.44,15.988,>15.988,99.990,-0.009,0.309,V
2457116.89015,2015-04-04.3916716,be,1.46,15.910,>15.910,99.990,-0.748,0.332,V
2457117.92393,2015-04-05.4253912,bf,1.67,15.487,>15.487,99.990,-0.711,0.490,V
2457118.92299,2015-04-06.4243857,bf,1.61,15.132,>15.132,99.990,0.653,0.680,V
2457118.92447,2015-04-06.4258723,bf,1.44,15.105,>15.105,99.990,-0.900,0.697,V
2457120.89461,2015-04-08.3958744,be,1.42,16.358,>16.358,99.990,0.116,0.220,V
2457120.89604,2015-04-08.3973050,be,1.39,16.261,>16.261,99.990,0.173,0.240,V
2457123.92161,2015-04-11.4226704,bf,1.44,16.320,>16.320,99.990,0.357,0.227,V
2457124.88559,2015-04-12.3865900,be,1.42,15.573,>15.573,99.990,0.175,0.453,V
2457124.88704,2015-04-12.3880429,be,1.46,15.636,>15.636,99.990,0.007,0.427,V
2457125.89716,2015-04-13.3980971,be,1.41,16.671,>16.671,99.990,-0.327,0.165,V
2457125.89859,2015-04-13.3995216,be,1.41,16.729,>16.729,99.990,0.321,0.156,V
2457125.91756,2015-04-13.4184888,bf,1.45,16.654,>16.654,99.990,-0.067,0.167,V
2457125.91899,2015-04-13.4199218,bf,1.45,16.411,>16.411,99.990,0.180,0.209,V
2457131.86938,2015-04-19.3699106,be,1.44,16.783,>16.783,99.990,0.052,0.148,V
2457131.87084,2015-04-19.3713614,be,1.46,16.754,>16.754,99.990,-0.296,0.153,V
2457133.89784,2015-04-21.3982350,bf,1.50,17.105,>17.105,99.990,0.017,0.110,V
2457133.89928,2015-04-21.3996682,bf,1.46,17.078,>17.078,99.990,0.083,0.113,V
2457136.85480,2015-04-24.3549834,be,1.44,16.807,>16.807,99.990,0.161,0.145,V
2457136.85635,2015-04-24.3565388,be,1.44,16.864,>16.864,99.990,0.172,0.138,V
2457140.87881,2015-04-28.3787152,bf,1.45,16.880,>16.880,99.990,0.296,0.136,V
2457140.88023,2015-04-28.3801320,bf,1.52,16.955,>16.955,99.990,0.162,0.127,V
2457143.84177,2015-05-01.341475,be,1.49,16.363,>16.363,99.990,0.731,0.219,V
2457143.84320,2015-05-01.3429026,be,1.55,16.414,>16.414,99.990,0.674,0.209,V
2457146.87863,2015-05-04.3781276,bf,1.52,16.204,>16.204,99.990,0.448,0.253,V
2457146.88006,2015-05-04.3795563,bf,1.40,16.208,>16.208,99.990,0.623,0.252,V
2457147.82151,2015-05-05.3209353,be,1.58,15.983,>15.983,99.990,0.893,0.310,V
2457147.82293,2015-05-05.3223618,be,1.54,15.940,>15.940,99.990,-0.180,0.323,V
2457150.84157,2015-05-08.3407949,be,1.49,16.300,>16.300,99.990,0.297,0.232,V
2457150.84300,2015-05-08.3422207,be,1.46,16.257,>16.257,99.990,-0.198,0.241,V
2457150.85311,2015-05-08.3523381,bf,1.38,16.430,>16.430,99.990,0.690,0.206,V
2457150.85453,2015-05-08.3537489,bf,1.41,16.299,>16.299,99.990,0.266,0.232,V
2457153.81311,2015-05-11.3121373,be,1.40,16.494,>16.494,99.990,0.161,0.194,V
2457153.81478,2015-05-11.3137986,be,1.37,16.473,>16.473,99.990,0.471,0.198,V
2457153.87908,2015-05-11.3780957,bf,1.59,16.597,>16.597,99.990,0.546,0.176,V
2457153.88052,2015-05-11.3795350,bf,1.60,16.535,>16.535,99.990,0.690,0.187,V
2457155.83000,2015-05-13.3288925,be,1.40,16.574,>16.574,99.990,0.481,0.180,V
2457155.83146,2015-05-13.3303512,be,1.42,16.689,>16.689,99.990,0.152,0.162,V
2457157.79728,2015-05-15.2960482,be,1.42,16.925,>16.925,99.990,0.379,0.130,V
2457157.79872,2015-05-15.2974805,be,1.44,16.700,>16.700,99.990,0.425,0.160,V
2457157.83206,2015-05-15.3308193,bf,1.42,16.729,>16.729,99.990,0.628,0.156,V
2457157.83347,2015-05-15.3322282,bf,1.39,16.963,>16.963,99.990,0.503,0.126,V
2457160.78891,2015-05-18.2874781,be,1.42,16.795,>16.795,99.990,0.497,0.147,V
2457160.79033,2015-05-18.2888949,be,1.42,16.809,>16.809,99.990,0.401,0.145,V
2457160.82561,2015-05-18.3241751,bf,1.42,17.020,16.947,0.205,0.639,0.119,V
2457160.82704,2015-05-18.3256070,bf,1.43,17.175,>17.175,99.990,0.444,0.103,V
2457164.77412,2015-05-22.2724333,be,1.45,16.666,>16.666,99.990,0.345,0.165,V
2457164.77555,2015-05-22.2738596,be,1.41,16.554,>16.554,99.990,0.455,0.183,V
2457164.81881,2015-05-22.3171162,bf,1.51,16.940,>16.940,99.990,0.579,0.128,V
2457164.82024,2015-05-22.3185454,bf,1.46,16.739,>16.739,99.990,0.437,0.155,V
2457168.81693,2015-05-26.3149862,bf,1.49,16.838,>16.838,99.990,0.578,0.141,V
2457168.81834,2015-05-26.3164010,bf,1.47,16.902,16.626,0.170,0.858,0.133,V
2457169.84214,2015-05-27.3401384,be,1.57,16.865,16.599,0.172,0.880,0.138,V
2457169.84356,2015-05-27.3415553,be,1.52,16.786,16.449,0.160,1.010,0.148,V
2457173.75559,2015-05-31.2533533,be,1.62,16.168,>16.168,99.990,0.825,0.262,V
2457173.75701,2015-05-31.2547776,be,1.68,16.022,>16.022,99.990,-0.094,0.299,V
2457173.80270,2015-05-31.3004626,bf,1.51,16.272,>16.272,99.990,0.595,0.238,V
2457173.80414,2015-05-31.3019034,bf,1.51,16.419,>16.419,99.990,0.682,0.208,V
2457175.79688,2015-06-02.2945377,bf,1.40,16.061,>16.061,99.990,0.184,0.289,V
2457175.79831,2015-06-02.2959603,bf,1.44,16.140,>16.140,99.990,0.679,0.268,V
2457176.80050,2015-06-03.2980973,bf,1.57,15.818,>15.818,99.990,0.330,0.361,V
2457176.80687,2015-06-03.3044662,bf,1.55,15.386,>15.386,99.990,0.710,0.538,V
2457177.77872,2015-06-04.2762593,bf,1.49,15.785,>15.785,99.990,0.771,0.372,V
2457177.78014,2015-06-04.2776843,bf,1.45,15.698,>15.698,99.990,0.433,0.403,V
2457178.79981,2015-06-05.2972913,bf,1.51,16.169,>16.169,99.990,0.934,0.261,V
2457178.80123,2015-06-05.2987145,bf,1.45,16.272,>16.272,99.990,0.821,0.238,V
2457178.82738,2015-06-05.3248612,be,1.47,15.787,>15.787,99.990,1.268,0.372,V
2457178.82881,2015-06-05.3262863,be,1.47,15.887,>15.887,99.990,0.929,0.339,V
2457180.81417,2015-06-07.3115516,be,1.62,16.472,>16.472,99.990,0.427,0.198,V
2457180.81559,2015-06-07.3129656,be,1.60,16.513,16.433,0.204,1.025,0.190,V
2457181.85874,2015-06-08.3560578,bf,1.41,16.600,>16.600,99.990,0.842,0.176,V
2457181.86018,2015-06-08.3574976,bf,1.43,16.739,16.737,0.219,0.775,0.155,V
2457182.75534,2015-06-09.2526185,be,1.67,16.659,>16.659,99.990,0.474,0.166,V
2457182.75689,2015-06-09.2541611,be,1.67,16.689,>16.689,99.990,0.593,0.162,V
2457184.90337,2015-06-11.4005318,bf,1.40,16.987,16.780,0.181,0.745,0.123,V
2457184.90480,2015-06-11.4019652,bf,1.41,16.913,>16.913,99.990,0.636,0.132,V
2457185.72757,2015-06-12.2246974,be,1.47,16.795,>16.795,99.990,0.670,0.147,V
2457185.72899,2015-06-12.2261173,be,1.45,16.806,>16.806,99.990,0.649,0.145,V
2457186.73109,2015-06-13.2281712,be,1.46,16.751,16.716,0.212,0.790,0.153,V
2457186.73288,2015-06-13.2299599,be,1.46,16.778,>16.778,99.990,0.706,0.149,V
2457187.75540,2015-06-14.2524335,bf,1.42,17.018,16.631,0.153,0.854,0.120,V
2457187.75680,2015-06-14.2538258,bf,1.46,17.058,17.043,0.216,0.584,0.115,V
2457189.70122,2015-06-16.1981582,be,1.48,16.759,16.726,0.213,0.782,0.152,V
2457189.70265,2015-06-16.1995837,be,1.53,16.788,>16.788,99.990,0.277,0.148,V
2457190.74063,2015-06-17.2375282,bf,1.38,16.985,16.664,0.163,0.829,0.123,V
2457190.74206,2015-06-17.2389561,bf,1.38,17.066,16.669,0.152,0.825,0.114,V
2457191.72869,2015-06-18.2255325,be,1.43,16.817,>16.817,99.990,0.523,0.144,V
2457191.73011,2015-06-18.2269505,be,1.44,16.786,>16.786,99.990,0.652,0.148,V
2457193.88138,2015-06-20.3781350,bf,2.21,16.837,>16.837,99.990,0.573,0.141,V
2457193.88278,2015-06-20.3795391,bf,2.22,16.922,16.753,0.187,0.763,0.131,V
2457194.87456,2015-06-21.3712721,be,1.40,16.377,>16.377,99.990,0.368,0.216,V
2457194.87598,2015-06-21.3726896,be,1.44,16.341,>16.341,99.990,0.863,0.223,V
2457196.69086,2015-06-23.1874953,be,1.52,15.268,>15.268,99.990,0.620,0.600,V
2457196.69226,2015-06-23.1889003,be,1.51,15.317,>15.317,99.990,0.516,0.573,V
2457197.68361,2015-06-24.1802094,be,1.52,15.990,>15.990,99.990,0.834,0.308,V
2457197.68501,2015-06-24.1816155,be,1.53,16.150,>16.150,99.990,0.598,0.266,V
2457198.68560,2015-06-25.1821608,be,1.55,16.653,16.417,0.176,1.041,0.167,V
2457198.68703,2015-06-25.1835879,be,1.52,16.636,>16.636,99.990,0.191,0.170,V
2457198.72429,2015-06-25.2208527,bf,1.51,16.968,16.608,0.157,0.872,0.125,V
2457198.72571,2015-06-25.2222666,bf,1.60,16.925,16.879,0.210,0.680,0.130,V
2457199.85398,2015-06-26.3505040,be,1.43,16.895,>16.895,99.990,0.633,0.134,V
2457199.85539,2015-06-26.3519128,be,1.41,16.766,16.561,0.181,0.911,0.151,V
2457201.68332,2015-06-28.1797738,be,1.61,99.990,99.990,99.990,99.990,99.990,V
2457201.68474,2015-06-28.1812,be,1.51,13.774,>13.774,99.990,-1.604,2.374,V
2457201.72799,2015-06-28.2244450,bf,1.48,99.990,99.990,99.990,99.990,99.990,V
2457201.72941,2015-06-28.2258609,bf,1.50,14.902,>14.902,99.990,0.948,0.840,V
2457203.66537,2015-06-30.1617590,be,1.54,16.031,>16.031,99.990,0.172,0.297,V
2457203.66679,2015-06-30.1631743,be,1.47,16.014,>16.014,99.990,0.626,0.301,V
2457203.70366,2015-06-30.2000490,bf,1.47,16.152,>16.152,99.990,0.233,0.266,V
2457203.70508,2015-06-30.2014660,bf,1.44,16.245,>16.245,99.990,0.290,0.244,V
2457205.72928,2015-07-02.2256006,be,2.10,15.715,>15.715,99.990,0.382,0.397,V
2457205.73069,2015-07-02.2270162,be,2.09,15.717,>15.717,99.990,1.855,0.396,V
2457205.78824,2015-07-02.2845642,bf,2.06,15.930,>15.930,99.990,-0.028,0.326,V
2457205.78968,2015-07-02.2860034,bf,2.06,15.847,>15.847,99.990,-0.117,0.352,V
2457206.82364,2015-07-03.3199307,be,1.46,16.043,>16.043,99.990,0.835,0.294,V
2457206.82506,2015-07-03.3213472,be,1.40,16.014,>16.014,99.990,0.249,0.301,V
2457207.81237,2015-07-04.3086329,bf,1.59,16.097,>16.097,99.990,0.430,0.279,V
2457207.81379,2015-07-04.3100478,bf,1.63,16.104,>16.104,99.990,0.116,0.278,V
2457209.81905,2015-07-06.3152596,be,1.66,99.990,99.990,99.990,99.990,99.990,V
2457209.82047,2015-07-06.3166799,be,1.69,13.591,>13.591,99.990,-1.465,2.809,V
2457218.64113,2015-07-15.1371482,be,1.45,16.864,>16.864,99.990,0.355,0.138,V
2457218.64254,2015-07-15.1385633,be,1.49,16.927,>16.927,99.990,0.601,0.130,V
2457218.67700,2015-07-15.1730231,bf,1.40,17.089,17.044,0.210,0.583,0.112,V
2457218.67841,2015-07-15.1744305,bf,1.39,17.134,>17.134,99.990,0.478,0.108,V
2457220.62511,2015-07-17.1210947,be,1.64,16.783,>16.783,99.990,0.574,0.149,V
