# UVOT photometry at full time resolution, using 5.0" aperture
# host-subtracted AB magnitudes, not corrected for Galactic extinction
# total counts/s as based on "CORR_RATE" from uvotsource and thus include the host contribution
# only including observations with SNR>0.5 and positive host-subtracted flux
# 
filter  MJD          ab_mag ab_mag_err count_rate count_rate_err exposure
UVW1   57632.946110    20.71     0.23    0.215    0.041    288.174 
UVW1   57640.352895    20.71     0.13    0.215    0.023   1006.751 
UVW1   57645.707848    20.53     0.16    0.250    0.034    419.328 
UVW1   57654.991232    20.60     0.11    0.237    0.021   1157.820 
UVW1   57667.610729    20.62     0.12    0.232    0.023    926.004 
UVW1   57677.902525    20.69     0.18    0.220    0.032    516.830 
UVW1   57680.201226    20.69     0.36    0.220    0.067    106.131 
UVW1   57683.192522    20.69     0.14    0.220    0.026    735.105 
UVW1   57687.505634    21.02     0.26    0.167    0.036    512.443 
UVW1   57688.934187    20.64     0.19    0.229    0.037    433.390 
UVW1   57704.229223    20.95     0.16    0.177    0.022    866.997 
UVW1   57714.587598    20.96     0.23    0.175    0.033    418.611 
UVW1   57719.631394    20.98     0.45    0.172    0.063    154.316 
UVW1   57725.946156    20.50     0.45    0.257    0.099     65.099 
UVW1   57726.041660    21.11     0.39    0.155    0.049    371.603 
UVW1   57730.767793    20.94     0.28    0.178    0.041    391.822 
UVW1   57746.573697    20.98     0.22    0.172    0.031    944.443 
UVW1   57757.777399    20.83     0.18    0.195    0.029    914.005 
UVW1   57793.452308    21.01     0.32    0.168    0.044    444.520 
UVW1   57794.543904    20.85     0.30    0.191    0.048    442.034 
UVW1   57798.193114    21.30     0.35    0.132    0.036    668.159 
UVW1   57881.553819    21.45     0.28    0.118    0.025    983.719 
UVW1   58324.591530    22.41     0.57    0.059    0.022    647.162 
UVW1   59153.364697    24.02     4.60    0.027    0.040    182.610 
UVW1   59154.658022    22.22     0.73    0.067    0.033    264.294 
U      57197.095001    16.42     0.04   15.171    0.449    204.994 
U      57199.785392    16.46     0.04   14.534    0.442    189.499 
U      57201.817347    16.51     0.04   13.914    0.433    181.420 
U      57205.634872    16.57     0.04   13.218    0.443    145.889 
U      57208.661828    16.75     0.04   11.162    0.396    143.012 
U      57211.656442    16.79     0.05   10.758    0.395    133.174 
U      57214.669979    16.87     0.04   10.009    0.362    151.134 
U      57214.710559    16.94     0.07    9.412    0.599     38.147 
U      57216.360668    16.95     0.04    9.358    0.319    195.243 
U      57216.494078    16.91     0.04    9.694    0.334    182.278 
U      57216.759832    16.94     0.04    9.382    0.309    219.372 
U      57220.523842    17.11     0.04    8.076    0.237    397.436 
U      57221.681287    17.06     0.06    8.400    0.421     74.579 
U      57223.510126    17.23     0.05    7.258    0.303    140.275 
U      57226.515918    17.35     0.04    6.459    0.206    368.714 
U      57229.265165    17.44     0.06    5.966    0.276    131.947 
U      57232.894593    17.54     0.06    5.470    0.257    138.831 
U      57241.120531    17.68     0.05    4.799    0.194    238.451 
U      57244.880068    17.83     0.06    4.220    0.217    149.136 
U      57248.469254    17.83     0.05    4.221    0.180    238.255 
U      57250.702737    17.90     0.10    3.934    0.329     54.881 
U      57253.696877    17.71     0.08    4.690    0.337     60.560 
U      57255.691169    17.96     0.05    3.733    0.154    301.585 
U      57259.400700    18.01     0.08    3.574    0.233    101.020 
U      57262.727367    18.15     0.06    3.153    0.161    216.331 
U      57265.560035    18.10     0.07    3.308    0.190    150.135 
U      57268.784432    18.06     0.07    3.435    0.204    133.119 
U      57272.602237    18.02     0.05    3.549    0.159    257.139 
U      57272.874272    18.08     0.08    3.377    0.229    101.900 
U      57277.353978    18.02     0.05    3.542    0.142    358.561 
U      57282.877972    17.94     0.05    3.815    0.169    239.808 
U      57283.407897    17.98     0.05    3.663    0.165    242.382 
U      57284.369893    18.03     0.06    3.519    0.164    235.063 
U      57284.770370    18.02     0.05    3.560    0.160    255.738 
U      57290.870747    17.98     0.05    3.683    0.159    270.007 
U      57293.564140    18.05     0.06    3.463    0.158    251.525 
U      57296.625302    18.08     0.05    3.365    0.148    287.707 
U      57298.641470    17.92     0.05    3.877    0.171    240.394 
U      57299.513871    18.01     0.05    3.577    0.157    265.837 
U      57302.571950    17.96     0.05    3.740    0.157    296.318 
U      57305.487091    17.92     0.05    3.890    0.158    299.489 
U      57307.448757    17.96     0.06    3.746    0.203    152.090 
U      57309.674683    17.91     0.09    3.903    0.290     74.568 
U      57311.306126    17.98     0.07    3.664    0.235    114.692 
U      57313.236320    17.97     0.07    3.720    0.225    131.208 
U      57316.237319    17.91     0.06    3.920    0.190    186.556 
U      57317.765622    18.01     0.06    3.583    0.190    168.856 
U      57319.761524    18.05     0.06    3.466    0.179    183.613 
U      57325.339447    17.97     0.06    3.700    0.181    204.256 
U      57328.527583    17.89     0.06    3.983    0.184    226.701 
U      57330.184002    18.04     0.06    3.479    0.174    296.340 
U      57331.056099    17.90     0.06    3.951    0.201    189.499 
U      57334.581100    18.01     0.06    3.575    0.190    177.695 
U      57343.435431    18.09     0.06    3.340    0.169    208.209 
U      57346.189181    18.02     0.05    3.559    0.148    320.131 
U      57349.216772    18.02     0.06    3.565    0.187    174.731 
U      57353.565092    17.95     0.09    3.765    0.293     81.930 
U      57356.229130    18.07     0.06    3.397    0.181    192.463 
U      57359.317226    17.93     0.06    3.853    0.200    185.579 
U      57362.838946    18.27     0.08    2.842    0.203    146.975 
U      57365.099016    18.23     0.07    2.937    0.181    182.625 
U      57366.424375    18.26     0.08    2.871    0.206    172.787 
U      57368.952800    18.11     0.08    3.285    0.212    162.938 
U      57371.413490    18.21     0.07    2.988    0.173    229.850 
U      57374.404596    18.29     0.08    2.788    0.185    192.442 
U      57377.195132    18.25     0.08    2.905    0.199    210.185 
U      57380.920192    18.29     0.08    2.802    0.203    200.336 
U      57383.282354    18.25     0.10    2.899    0.262    132.424 
U      57385.870477    18.26     0.21    2.858    0.537     33.239 
U      57393.661840    18.40     0.08    2.542    0.167    271.614 
U      57396.752070    18.41     0.08    2.517    0.177    248.582 
U      57399.248306    18.37     0.08    2.592    0.176    249.321 
U      57427.744307    18.76     0.10    1.854    0.153    251.286 
U      57429.647268    19.05     0.16    1.438    0.199    145.987 
U      57433.504866    18.79     0.13    1.800    0.206    181.159 
U      57437.318955    18.84     0.12    1.735    0.176    212.922 
U      57447.407959    19.06     0.14    1.428    0.163    297.892 
U      57449.930681    18.93     0.18    1.593    0.239    142.252 
U      57450.162608    18.75     0.20    1.862    0.316     76.555 
U      57454.215436    18.87     0.12    1.691    0.167    243.196 
U      57456.077277    18.90     0.11    1.638    0.148    270.973 
U      57457.640783    18.83     0.13    1.736    0.194    136.355 
U      57465.556597    19.00     0.10    1.513    0.126    320.435 
U      57470.338119    18.92     0.09    1.611    0.116    393.798 
U      57472.223172    18.78     0.16    1.821    0.250     60.745 
U      57475.677399    18.87     0.08    1.682    0.104    361.536 
U      57477.547846    18.88     0.13    1.670    0.185    147.757 
U      57480.299902    19.13     0.11    1.352    0.120    334.682 
U      57487.478931    19.16     0.20    1.320    0.223    104.875 
U      57489.037374    19.18     0.16    1.293    0.176    123.792 
U      57502.705381    19.05     0.14    1.440    0.167    190.465 
U      57505.394704    19.09     0.12    1.398    0.142    227.679 
U      57508.955292    19.10     0.11    1.384    0.122    280.040 
U      57511.881834    19.25     0.12    1.219    0.122    288.923 
U      57515.926260    19.18     0.09    1.293    0.099    270.224 
U      57516.834762    19.03     0.12    1.474    0.152    226.235 
U      57520.618756    19.59     0.21    0.922    0.157    138.353 
U      57523.763649    19.33     0.10    1.144    0.096    243.424 
U      57527.959578    19.77     0.26    0.797    0.160    121.576 
U      57528.924496    19.31     0.28    1.164    0.268     58.834 
U      57533.604863    19.51     0.28    0.988    0.228     39.885 
U      57552.750569    19.35     0.17    1.123    0.155    134.140 
U      57554.875366    19.36     0.14    1.115    0.123    167.390 
U      57557.364449    19.44     0.11    1.041    0.093    249.592 
U      57560.218264    19.24     0.10    1.227    0.104    216.537 
U      57563.206513    19.18     0.16    1.290    0.175     89.847 
U      57569.433813    19.71     0.22    0.838    0.147    102.421 
U      57578.203379    19.62     0.10    0.899    0.070    417.199 
U      57585.046370    19.75     0.12    0.814    0.077    320.077 
U      57591.851921    19.72     0.12    0.835    0.075    353.425 
U      57600.434749    19.78     0.24    0.794    0.147     85.405 
U      57601.431106    19.83     0.24    0.760    0.144     89.293 
U      57601.600051    19.72     0.11    0.829    0.069    416.417 
U      57608.085591    20.00     0.25    0.671    0.129    132.435 
U      57609.439890    19.66     0.16    0.871    0.112    147.149 
U      57611.565039    20.21     0.20    0.569    0.081    239.808 
U      57615.547309    19.90     0.11    0.724    0.060    502.072 
U      57622.522380    19.99     0.16    0.672    0.082    254.479 
U      57626.713500    20.44     0.28    0.482    0.095    151.124 
U      57630.430626    19.88     0.18    0.731    0.103    166.880 
U      57632.913140    20.00     0.27    0.668    0.139     86.165 
U      57640.354545    20.06     0.12    0.637    0.058    503.810 
U      57645.709001    20.00     0.18    0.670    0.090    209.740 
U      57654.991840    19.99     0.11    0.674    0.055    579.138 
U      57667.611678    20.28     0.15    0.544    0.059    462.481 
U      57677.903349    20.58     0.27    0.438    0.080    258.942 
U      57680.201751    20.33     0.46    0.525    0.174     51.862 
U      57683.194627    20.49     0.20    0.467    0.064    365.945 
U      57687.506577    20.03     0.23    0.652    0.112    258.518 
U      57688.935334    19.90     0.19    0.720    0.106    215.864 
U      57704.230427    20.58     0.20    0.439    0.059    430.979 
U      57714.588994    20.40     0.27    0.498    0.096    208.969 
U      57719.632801    19.83     0.32    0.763    0.193     76.555 
U      57726.043398    20.15     0.28    0.596    0.122    185.568 
U      57730.768813    20.64     0.41    0.421    0.115    196.937 
U      57746.575445    20.14     0.26    0.602    0.119    471.114 
U      57757.778765    20.50     0.27    0.463    0.087    459.245 
U      57793.452966    21.10     0.91    0.315    0.169    221.066 
U      57794.545179    20.44     0.50    0.483    0.168    219.567 
U      57798.194162    20.35     0.39    0.516    0.146    332.554 
U      57881.554902    21.61     0.86    0.239    0.099    391.941 
U      58324.592250    21.21     0.45    0.296    0.076    215.158 
U      59154.659089    22.00     1.46    0.202    0.118     87.088 
B      57197.095741    16.68     0.04    8.603    0.294    205.038 
B      57199.786563    16.74     0.05    8.171    0.290    189.510 
B      57201.818064    16.81     0.05    7.654    0.287    181.398 
B      57205.635589    16.88     0.05    7.231    0.300    145.987 
B      57208.662306    16.97     0.05    6.670    0.292    143.044 
B      57211.656971    16.98     0.06    6.614    0.297    133.174 
B      57214.670925    17.04     0.05    6.266    0.274    151.123 
B      57214.711060    16.95     0.09    6.799    0.526     38.169 
B      57221.682219    17.25     0.08    5.199    0.345     74.579 
B      57223.511003    17.24     0.06    5.249    0.262    140.297 
B      57226.516740    17.33     0.05    4.870    0.172    368.747 
B      57229.265626    17.40     0.07    4.585    0.253    131.947 
B      57232.895095    17.44     0.07    4.440    0.244    138.820 
B      57241.121513    17.56     0.06    3.980    0.183    238.494 
B      57244.881011    17.72     0.08    3.472    0.214    149.158 
B      57248.469976    17.57     0.06    3.956    0.182    238.277 
B      57250.703437    17.45     0.10    4.375    0.371     54.903 
B      57253.697285    17.63     0.11    3.774    0.332     60.560 
B      57255.692365    17.76     0.06    3.384    0.155    301.519 
B      57259.401345    17.91     0.10    2.968    0.242    100.944 
B      57262.727811    17.90     0.07    2.991    0.172    216.331 
B      57265.560973    17.82     0.08    3.196    0.205    150.135 
B      57268.785010    17.89     0.09    3.032    0.211    133.119 
B      57272.603386    17.83     0.06    3.178    0.161    257.172 
B      57272.874936    17.86     0.10    3.088    0.243    101.911 
B      57277.355349    17.72     0.05    3.486    0.146    358.518 
B      57284.370478    17.85     0.07    3.114    0.166    235.095 
B      57284.771034    17.93     0.07    2.926    0.158    255.760 
B      57298.642423    18.12     0.08    2.505    0.152    240.471 
B      57305.488110    17.99     0.07    2.791    0.144    295.484 
B      57307.449705    18.01     0.09    2.743    0.194    152.112 
B      57309.675615    18.29     0.15    2.188    0.256     74.579 
B      57311.306853    18.00     0.11    2.750    0.232    114.724 
B      57313.236886    17.95     0.10    2.884    0.231    131.219 
B      57317.766671    17.94     0.08    2.899    0.190    168.845 
B      57330.184846    18.10     0.09    2.537    0.180    296.350 
B      57346.190442    18.07     0.07    2.599    0.139    320.186 
B      57366.425400    18.14     0.12    2.465    0.242    165.001 
B      57371.414899    18.43     0.12    1.959    0.182    229.818 
B      57383.283193    18.59     0.25    1.732    0.324    132.424 
B      57385.870922    18.46     0.43    1.902    0.642     33.250 
B      57393.662434    18.46     0.14    1.903    0.204    271.483 
B      57396.753586    18.55     0.16    1.774    0.211    248.571 
B      57399.249258    18.71     0.18    1.573    0.207    249.342 
B      57427.745044    18.67     0.16    1.626    0.194    251.373 
B      57429.647978    18.74     0.24    1.541    0.272    145.987 
B      57433.505425    19.14     0.35    1.157    0.273    181.192 
B      57437.319870    18.54     0.18    1.794    0.246    212.921 
B      57447.408565    19.13     0.27    1.166    0.219    297.838 
B      57449.931571    18.69     0.26    1.605    0.313    142.273 
B      57450.163561    18.91     0.41    1.362    0.402     76.555 
B      57454.216270    19.00     0.24    1.275    0.215    243.207 
B      57456.078393    18.90     0.19    1.373    0.183    271.006 
B      57457.641638    19.05     0.28    1.232    0.237    136.366 
B      57472.223946    19.24     0.40    1.083    0.287     60.788 
B      57477.548377    19.06     0.27    1.223    0.225    147.725 
B      57533.605150    18.84     0.28    1.435    0.291     39.906 
B      57552.751066    19.37     0.31    0.995    0.199    134.184 
B      57554.875933    19.74     0.33    0.789    0.151    167.423 
B      57557.365077    19.41     0.19    0.966    0.113    249.733 
B      57560.218986    19.44     0.20    0.947    0.119    216.603 
B      57563.206921    19.32     0.31    1.027    0.211     89.890 
B      57569.434204    20.26     0.63    0.601    0.177    102.573 
V      57197.099301    17.07     0.09    2.471    0.166    204.973 
V      57199.792265    17.03     0.09    2.558    0.175    189.510 
V      57201.821529    17.19     0.10    2.260    0.179    181.387 
V      57205.639691    17.19     0.10    2.263    0.174    145.987 
V      57208.665000    17.24     0.11    2.165    0.173    143.044 
V      57211.659971    17.27     0.11    2.120    0.174    133.185 
V      57214.675485    17.40     0.11    1.930    0.158    151.134 
V      57214.713856    17.50     0.23    1.790    0.295     38.169 
V      57221.687587    17.51     0.17    1.780    0.215     74.579 
V      57223.516073    17.62     0.13    1.642    0.157    140.297 
V      57226.520731    17.77     0.10    1.471    0.098    366.160 
V      57229.268200    18.09     0.20    1.190    0.147    131.968 
V      57232.897926    17.79     0.15    1.456    0.153    138.907 
V      57241.127251    18.02     0.14    1.245    0.113    238.494 
V      57244.886420    17.97     0.17    1.291    0.143    149.158 
V      57248.474134    17.88     0.13    1.368    0.116    238.299 
V      57250.707427    17.66     0.22    1.597    0.247     54.892 
V      57253.632472    17.63     0.26    1.630    0.304     34.227 
V      57255.662117    18.00     0.15    1.264    0.123    194.429 
V      57259.405044    18.12     0.22    1.171    0.165    100.944 
V      57262.730273    18.12     0.16    1.168    0.116    216.407 
V      57268.788294    17.95     0.17    1.306    0.149    133.119 
V      57272.568500    17.95     0.17    1.303    0.144    143.272 
V      57272.878665    18.29     0.25    1.057    0.161    101.911 
V      57277.362025    17.96     0.11    1.300    0.095    352.111 
V      57284.373801    18.20     0.16    1.112    0.109    235.008 
V      57284.774225    18.36     0.18    1.013    0.103    255.727 
V      57298.647938    18.32     0.18    1.033    0.106    240.470 
V      57305.493063    18.44     0.17    0.967    0.095    299.478 
V      57307.455179    18.59     0.27    0.888    0.130    152.101 
V      57309.681028    17.87     0.22    1.381    0.204     74.579 
V      57311.311045    18.14     0.22    1.157    0.161    114.714 
V      57313.240096    18.27     0.23    1.069    0.145    131.219 
V      57317.771773    18.53     0.25    0.918    0.125    168.856 
V      57330.188892    18.34     0.18    1.026    0.106    294.016 
V      57346.196608    18.32     0.16    1.033    0.096    320.131 
V      57371.421812    18.75     0.30    0.818    0.124    229.861 
V      57383.287208    18.53     0.47    0.917    0.237    132.403 
V      57393.665236    18.76     0.30    0.812    0.122    271.516 
V      57396.761010    18.66     0.27    0.856    0.123    248.582 
V      57399.253874    18.87     0.35    0.769    0.130    249.321 
V      57427.748583    19.82     0.98    0.536    0.150    251.286 
V      57429.651391    18.77     0.48    0.809    0.196    145.944 
V      57433.508072    18.71     0.51    0.832    0.217    181.192 
V      57437.324276    19.59     1.03    0.576    0.195    212.911 
V      57447.411451    19.55     0.82    0.583    0.162    297.860 
V      57449.935896    19.63     1.14    0.567    0.208    142.263 
V      57450.168165    18.64     0.61    0.866    0.281     76.544 
V      57454.220283    18.75     0.35    0.818    0.145    243.174 
V      57456.083840    18.51     0.26    0.930    0.136    270.941 
V      57472.227648    18.93     0.69    0.748    0.239     60.799 
V      57477.550878    19.15     0.63    0.679    0.179    147.757 
V      57533.606690    21.35     5.94    0.409    0.223     39.917 
V      57552.753872    20.18     1.51    0.489    0.167    134.184 
V      57554.879139    18.76     0.34    0.813    0.138    167.401 
V      57557.368674    20.22     0.87    0.484    0.092    249.646 
V      57560.223125    20.49     1.12    0.459    0.093    216.624 
V      57569.436337    20.49     1.88    0.459    0.157    102.410 
V      58324.595088    19.84     0.65    0.533    0.098    215.115 
V      59154.662883    19.64     0.88    0.566    0.159     87.143 
